latitude,longitude,Tract
40.68003611,-73.99182662,
40.6781564,-73.94415075,
40.68227611,-74.00206955,
40.67559182,-73.95443834,
40.65407187,-73.92625557,
40.68975614,-73.93938846,
40.67827758,-73.9450087,
40.58317437,-73.95343934,
40.62801643,-73.9711831,
40.67966986,-73.98152617,
40.69456298,-73.93096731,
40.68210585,-73.99510736,
40.68689702,-73.98265998,
40.57925454,-73.94095391,
40.69412316,-73.91013152,
40.67577503,-73.95271856,
40.67618299,-73.94432905,
40.6930406,-73.91976481,
40.69418558,-73.91278555,
40.70281594,-73.95135412,
40.65721761,-73.90756102,
40.6584858,-73.93595683,
40.6263567,-73.96446521,
40.6731143,-73.95707528,
40.63056008,-73.9682422,
40.65087186,-73.9361227,
40.65533452,-73.93076643,
40.68782001,-73.96269446,
40.65242604,-73.93241643,
40.67921958,-73.94616163,
40.65023033,-73.92809053,
40.66259818,-73.90856281,
40.63144718,-73.97024491,
40.70945648,-73.93642726,
40.58032916,-73.95635732,
40.68779598,-73.94998045,
40.64493615,-73.99796764,
40.65041175,-73.93796467,
40.70045021,-73.95196534,
40.6632493,-73.99657215,
40.67489826,-73.96472415,
40.67151802,-73.91118937,
40.57809474,-73.94932103,
40.68753725,-73.91579786,
40.61222822,-73.95384408,
40.67560348,-73.9561724,
40.67234186,-73.96155314,
40.64445746,-73.93640991,
40.6855265,-73.96631223,
40.65664529,-73.9164928,
40.66564128,-73.91458552,
40.67336365,-73.94926667,
40.70059542,-73.93974286,
40.68087897,-74.00403086,
40.57826065,-73.94041481,
40.65948469,-73.91829498,
40.61098251,-73.96255372,
40.67422317,-73.95699886,
40.68829075,-73.95869895,
40.64735371,-73.92794588,
40.68856991,-73.94976352,
40.64350927,-73.94462657,
40.59117117,-73.96447673,
40.64917364,-73.92816374,
40.67176758,-73.95252674,
40.67495874,-73.96500892,
40.65656772,-73.90834401,
40.61718453,-73.9675822,
40.68898226,-73.93966681,
40.63045941,-73.9716468,
40.68868427,-73.96164107,
40.65807963,-73.94685988,
40.61649396,-73.95466237,
40.68934316,-73.94801769,
40.69511,-73.92356685,
40.59360048,-73.93382263,
40.68443879,-73.99288974,
40.65985444,-73.93418581,
40.57968277,-73.94103273,
40.63973556,-73.92579219,
40.62651771,-73.97092437,
40.69256484,-73.94092569,
40.64873812,-73.92115865,
40.70882037,-73.9429492,
40.65501907,-73.91470724,
40.65905944,-73.93117706,
40.67793932,-74.00396939,
40.62729267,-73.96446111,
40.6850639,-73.94765686,
40.6895083,-73.92841597,
40.61066299,-73.96792032,
40.68708485,-73.95614322,
40.68334654,-73.9965567,
40.68055219,-73.94334474,
40.65253584,-74.01204779,
40.70085801,-73.95591416,
40.67980086,-73.96614207,
40.69353556,-73.93915062,
40.64942198,-73.93498532,
40.65657275,-73.93130937,
40.63890822,-73.93771594,
40.60979834,-73.96776947,
40.63314343,-73.96098125,
40.68911359,-73.97597053,
40.68781353,-73.98108401,
40.62782638,-73.96865059,
40.66450346,-73.9201668,
40.69054529,-73.92757107,
40.68140585,-73.99333713,
40.68556714,-73.94979102,
40.64982955,-73.9426753,
40.6875579,-73.94550946,
40.69453825,-73.93092406,
40.68700163,-73.97062396,
40.70868112,-73.9444534,
40.6939415,-73.92472936,
40.65685673,-74.00258415,
40.61914328,-73.96411965,
40.64343289,-73.94561396,
40.6890975,-73.97781313,
40.68710643,-73.94278028,
40.67671522,-73.99950609,
40.67923487,-73.99637304,
40.68756122,-73.98238937,
40.64956387,-74.00110634,
40.69021677,-73.91665269,
40.675703,-73.97779235,
40.68980866,-73.925942,
40.65787402,-73.94740428,
40.6610047,-73.92137844,
40.69101787,-73.9283242,
40.69421108,-73.92564501,
40.66020226,-73.91612792,
40.69254847,-73.92257091,
40.68373216,-73.98176662,
40.61941503,-73.96416993,
40.65943814,-73.91105047,
40.65655369,-73.93156528,
40.69360715,-73.94505376,
40.63031886,-73.9604461,
40.65228055,-73.93240216,
40.57911975,-73.96787787,
40.68997998,-73.94232346,
40.68390694,-73.9575623,
40.68616269,-73.96431796,
40.68237403,-73.96160865,
40.68507728,-73.96056145,
40.7063967,-73.93757714,
40.5925391,-73.95215818,
40.69666005,-73.93108415,
40.68254512,-73.99912386,
40.68335752,-73.99661799,
40.68620278,-73.97016639,
40.70129686,-73.92805709,
40.686234,-73.92446042,
40.64953182,-74.02069979,
40.58050326,-73.95958281,
40.66620204,-73.91953395,
40.58317412,-73.96005281,
40.63949943,-73.92567355,
40.67063975,-73.95320165,
40.69138773,-73.91901675,
40.68855589,-73.94322615,
40.70998723,-73.93828436,
40.6994231,-73.92518479,
40.57875007,-73.95425241,
40.63995794,-73.9455123,
40.67876895,-73.97794996,
40.67997513,-73.94201484,
40.69437848,-73.9512557,
40.67083961,-73.95196864,
40.68814029,-73.98192407,
40.69788942,-73.92203457,
40.71071903,-73.93633949,
40.68590638,-73.92717588,
40.64649941,-73.92689096,
40.59066911,-73.96524752,
40.66136064,-73.92843536,
40.61545058,-73.9611897,
40.68283603,-74.00293129,
40.69352658,-73.94304883,
40.67669049,-73.97474203,
40.68431183,-73.95410066,
40.69003009,-73.9334709,
40.59188976,-73.95507515,
40.64239032,-73.9409629,
40.67620282,-73.95176649,
40.6421841,-73.93519416,
40.67191979,-73.95565931,
40.70050413,-73.95642652,
40.58892279,-73.95546959,
40.68706597,-73.9758703,
40.64750894,-73.9260322,
40.7019554,-73.94232753,
40.67336329,-74.01133416,
40.67445019,-73.96258658,
40.68775047,-73.98154557,
40.59181722,-73.9521551,
40.59139853,-73.94289469,
40.65692075,-73.92594607,
40.64850505,-73.93002396,
40.65104783,-74.01490894,
40.65201782,-73.9291157,
40.61480624,-73.96327554,
40.66777641,-73.91417545,
40.68935856,-73.91791221,
40.57798972,-73.95415213,
40.63771311,-73.9356669,
40.65812053,-73.94627237,
40.69614207,-73.94248763,
40.6640539,-73.91711792,
40.65154555,-74.00361825,
40.62164474,-73.95877981,
40.61619854,-73.96550077,
40.68465135,-73.95917354,
40.66216981,-73.90494817,
40.65854829,-73.90690321,
40.65835965,-73.90783336,
40.64700535,-73.92404357,
40.69874828,-73.93487591,
40.61669742,-73.96333213,
40.6812139,-73.99869844,
40.69374382,-73.94386363,
40.63596921,-73.965314,
40.65395807,-74.00678626,
40.5913307,-73.9573691,
40.63490844,-73.96130809,
40.67862549,-73.99533835,
40.69130673,-73.93900121,
40.68448561,-73.9960194,
40.6794743,-73.97769735,
40.68252447,-73.98178137,
40.63180699,-73.97118507,
40.59385083,-73.93482338,
40.68419667,-73.94218064,
40.65950839,-73.92487634,
40.68025072,-73.97593406,
40.64140536,-73.92731453,
40.68270068,-73.94199805,
40.62923998,-73.96879043,
40.64959399,-74.00413708,
40.68316458,-73.96177405,
40.62520832,-73.96118402,
40.61308715,-73.96977766,
40.67500401,-73.96071883,
40.66411106,-73.99422557,
40.69424936,-73.9173833,
40.61121275,-73.96157394,
40.65151354,-73.93504815,
40.6867082,-73.92347912,
40.67923053,-73.9594725,
40.6540131,-74.00393553,
40.66132839,-73.91345927,
40.58806834,-73.95341793,
40.68674495,-73.96552557,
40.66177105,-73.92219934,
40.68192949,-73.9421826,
40.67520704,-73.90438882,
40.64365099,-73.92369426,
40.7027331,-73.94420229,
40.68043985,-73.99736085,
40.68874663,-73.91812571,
40.69474494,-73.94819379,
40.67716207,-73.97244533,
40.61606607,-73.95543348,
40.66773725,-73.9062091,
40.67673,-73.98024714,
40.65731388,-73.91874455,
40.58789571,-73.96161616,
40.62279465,-73.96677617,
40.67687535,-73.97956572,
40.6967634,-73.92950449,
40.63909468,-73.92800525,
40.68120842,-74.00006129,
40.61001384,-73.97323658,
40.66207581,-73.92651345,
40.68651681,-74.00001442,
40.59172123,-73.959486,
40.58646253,-73.94122476,
40.64963458,-74.01224908,
40.67371065,-73.95909011,
40.6910108,-73.9349051,
40.70775443,-73.94665797,
40.68457899,-74.00095909,
40.6408103,-73.92821238,
40.61734879,-73.96611611,
40.68195503,-73.9645798,
40.58844265,-73.94932038,
40.67040487,-73.90583404,
40.63274311,-73.97180075,
40.69080123,-73.92434346,
40.64958223,-73.9233271,
40.62714723,-73.97502736,
40.69447764,-73.9403398,
40.59122757,-73.96065289,
40.67723586,-74.01418294,
40.64046162,-73.92379519,
40.65385356,-74.00971987,
40.68936534,-73.94270622,
40.68057866,-73.96986245,
40.69533674,-73.93052295,
40.67843759,-73.98236294,
40.58823709,-73.96482753,
40.6264234,-73.95872643,
40.67989154,-73.96649535,
40.70583716,-73.94365146,
40.68376634,-73.99317104,
40.67827204,-73.94489694,
40.65600305,-74.00421316,
40.6983867,-73.93617094,
40.69355561,-73.91454615,
40.58265953,-73.9564566,
40.68448272,-73.9929979,
40.68386187,-73.98694059,
40.68095093,-73.97740122,
40.67315169,-73.90497578,
40.68375869,-73.97665752,
40.65531418,-74.00153532,
40.68645377,-73.92907189,
40.62168142,-73.96166517,
40.63858413,-73.92797337,
40.68859149,-73.94306026,
40.5906494,-73.96364528,
40.58478046,-73.93696357,
40.62642712,-73.97088479,
40.65164992,-73.94384859,
40.68794686,-73.92895491,
40.65965772,-73.94651982,
40.62488535,-73.9640193,
40.64570358,-73.92292796,
40.68566822,-73.95528239,
40.65547337,-74.00180202,
40.59086976,-73.94490786,
40.68443127,-73.96609284,
40.65643187,-73.92134418,
40.66012692,-73.91445562,
40.69266179,-73.92375717,
40.65424844,-74.01338157,
40.66045681,-73.92716401,
40.68503609,-73.98279027,
40.70499049,-73.94109501,
40.58155706,-73.96759949,
40.65642267,-73.92399681,
40.57498183,-73.96287987,
40.64972168,-73.93116507,
40.67024113,-73.90699864,
40.65648341,-74.00351039,
40.59255004,-73.95206096,
40.71032498,-73.94988419,
40.68621763,-74.00015865,
40.6623846,-73.92440092,
40.65937964,-73.93926107,
40.67121889,-73.9531688,
40.68835307,-73.9645115,
40.59354283,-73.93380828,
40.68598551,-73.95253104,
40.680868,-74.0039912,
40.6114821,-73.96266869,
40.61931433,-73.96704085,
40.67320906,-73.9610912,
40.68315199,-73.96536157,
40.66142651,-73.91255445,
40.65916786,-73.92053721,
40.6132886,-73.96400394,
40.6497153,-73.92532702,
40.67741385,-74.01725463,
40.67163332,-73.91121806,
40.67791194,-74.00116089,
40.62888717,-73.97383785,
40.66048587,-73.92540507,
40.71093131,-73.94339466,
40.65572859,-74.00373741,
40.68861876,-73.94269965,
40.66517056,-73.92033541,
40.67246041,-73.94881673,
40.69680399,-73.92427534,
40.70030621,-73.93784612,
40.62112298,-73.9664564,
40.68371953,-73.99104015,
40.69325262,-73.92481668,
40.68460915,-73.99706503,
40.62108239,-73.96849526,
40.68612543,-73.98067704,
40.68471781,-73.98357638,
40.67820001,-73.99444788,
40.66088874,-74.00464599,
40.64452811,-73.92188432,
40.69500265,-73.91164493,
40.62810309,-73.96681315,
40.57874319,-73.9660673,
40.67653606,-74.01318415,
40.62872014,-73.95695253,
40.68656072,-73.99999279,
40.66511029,-73.99804272,
40.69442503,-73.95099602,
40.64305255,-73.93717877,
40.68305563,-73.99781505,
40.58289905,-73.95840051,
40.58785411,-73.94678255,
40.64426851,-73.93236343,
40.66020501,-73.93774652,
40.61163277,-73.97117217,
40.62102082,-73.96445364,
40.68829102,-73.98051416,
40.68811271,-73.94071328,
40.68857811,-73.94969861,
40.67612441,-74.01254957,
40.58598705,-73.94551673,
40.61237419,-73.95507937,
40.6231894,-73.9757349,
40.68392556,-73.99362894,
40.70287165,-73.94699369,
40.64241351,-73.93808742,
40.65016869,-74.02021708,
40.67748591,-74.01173504,
40.70649066,-73.94416668,
40.67689943,-73.95043927,
40.62344492,-73.9659293,
40.57744368,-73.96216934,
40.58740343,-73.95178022,
40.68619033,-73.92482825,
40.5911853,-73.94466276,
40.65685974,-73.91327405,
40.579271,-73.9409359,
40.63317863,-73.96834904,
40.69903595,-73.93890037,
40.68776026,-73.95666201,
40.58088655,-73.964961,
40.59278441,-73.94241462,
40.65032397,-74.00689761,
40.63867196,-73.92795886,
40.66998075,-73.95257847,
40.61404606,-73.97376803,
40.69961539,-73.94491897,
40.58934184,-73.96049918,
40.69073498,-73.91222032,
40.6805634,-73.93844859,
40.69514406,-73.94471351,
40.63848275,-73.9376695,
40.68269016,-73.9487548,
40.68186719,-73.96456182,
40.69551013,-73.93131613,
40.68044262,-74.00119339,
40.68802057,-73.928313,
40.68261984,-73.97784773,
40.6203349,-73.96536175,
40.6887426,-73.92856103,
40.69149031,-73.94376095,
40.61508569,-73.97108063,
40.61223182,-73.95601591,
40.66065272,-73.90259671,
40.69133595,-73.91204284,
40.65304204,-73.9344376,
40.70383182,-73.9352821,
40.68788615,-73.95570278,
40.65246601,-73.94016113,
40.58678214,-73.9382902,
40.58441889,-73.94368911,
40.68655976,-73.98509033,
40.69622049,-73.92601422,
40.70178584,-73.92872377,
40.68738922,-73.97298197,
40.68097744,-73.99017162,
40.68496324,-74.00229679,
40.64250476,-73.94478595,
40.57960104,-73.95443902,
40.67282485,-73.94743935,
40.6687326,-73.90835974,
40.58013188,-73.95728264,
40.6835054,-73.99048853,
40.67719326,-73.96593789,
40.58600828,-73.94399019,
40.59117232,-73.95964836,
40.68862186,-73.94930554,
40.6196045,-73.95645051,
40.67928124,-73.94309344,
40.68619706,-73.93121034,
40.67895757,-74.00562429,
40.6380193,-73.9289288,
40.67315796,-73.9563867,
40.63280778,-73.95872608,
40.68671441,-74.00190022,
40.64403963,-73.94592336,
40.65989197,-73.90535149,
40.65414195,-74.00711064,
40.6873249,-73.9182212,
40.69065492,-73.93658942,
40.64326142,-73.9429512,
40.67777694,-74.01078691,
40.68083315,-73.96705011,
40.67818606,-73.99082819,
40.67141413,-73.9615717,
40.69538299,-73.93451497,
40.68399419,-73.99375873,
40.70632027,-73.93836349,
40.68267118,-73.99322524,
40.69472042,-73.91226196,
40.65219306,-74.00848711,
40.66177257,-73.91653324,
40.62660359,-73.97423502,
40.65014124,-74.02020987,
40.64301362,-73.93625274,
40.68685339,-73.9190475,
40.68609149,-73.93865983,
40.58362319,-73.93889795,
40.68111901,-73.96848853,
40.7068837,-73.93475254,
40.6992889,-73.93002836,
40.58896293,-73.93587588,
40.65842133,-73.92061379,
40.68025048,-73.93842364,
40.58445287,-73.95912319,
40.65261542,-74.01221719,
40.6690602,-73.90616037,
40.65524833,-73.93848636,
40.61843724,-73.97171674,
40.58144566,-73.96232187,
40.64905459,-73.92236552,
40.6786668,-73.96458515,
40.6585035,-74.00532342,
40.68526388,-73.98263877,
40.64764327,-73.94535828,
40.68398219,-73.98341431,
40.67481305,-73.96432403,
40.64774135,-73.92895088,
40.65593169,-74.00410864,
40.70332549,-73.9490996,
40.58935725,-73.94464267,
40.61555408,-73.96744252,
40.64189468,-73.93307569,
40.61182829,-73.963749,
40.69218985,-73.93769502,
40.67707631,-74.01678226,
40.69275247,-73.94869658,
40.68770387,-73.93108619,
40.68683298,-73.91736364,
40.67961603,-73.9553838,
40.68248367,-73.95372695,
40.70579348,-73.94414563,
40.59104193,-73.95587864,
40.69047563,-73.91408493,
40.5790284,-73.93891296,
40.64244642,-73.92428658,
40.61800137,-73.96388973,
40.63829557,-73.93669323,
40.66162,-73.92206255,
40.65982656,-73.94371195,
40.68356799,-73.9476364,
40.6822629,-73.939352,
40.68455454,-73.93890643,
40.58930067,-73.96051721,
40.62381257,-73.9572691,
40.62553582,-73.97400848,
40.6853429,-73.95173464,
40.57767666,-73.96117565,
40.68582337,-73.9798983,
40.59262111,-73.95134798,
40.59255278,-73.95203575,
40.65565723,-74.00361847,
40.66102051,-73.99588744,
40.7012832,-73.94285466,
40.65977592,-73.93609255,
40.68572365,-73.93859527,
40.62345741,-73.96200277,
40.57927686,-73.96111712,
40.61528858,-73.97019448,
40.65228879,-73.93724936,
40.67205758,-73.95028425,
40.66373364,-73.90087287,
40.57663945,-73.94810181,
40.68450193,-73.99305559,
40.68651406,-73.99915626,
40.57805483,-73.96811957,
40.63302814,-73.9609597,
40.68263358,-73.97793426,
40.68993151,-73.9169307,
40.6213545,-73.96992521,
40.61060648,-73.97223869,
40.64213935,-73.9291298,
40.6988606,-73.94496648,
40.57934001,-73.96116388,
40.669907,-73.90790752,
40.68157152,-73.94544585,
40.68614059,-73.97403534,
40.65998854,-73.99850422,
40.63429324,-73.96021677,
40.61686775,-73.95593361,
40.6229673,-73.96583949,
40.57893021,-73.94560529,
40.69967857,-73.95110756,
40.65872437,-73.90405923,
40.687244,-73.9740926,
40.58786418,-73.93440078,
40.65378823,-73.94409907,
40.67693817,-73.95117831,
40.66951361,-73.90680139,
40.58372377,-73.94230362,
40.6766164,-74.0013195,
40.68662772,-73.94057759,
40.66290832,-73.93235895,
40.65739904,-73.91883816,
40.66891551,-73.90712666,
40.65218449,-73.92363044,
40.68487543,-73.99926445,
40.68834148,-73.9549056,
40.58120582,-73.95927998,
40.6615506,-73.93895993,
40.66293367,-73.99757781,
40.6859797,-73.96739732,
40.57600564,-73.95519022,
40.68731922,-73.96764185,
40.7039625,-73.94961487,
40.71012921,-73.93690635,
40.68265725,-73.95539979,
40.68078522,-73.96287867,
40.6876352,-73.98161051,
40.6374062,-73.93657877,
40.69931844,-73.93354458,
40.68317365,-73.99775735,
40.62862615,-73.97269953,
40.5894845,-73.96029747,
40.70626588,-73.94476199,
40.67801589,-73.99096882,
40.65774584,-73.90911008,
40.69031832,-73.93351028,
40.58607691,-73.94402254,
40.69138869,-73.93827993,
40.69712991,-73.91538184,
40.58404907,-73.93469974,
40.69995964,-73.93171547,
40.63478106,-73.95811597,
40.61618784,-73.96644448,
40.57960448,-73.96414809,
40.6822427,-73.98928087,
40.67756174,-73.96833158,
40.58928747,-73.96206542,
40.67451938,-73.99788743,
40.58865325,-73.93674029,
40.69509141,-73.91655644,
40.67515875,-73.94931577,
40.64596901,-73.92586814,
40.57818719,-73.94738063,
40.69705455,-73.93450972,
40.65021955,-74.00865984,
40.68757696,-73.96670783,
40.68498935,-73.96923668,
40.66777579,-73.91707725,
40.67337456,-73.94911885,
40.61718644,-73.96474384,
40.65268406,-73.932445,
40.67762828,-74.01477789,
40.68002207,-73.94258085,
40.68528202,-73.93910768,
40.69147634,-73.92013089,
40.67558467,-73.9762566,
40.68600549,-73.98655436,
40.67667079,-73.95512259,
40.65240686,-74.01182793,
40.64553256,-73.92582178,
40.68567337,-73.9422082,
40.68917077,-73.93801155,
40.6929377,-73.91049733,
40.6616383,-73.92481627,
40.5806225,-73.96321154,
40.66199222,-73.92889965,
40.62684095,-73.96847814,
