,latitude,longitude,Tract
206,40.67146108,-73.95479444,021900
207,40.6822492,-73.93940249,027300
208,40.675078899999995,-73.97294369,015900
209,40.67456878,-73.99742958,007700
210,40.67868296,-73.99220895,007700
211,40.618060299999996,-73.95950603,076800
212,40.65382722,-73.93006883,086800
213,40.62255092,-73.96875033,045800
214,40.68043773,-73.97774390000001,012901
215,40.68793877,-73.92918569,038500
216,40.68561903,-73.94920686,024900
217,40.66129562,-73.90665068,091800
218,40.61235552,-73.96448347,042000
219,40.69420347,-73.92661507,039300
220,40.68237523,-73.97620731,012902
221,40.61838901,-73.96591747,045400
222,40.68232305,-73.93890847,027500
223,40.68556689,-73.97386970000001,018100
224,40.58502866,-73.93415154,062200
225,40.6822771,-73.94582746,026700
226,40.5883096,-73.9357541,059800
227,40.65591726,-74.01343597,001800
228,40.58391126,-73.93863488,062200
229,40.64495758,-73.93259696,085000
230,40.64943274,-73.92144613,093600
231,40.62695724,-73.97239040000001,046201
232,40.64564933,-73.92389737,094600
233,40.64889241,-73.92617841,086200
234,40.58973979,-73.93602636,059800
235,40.6162806,-73.96457143,045400
236,40.70782814,-73.94579587,050500
237,40.65494616,-74.00729453,000200
238,40.66458031,-73.9201631,090000
239,40.64259669,-73.92746096,084600
240,40.6398964,-73.93781951,083400
241,40.65095895,-73.92161011,093600
242,40.68563182,-73.98358697,004100
243,40.68771876,-73.96362481,019700
244,40.67177311,-73.95262767,031702
245,40.63945826,-73.93471398,083800
246,40.69504014,-73.91778261,041700
247,40.68973571,-73.91949834,039700
248,40.67913132,-73.96679858,020300
249,40.59026677,-73.94674462,059401
250,40.58493694,-73.9321895,062200
251,40.68780262,-73.9815095,003700
252,40.684289899999996,-73.94771876,024900
253,40.639104499999995,-73.94036408,083200
254,40.68067128,-73.97907061,012901
255,40.67446308,-73.95284927,022100
256,40.68628039,-73.92404571,038500
257,40.57957366,-73.95460824,061004
258,40.57567249,-73.95263103,061600
259,40.65699396,-74.00281122,010100
260,40.5772491,-73.963073,036002
261,40.61447059,-73.97002916,044400
262,40.6838999,-73.96094795,023100
263,40.62194313,-73.96464767,045400
264,40.63993397,-73.92702427,084600
265,40.61687782,-73.97020818,044400
266,40.68525312,-73.9702822,017900
267,40.64409567,-73.92372978,094600
268,40.5774519,-73.96212974,036002
269,40.654991700000004,-73.91860683,088800
270,40.63024354,-73.96518007,052800
271,40.67898416,-73.97069599999999,016300
272,40.629152399999995,-73.96971995,046000
273,40.58806887,-73.94246909,060000
274,40.65065383,-73.9389699,085800
275,40.61947404,-73.96888145,045200
276,40.58988459,-73.93984636,059600
277,40.68165383,-73.96701004,020300
278,40.58369084,-73.94808913,060800
279,40.61092594,-73.95773475,054400
280,40.58892946,-73.9516063,059200
281,40.65263407,-73.92279022,086400
282,40.65092063,-73.93030252,086000
283,40.70917631,-73.94685161,050500
284,40.65961605,-73.91399853,089400
285,40.66825959,-73.914301,090200
286,40.69280986,-73.93229976,028900
287,40.58771846,-73.94433439,060000
288,40.58921649,-73.94304418,059600
289,40.68119469,-74.00083646,006300
290,40.70397987,-73.94003915,048900
291,40.6779098,-73.97781325,013100
292,40.6385777,-73.93091714,093200
293,40.65045177,-73.94661009,085600
294,40.68374713,-73.99312057,006900
295,40.65721423,-73.90345231,092000
296,40.58524589,-73.93987934,060800
297,40.68020625,-74.00869979,005900
298,40.68747116,-73.98620431,004100
299,40.62307358,-73.97330699,045000
300,40.68672936,-73.95257377,024300
301,40.68567099,-73.94875972,024900
302,40.66296112,-73.99762467,014500
303,40.67799494,-73.9780764,013100
304,40.70375128,-73.94990717,050900
305,40.58119207,-73.95921519,061003
306,40.69212784,-73.95141240000001,025300
307,40.68382536,-73.98100221,003900
308,40.66676193,-73.9234948,090000
309,40.68257252,-73.99654953,006700
310,40.68651319,-73.98584393,004100
311,40.6773432,-74.01155836,005300
312,40.62569906,-73.96824812,045800
313,40.57939516,-73.95439236,061004
314,40.65547267,-73.94236411,081600
315,40.68814843,-73.95986011,023100
316,40.58880423,-73.93676895,059800
317,40.68952853,-73.93473707,029100
318,40.71011135,-73.94487423,050500
319,40.59298469,-73.94797028,059401
320,40.67712003,-73.96904563,020500
321,40.64784837,-73.99827026,009000
322,40.58154596,-73.95866416,061003
323,40.68794316,-73.98539651,004100
324,40.69953362,-73.95235549,053100
325,40.65819346,-73.9987926,010100
326,40.66190448,-73.93363592,088000
327,40.692003899999996,-73.92504888,039500
328,40.67343932,-73.95295815,021900
329,40.68455249,-73.95194434,024500
330,40.68121917,-73.99285403,007500
331,40.70118996,-73.93772267,038900
332,40.68003611,-73.99182662,007500
333,40.6781564,-73.94415075,031300
334,40.68227611,-74.00206955,005100
335,40.67559182,-73.95443834,022100
336,40.65407187,-73.92625557,086600
337,40.68975614,-73.93938846,027900
338,40.67827758,-73.9450087,031300
339,40.58317437,-73.95343934,060800
340,40.62801643,-73.97118309999999,045800
341,40.67966986,-73.98152617,012700
342,40.69456298,-73.93096731,028900
343,40.68210585,-73.99510736,007500
344,40.68689702,-73.98265998,004100
345,40.57925454,-73.94095391,062000
346,40.69412316,-73.91013152,043700
347,40.67577503,-73.95271856,031500
348,40.67618299,-73.94432905,031300
349,40.6930406,-73.91976481,041700
350,40.69418558,-73.91278555,043500
351,40.70281594,-73.95135412,050900
352,40.65721761,-73.90756102,091600
353,40.658485799999994,-73.93595683,087600
354,40.6263567,-73.96446521,053000
355,40.6731143,-73.95707528,021900
356,40.63056008,-73.9682422,046000
357,40.65087186,-73.93612270000001,085800
358,40.65533452,-73.93076643,086800
359,40.68782001,-73.96269446,019700
360,40.65242604,-73.93241643,087000
361,40.67921958,-73.94616163,024700
362,40.65023033,-73.92809053,086200
363,40.66259818,-73.90856281,091800
364,40.63144718,-73.97024491,048200
365,40.70945648,-73.93642726,048500
366,40.58032916,-73.95635732,061004
367,40.68779598,-73.94998045,025100
368,40.64493615,-73.99796764,009200
369,40.65041175,-73.93796467,085800
370,40.70045021,-73.95196534,053100
371,40.6632493,-73.99657215,014500
372,40.67489826,-73.96472415,020700
373,40.67151802,-73.91118937,090600
374,40.57809474,-73.94932103,062000
375,40.68753725,-73.91579786,039700
376,40.61222822,-73.95384408,054600
377,40.67560348,-73.9561724,022100
378,40.67234186,-73.96155314,021500
379,40.64445746,-73.93640991,085000
380,40.6855265,-73.96631223,019900
381,40.65664529,-73.9164928,089000
382,40.66564128,-73.91458552,090200
383,40.67336365,-73.94926667,031701
384,40.70059542,-73.93974286,038900
385,40.68087897,-74.00403086,005100
386,40.57826065,-73.94041481,062000
387,40.65948469,-73.91829498,089000
388,40.61098251,-73.96255372,054200
389,40.67422317,-73.95699886,021700
390,40.68829075,-73.95869895,023300
391,40.64735371,-73.92794588,084800
392,40.68856991,-73.94976352,025100
393,40.64350927,-73.94462657,085400
394,40.59117117,-73.96447673,037000
395,40.64917364,-73.92816374,086200
396,40.67176758,-73.95252674,031702
397,40.67495874,-73.96500892,020700
398,40.65656772,-73.90834401,091600
399,40.61718453,-73.96758220000001,045200
400,40.68898226,-73.93966681,027900
401,40.63045941,-73.9716468,048200
402,40.68868427,-73.96164107,023100
403,40.65807963,-73.94685988,081000
404,40.61649396,-73.95466237,053800
405,40.68934316,-73.94801769,025100
406,40.69511,-73.92356685,041900
407,40.59360048,-73.93382263,062600
408,40.68443879,-73.99288974,006900
409,40.65985444,-73.93418581,087600
410,40.57968277,-73.94103273,062000
411,40.63973556,-73.92579219,094401
412,40.62651771,-73.97092437,046202
413,40.69256484,-73.94092569,028100
414,40.64873812,-73.92115865,093600
415,40.70882037,-73.94294920000002,049300
416,40.65501907,-73.91470724,089000
417,40.65905944,-73.93117706,087800
418,40.67793932,-74.00396939,005900
419,40.62729267,-73.96446111,053000
420,40.685063899999996,-73.94765686,024900
421,40.6895083,-73.92841597,038700
422,40.61066299,-73.96792032,043800
423,40.68708485,-73.95614322,023300
424,40.68334654,-73.9965567,006700
425,40.68055219,-73.94334474,026900
426,40.65253584,-74.01204779,000200
427,40.70085801,-73.95591416,053100
428,40.67980086,-73.96614207,020300
429,40.69353556,-73.93915062,028100
430,40.64942198,-73.93498532,086000
431,40.65657275,-73.93130937,086800
432,40.63890822,-73.93771594,083600
433,40.60979834,-73.96776947,043800
434,40.63314343,-73.96098125,046000
435,40.68911359,-73.97597053,003300
436,40.68781353,-73.98108401,003700
437,40.62782638,-73.96865059,045600
438,40.66450346,-73.92016679999999,090000
439,40.69054529,-73.92757107,038700
440,40.68140585,-73.99333713,007500
441,40.68556714,-73.94979102,025100
442,40.64982955,-73.9426753,085800
443,40.687557899999995,-73.94550946,026500
444,40.69453825,-73.93092406,028900
445,40.68700163,-73.97062396,018100
446,40.70868112,-73.94445340000001,050500
447,40.6939415,-73.92472936,039500
448,40.65685673,-74.00258415,010100
449,40.61914328,-73.96411965,045400
450,40.64343289,-73.94561396,083000
451,40.689097499999995,-73.97781313,003300
452,40.68710643,-73.94278028,026500
453,40.67671522,-73.99950609,006500
454,40.67923487,-73.99637304,007700
455,40.68756122,-73.98238937,003700
456,40.64956387,-74.00110634,008800
457,40.69021677,-73.91665269,039900
458,40.675703000000006,-73.97779235,013100
459,40.68980866,-73.925942,038700
460,40.65787402,-73.94740428,081000
461,40.6610047,-73.92137844,088400
462,40.69101787,-73.9283242,038700
463,40.69421108,-73.92564501,039500
464,40.66020226,-73.91612792,089400
465,40.69254847,-73.92257091,039500
466,40.68373216,-73.98176662,003900
467,40.61941503,-73.96416993,045400
468,40.65943814,-73.91105047,089600
469,40.65655369,-73.93156528,086800
470,40.69360715,-73.94505376,026100
471,40.63031886,-73.96044609999998,052800
472,40.65228055,-73.93240216,087000
473,40.57911975,-73.96787787,036400
474,40.68997998,-73.94232346,027900
475,40.68390694,-73.9575623,022900
476,40.68616269,-73.96431796,020100
477,40.68237403,-73.96160865,022700
478,40.68507728,-73.96056145,023100
479,40.7063967,-73.93757714,048500
480,40.5925391,-73.95215818,059200
481,40.69666005,-73.93108415,039300
482,40.68254512,-73.99912386,006500
483,40.68335752,-73.99661799,006700
484,40.68620278,-73.97016639,017900
485,40.70129686,-73.92805709,042500
486,40.686234000000006,-73.92446042,038500
487,40.64953182,-74.02069979,001800
488,40.58050326,-73.95958281,061003
489,40.66620204,-73.91953395,090000
490,40.58317412,-73.96005281,036600
491,40.63949943,-73.92567355,094401
492,40.67063975,-73.95320165,031702
493,40.69138773,-73.91901675,039900
494,40.68855589,-73.94322615,026500
495,40.70998723,-73.93828436,048500
496,40.699423100000004,-73.92518479,042300
497,40.57875007,-73.95425241,061004
498,40.63995794,-73.9455123,083000
499,40.67876895,-73.97794996,012902
500,40.67997513,-73.94201484,027100
501,40.69437848,-73.9512557,025300
502,40.67083961,-73.95196864,031702
503,40.68814029,-73.98192407,003700
504,40.69788942,-73.92203457,042100
505,40.71071903,-73.93633949,048500
506,40.68590638,-73.92717588,038300
507,40.64649941,-73.92689096,084800
508,40.59066911,-73.96524752,037401
509,40.66136064,-73.92843536,088000
510,40.61545058,-73.9611897,076800
511,40.68283603,-74.00293129,005100
512,40.69352658,-73.94304883,026100
513,40.67669049,-73.97474203,015900
514,40.68431183,-73.95410066,024500
515,40.69003009,-73.9334709,029100
516,40.59188976,-73.95507515,059000
517,40.64239032,-73.9409629,083200
518,40.67620282,-73.95176649,031500
519,40.6421841,-73.93519416,083800
520,40.67191979,-73.95565931,021900
521,40.70050413,-73.95642652,053100
522,40.58892279,-73.95546959,059000
523,40.68706597,-73.9758703,003300
524,40.64750894,-73.92603220000001,084800
525,40.7019554,-73.94232753,049100
526,40.67336329,-74.01133416,005300
527,40.67445019,-73.96258658,021500
528,40.68775047,-73.98154557,003700
529,40.59181722,-73.9521551,059200
530,40.59139853,-73.94289469,059402
531,40.65692075,-73.92594607,086400
532,40.64850505,-73.93002396,086200
533,40.65104783,-74.01490894,001800
534,40.65201782,-73.9291157,086800
535,40.61480624,-73.96327554,054200
536,40.66777641,-73.91417545,090200
537,40.68935856,-73.91791221,039700
538,40.57798972,-73.95415213,061004
539,40.63771311,-73.93566690000002,083600
540,40.65812053,-73.94627237,081000
541,40.69614207,-73.94248763,028300
542,40.6640539,-73.91711792,089400
543,40.65154555,-74.00361825,008800
544,40.62164474,-73.95877981,076800
545,40.61619854,-73.96550077,045400
546,40.68465135,-73.95917354,023100
547,40.66216981,-73.90494817,091800
548,40.65854829,-73.90690321,092000
549,40.65835965,-73.90783336,091600
550,40.64700535,-73.92404357,094600
551,40.69874828,-73.93487591,038900
552,40.61669742,-73.96333213,076800
553,40.681213899999996,-73.99869844,006500
554,40.69374382,-73.94386363,026100
555,40.63596921,-73.965314,052000
556,40.65395807,-74.00678626,008400
557,40.5913307,-73.9573691,058800
558,40.63490844,-73.96130809,046000
559,40.67862549,-73.99533835,007700
560,40.69130673,-73.93900121,028100
561,40.68448561,-73.99601940000001,006700
562,40.679474299999995,-73.97769735,012902
563,40.68252447,-73.98178137,012700
564,40.63180699,-73.97118507,048200
565,40.59385083,-73.93482338,062600
566,40.68419667,-73.94218064,026700
567,40.65950839,-73.92487634,088200
568,40.68025072,-73.97593406,012902
569,40.64140536,-73.92731453,084600
570,40.68270068,-73.94199805,026900
571,40.62923998,-73.96879043,045600
572,40.64959399,-74.00413708,008800
573,40.68316458,-73.96177405,020100
574,40.62520832,-73.96118402,053200
575,40.61308715,-73.96977766,044000
576,40.67500401,-73.96071883,021500
577,40.66411106,-73.99422557,014300
578,40.69424936,-73.9173833,041700
579,40.61121275,-73.96157394,054200
580,40.65151354,-73.93504815,086000
581,40.686708200000005,-73.92347912,038500
582,40.67923053,-73.9594725,030500
583,40.6540131,-74.00393553,008400
584,40.66132839,-73.91345927,089800
585,40.58806834,-73.95341793,059000
586,40.68674495,-73.96552557,019700
587,40.66177105,-73.92219934,089200
588,40.68192949,-73.9421826,026900
589,40.67520704,-73.90438882,036502
590,40.64365099,-73.92369426,094600
591,40.7027331,-73.94420229,049100
592,40.68043985,-73.99736085,006500
593,40.68874663,-73.91812571,039700
594,40.69474494,-73.94819379,025901
595,40.67716207,-73.97244533,016100
596,40.61606607,-73.95543348,054600
597,40.66773725,-73.90620909999998,090800
598,40.67673,-73.98024714,013100
599,40.65731388,-73.91874455,088600
600,40.58789571,-73.96161616,037000
601,40.62279465,-73.96677617,045800
602,40.67687535,-73.97956572,013100
603,40.696763399999995,-73.92950449,039300
604,40.63909468,-73.92800525,093200
605,40.68120842,-74.00006129,006500
606,40.61001384,-73.97323658,043800
607,40.66207581,-73.92651345,088400
608,40.68651681,-74.00001442,004900
609,40.59172123,-73.959486,058800
610,40.58646253,-73.94122476,060000
611,40.64963458,-74.01224908,000200
612,40.67371065,-73.95909011,021700
613,40.691010799999994,-73.9349051,029100
614,40.70775443,-73.94665797,051100
615,40.68457899,-74.00095909,005100
616,40.64081029999999,-73.92821238,084600
617,40.61734879,-73.96611611,045200
618,40.68195503,-73.9645798,020100
619,40.58844265,-73.94932038,060000
620,40.67040487,-73.90583404,090800
621,40.63274311,-73.97180075,048200
622,40.69080123,-73.92434346,037500
623,40.64958223,-73.9233271,093800
624,40.62714723,-73.97502736,046201
625,40.69447764,-73.94033979999999,028300
626,40.59122757,-73.96065289,037000
627,40.67723586,-74.01418294,005300
628,40.64046162,-73.92379519,094401
629,40.65385356,-74.00971987,000200
630,40.68936534,-73.94270622,026300
631,40.68057866,-73.96986245,016300
632,40.69533674,-73.93052295,039300
633,40.67843759,-73.98236294,011900
634,40.58823709,-73.96482753,037000
635,40.6264234,-73.95872643,053200
636,40.67989154,-73.96649535,020300
637,40.70583716,-73.94365146,050500
638,40.68376634,-73.99317104,006900
639,40.67827204,-73.94489694,031300
640,40.65600305,-74.00421316,008400
641,40.6983867,-73.93617094,038900
642,40.69355561,-73.91454615,041500
643,40.58265953,-73.9564566,061004
644,40.68448272,-73.9929979,006900
645,40.68386187,-73.98694059,007100
646,40.68095093,-73.97740122,012901
647,40.67315169,-73.90497578,090800
648,40.68375869,-73.97665752,012901
649,40.65531418,-74.00153532,010100
650,40.68645377,-73.92907189,038500
651,40.62168142,-73.96166517,053400
652,40.63858413,-73.92797337,093200
653,40.68859149,-73.94306026,026300
654,40.590649400000004,-73.96364528,037000
655,40.58478046,-73.93696357,062200
656,40.62642712,-73.97088479,045800
657,40.65164992,-73.94384859,081600
658,40.68794686,-73.92895491,038500
659,40.65965772,-73.94651982,081000
660,40.62488535,-73.9640193,053400
661,40.64570358,-73.92292796,094600
662,40.68566822,-73.95528239,022900
663,40.65547337,-74.00180202,010100
664,40.59086976,-73.94490786,059401
665,40.68443127,-73.96609284,019900
666,40.65643187,-73.92134418,088600
667,40.66012692,-73.91445562,089400
668,40.69266179,-73.92375717,039500
669,40.65424844,-74.01338157,000200
670,40.66045681,-73.92716401,088200
671,40.68503609,-73.98279027,003900
672,40.70499049,-73.94109501,049300
673,40.58155706,-73.96759949,035601
674,40.65642267,-73.92399681,088200
675,40.57498183,-73.96287987,035200
676,40.64972168,-73.93116507,086000
677,40.67024113,-73.90699864,090600
678,40.65648341,-74.00351039,008400
679,40.59255004,-73.95206096,059200
680,40.71032498,-73.94988419,051300
681,40.68621763,-74.00015865,004900
682,40.6623846,-73.92440092,088400
683,40.65937964,-73.93926107,087401
684,40.67121889,-73.9531688,021900
685,40.68835307,-73.9645115,019700
686,40.59354283,-73.93380828,062600
687,40.68598551,-73.95253104,024300
688,40.680868,-74.0039912,005100
689,40.611482099999996,-73.96266869,042000
690,40.61931433,-73.96704085,045200
691,40.67320906,-73.9610912,021500
692,40.68315199,-73.96536157,019900
693,40.66142651,-73.91255445,089800
694,40.65916786,-73.92053721,088600
695,40.6132886,-73.96400394,044200
696,40.6497153,-73.92532702,093800
697,40.67741385,-74.01725463,005300
698,40.67163332,-73.91121806,090600
699,40.67791194,-74.00116089,006500
700,40.62888717,-73.97383785,046201
701,40.66048587,-73.92540507,088200
702,40.71093131,-73.94339466,049300
703,40.65572859,-74.00373741,008400
704,40.68861876,-73.94269965,026500
705,40.66517056,-73.92033541,090000
706,40.67246041,-73.94881673,031701
707,40.69680399,-73.92427534,042100
708,40.70030621,-73.93784612,038900
709,40.62112298,-73.9664564,045200
710,40.68371953,-73.99104015,006900
711,40.69325262,-73.92481668,039500
712,40.68460915,-73.99706503,006700
713,40.62108239,-73.96849526,045200
714,40.68612543,-73.98067704,003900
715,40.68471781,-73.98357638,003900
716,40.67820001,-73.99444788,007700
717,40.66088874,-74.00464599,001800
718,40.64452811,-73.92188432,094600
719,40.69500265,-73.91164493,043500
720,40.62810309,-73.96681315,045600
721,40.57874319,-73.96606729999999,036200
722,40.67653606,-74.01318415,005300
723,40.62872014,-73.95695253,077200
724,40.68656072,-73.99999279,004900
725,40.66511029,-73.99804272,001800
726,40.69442503,-73.95099602,025300
727,40.64305255,-73.93717877,083800
728,40.68305563,-73.99781505,006700
729,40.58289905,-73.95840051,061003
730,40.58785411,-73.94678255,060000
731,40.64426851,-73.93236343,085000
732,40.66020501,-73.93774652,087401
733,40.61163277,-73.97117217,044000
734,40.62102082,-73.96445364,053400
735,40.68829102,-73.98051416,003700
736,40.68811271,-73.94071328,027900
737,40.68857811,-73.94969861,025100
738,40.67612441,-74.01254957,005300
739,40.58598705,-73.94551673,060000
740,40.61237419,-73.95507937,054600
741,40.623189399999994,-73.9757349,046202
742,40.68392556,-73.99362894,007500
743,40.70287165,-73.94699369,050700
744,40.64241351,-73.93808742,083400
745,40.65016869,-74.02021708,001800
746,40.67748591,-74.01173504,005300
747,40.70649066,-73.94416668,050500
748,40.67689943,-73.95043927,031500
749,40.62344492,-73.9659293,045600
750,40.57744368,-73.96216934,036002
751,40.58740343,-73.95178022,060000
752,40.68619033,-73.92482825,038500
753,40.59118529999999,-73.94466276,059401
754,40.65685974,-73.91327405,089600
755,40.579271000000006,-73.9409359,062000
756,40.63317863,-73.96834904,048200
757,40.69903595,-73.93890037,028501
758,40.68776026,-73.95666201,023300
759,40.58088655,-73.964961,036400
760,40.59278441,-73.94241462,059402
761,40.65032397,-74.00689761,008200
762,40.63867196,-73.92795886,093200
763,40.66998075,-73.95257847,031702
764,40.61404606,-73.97376803,044000
765,40.69961539,-73.94491897,025700
766,40.58934184,-73.96049918,058800
767,40.69073498,-73.91222032,041300
768,40.6805634,-73.93844859,027300
