,latitude,longitude,Tract
4175,40.63201524,-73.96074413,052800
4176,40.61191854,-73.97246865,044000
4177,40.68627218,-73.96338041,020100
4178,40.70816948,-73.94218509,049300
4179,40.66870794,-73.90841385,090600
4180,40.68757098,-73.97569344,003300
4181,40.67538026,-74.01519919,005300
4182,40.67996764,-73.99440447,007700
4183,40.68153222,-74.00437341,005100
4184,40.61376426,-73.95827323,054400
4185,40.70524028,-73.94112725,049300
4186,40.65166282,-73.93212889,087000
4187,40.69709882,-73.93042014,039300
4188,40.67720996,-73.96673824,020500
4189,40.63870431,-73.92702561,093200
4190,40.67931393,-73.9722858,016100
4191,40.68699728,-73.95684279,023300
4192,40.7065784,-73.93365276,048500
4193,40.57860273,-73.95651324,061004
4194,40.57945218,-73.94096814,062000
4195,40.62259301,-73.96264086,053400
4196,40.69119323,-73.91572112,041500
4197,40.69674911,-73.92430065,042100
4198,40.65643471,-73.90345343,092200
4199,40.64771738,-73.94536542,085600
4200,40.68655945,-73.96054615,023100
4201,40.66089482,-73.92125602,088400
4202,40.57907948,-73.95433498,061004
4203,40.65024584,-73.94086225,085800
4204,40.67432719,-74.00414222,008500
4205,40.6890631,-73.91547141,039900
4206,40.68940781,-73.91394568,039900
4207,40.63214271,-73.96443331,052800
4208,40.68898541,-73.94600951,026300
4209,40.64454686,-73.93931061,085400
4210,40.64602266,-73.92395821,094600
4211,40.66280864,-73.90410743,091800
4212,40.70823041,-73.94914635,051100
4213,40.65148304,-73.92549442,093800
4214,40.66809426,-73.90643929999999,090800
4215,40.58753719,-73.96490351,037000
4216,40.65239215,-73.92639077,093800
4217,40.62821682,-73.97124426,046201
4218,40.64992242,-73.94176708,085800
4219,40.58406035,-73.95910543,060800
4220,40.67247426,-73.94909431,031701
4221,40.6764279,-73.96743083,020500
4222,40.68620008,-73.97032504,018100
4223,40.58437327,-73.95912684,060800
4224,40.643435600000004,-73.94555631,083000
4225,40.65647589,-73.90346419,092200
4226,40.58500508,-73.96057735,037000
4227,40.61715987,-73.96774070000001,044400
4228,40.65299755,-73.94373213,081600
4229,40.68187808,-73.99612051,007500
4230,40.67492013,-73.99841736,007700
4231,40.61607256,-73.96644453,044400
4232,40.69324623,-73.94803989,026100
4233,40.67223575,-73.95647743,021900
4234,40.58663483,-73.9455162,060000
4235,40.65855341,-73.93916812,087401
4236,40.65711406,-73.90850545,091600
4237,40.67758472,-73.94838378,031500
4238,40.63589206,-73.96436645,052000
4239,40.67920553,-73.96715186,020300
4240,40.69651716,-73.93081022,039300
4241,40.66336517,-73.9344635,088000
4242,40.63825656,-73.93090306,093200
4243,40.62714998,-73.97501656,046201
4244,40.69372222,-73.93418844,028900
4245,40.57725734,-73.9631162,036200
4246,40.67980584,-73.99940151,006500
4247,40.62441297,-73.96315138,053400
4248,40.707405200000004,-73.93978359,049300
4249,40.58001655,-73.96529266,036400
4250,40.67907485,-73.97112859,016300
4251,40.66611008,-73.921513,090000
4252,40.57802194,-73.95954471,061004
4253,40.63537658,-73.96615019,052600
4254,40.61798375,-73.96036696,076800
4255,40.6818946,-73.99839556,006500
4256,40.68560719,-73.93641755,027700
4257,40.69772898,-73.92856943,042300
4258,40.70518076,-73.94285132,049100
4259,40.68668824,-73.94643685,026500
4260,40.68643678,-73.94877356,025100
4261,40.67317858,-73.95298357,021900
4262,40.63819772,-73.92894663,093200
4263,40.59210912,-73.94801417,059401
4264,40.68230443,-73.97910976,012901
4265,40.64225903,-73.94186745,083200
4266,40.64991241,-74.00318931,008800
4267,40.68151691,-73.95227462,024500
4268,40.6844398,-73.93992692,027500
4269,40.68890887,-73.94666944,026300
4270,40.67916356,-73.99936186,006500
4271,40.58128212,-73.95084143,061200
4272,40.67171794,-73.9519608,031702
4273,40.58048413,-73.95983122,061003
4274,40.58165844,-73.96699823,036600
4275,40.68112882,-73.99980531,006500
4276,40.65873498,-73.90695341,092000
4277,40.68199895,-73.96458699,020100
4278,40.61385961,-73.9563462,054400
4279,40.60989528,-73.97106487,043800
4280,40.61681907,-73.95789311,053800
4281,40.68093935,-74.00425079,005100
4282,40.62267583,-73.97440945,045000
4283,40.678385600000006,-73.98345536,011900
4284,40.65721967,-73.90017613,109800
4285,40.65163304,-73.93283167,087000
4286,40.633776399999995,-73.95792204,076400
4287,40.62154418,-73.96166165,053400
4288,40.677066499999995,-73.99665076,007700
4289,40.68487792,-73.94913892,024900
4290,40.68720027,-73.92893407,038500
4291,40.65385915,-74.00845128,000200
4292,40.579777500000006,-73.96446839,036400
4293,40.68849515,-73.93725135,027700
4294,40.67939687,-74.00027761,006500
4295,40.65893511,-73.92546808,088200
4296,40.66197289,-73.99449609,014500
4297,40.62509882,-73.96207388,053400
4298,40.61095265,-73.9635838,042000
4299,40.66082453,-73.91140185,089800
4300,40.61856684,-73.96400829,045400
4301,40.6884544,-73.96376864,019300
4302,40.68305114,-73.96780257,019900
4303,40.64627665,-73.93061367,085000
4304,40.68592115,-74.00309368,005100
4305,40.69366658,-73.94307756,026100
4306,40.68486159,-73.99470332,006700
4307,40.6199203,-73.96491529999999,045400
4308,40.66164181,-73.93039945,088000
4309,40.65820717,-74.00184174,010100
4310,40.61802696,-73.96681816,045200
4311,40.70535918,-73.9428692,049300
4312,40.67603957,-73.94873467,031500
4313,40.65179254,-74.00476428,008400
4314,40.66891546,-73.91053317,090600
4315,40.68253131,-74.0045141,005100
4316,40.66345542,-73.92926575,088200
4317,40.65888488,-73.92421026,088200
4318,40.69066195,-73.91738774,039900
4319,40.651013899999995,-73.94544561,085600
4320,40.66047162,-73.99801402,010100
4321,40.61467597,-73.96823895,044400
4322,40.62133491,-73.96852036,045200
4323,40.67384648,-74.01023831,005300
4324,40.68061204,-73.96207476,020300
4325,40.69361274,-73.95137165,025300
4326,40.68687362,-73.99868751,004900
4327,40.61215185,-73.95505791,054400
4328,40.69336495,-73.91285153,041500
4329,40.64402907,-73.93603917,083800
4330,40.6596194,-73.93121252,087800
4331,40.62791385,-73.95879035,076400
4332,40.67789782,-74.00954311,008500
4333,40.68999516,-73.92158946,039700
4334,40.65768472,-73.91915858,088600
4335,40.68302377,-73.95222667,024500
4336,40.67804218,-73.96871351,020500
4337,40.7047318,-73.95138518,050900
4338,40.69445511,-73.95073635,025300
4339,40.69556635,-73.91669288,041700
4340,40.6953182,-73.91516055,043500
4341,40.64451675,-73.93446399,085000
4342,40.68339847,-73.94911481,024900
4343,40.68831402,-73.93245217,029300
4344,40.6444994,-73.92838498,084600
4345,40.68208224,-73.97989943,012700
4346,40.69600728,-73.91916259999999,041900
4347,40.6655878,-73.91651405,090000
4348,40.68757275,-73.98651078,004100
4349,40.57956833,-73.96270093,036400
4350,40.61598076,-73.96247887,076800
4351,40.57928296,-73.95526002,061004
4352,40.657862200000004,-73.91784645,089000
4353,40.65064592,-73.92141948,093600
4354,40.68326645,-73.96274388,020100
4355,40.6953549,-73.92449336,042100
4356,40.65122852,-73.94095868,085800
4357,40.67213968,-73.99911318,005300
4358,40.69577675,-73.93193974,039300
4359,40.68651487,-73.93490949,029300
4360,40.617789200000004,-73.97064722,044800
4361,40.68558081,-73.94966842,025100
4362,40.63932482,-73.93659857,083600
4363,40.65677166,-74.00096951,010100
4364,40.67728339,-73.99892564,006500
4365,40.61434653,-73.9593318,054400
4366,40.66378349,-73.92718201,088400
4367,40.6883208,-73.95829147,023300
4368,40.61388909,-73.96208385,054200
4369,40.69642544,-73.92461837,042100
4370,40.68543415,-73.93142386,029500
4371,40.6541757,-73.93455902,087000
4372,40.69887928,-73.92896129,042300
4373,40.61340655,-73.97388354,044000
4374,40.68395288,-73.99158817,006900
4375,40.66073186,-73.92380808,088400
4376,40.67932418,-73.9530946,024700
4377,40.68051113,-74.00519898,005900
4378,40.70161028,-73.92889707,042500
4379,40.67653444,-73.97663841,015900
4380,40.68714742,-73.94242327,026500
4381,40.65551797,-73.93468024,087000
4382,40.68098059,-74.00165489,006300
4383,40.68109105,-73.97808981,012901
4384,40.65261868,-73.93820408,087200
4385,40.58695405,-73.93643587,059800
4386,40.68340693,-73.99672616,006700
4387,40.64269795,-73.93622061,083800
4388,40.63835762,-73.93476189,083600
4389,40.62210855,-73.96711152,045200
4390,40.69254495,-73.93460069,028900
4391,40.62160429,-73.96997193,045200
4392,40.61652637,-73.96069200000001,076800
4393,40.6899802,-73.93750236,027900
4394,40.62284903,-73.97567018,046202
4395,40.58211009,-73.95521133,061004
4396,40.68311936,-73.9450011,026700
4397,40.66594603,-73.92245759999999,090000
4398,40.65120988,-73.92331082,093600
4399,40.68932442,-73.94320747,026300
4400,40.68596242,-73.95662712,022900
4401,40.64354455,-73.94379055,083200
4402,40.68386079,-73.95899375,022900
4403,40.66088601,-73.93829014,087401
4404,40.65588282,-73.9099812,091600
4405,40.70100492,-73.94076313,049100
4406,40.68560435,-73.98346438,004100
4407,40.68844878,-73.93780308,027900
4408,40.58363473,-73.95859806,060800
4409,40.64578723,-73.94419586,085400
4410,40.67846688,-73.97722900000001,013100
4411,40.65618139,-74.00598278,001800
4412,40.68970575,-73.91598623,039900
4413,40.67683874,-74.00001803,006500
4414,40.59001411,-73.93573085,062600
4415,40.59066938,-73.94487922,059401
4416,40.71220956,-73.93656892,048500
4417,40.65850299,-73.92790501,086600
4418,40.69596001,-73.91453225,043500
4419,40.65912471,-73.93016779999999,087800
4420,40.62893358,-73.97276065,046201
4421,40.70000887,-73.92695851,042300
4422,40.68783685,-73.95597325,023300
4423,40.58471498,-73.96314088,037000
4424,40.65976925,-73.91705116,089400
4425,40.70774513,-73.93897534,049300
4426,40.58163337,-73.96574183,036600
4427,40.68017456,-73.9457174,024700
4428,40.67880001,-73.96973346,016300
4429,40.63322975,-73.96480022,046000
4430,40.68130438,-73.99509299,007500
4431,40.68154045,-73.9957059,007500
4432,40.590870200000005,-73.95199375,059200
4433,40.670716600000006,-73.95319438,031702
4434,40.68667217,-73.98418887,004100
4435,40.68343186,-73.97570576,012902
4436,40.68516364,-73.95647981,022900
4437,40.69173407,-73.94269337,026100
4438,40.61610931,-73.97032739,044400
4439,40.66086588,-73.91528367,089400
4440,40.65843393,-73.91518944,089600
4441,40.58111163,-73.95689681,061004
4442,40.58721196,-73.95340053,060600
4443,40.67318267,-74.00260642,005300
4444,40.62951268,-73.97258389,048000
4445,40.67804238,-73.98261902,011900
4446,40.66091325,-73.90562397,091800
4447,40.59076271,-73.94488634,059401
4448,40.68595032,-73.98439817,004100
4449,40.65967586,-73.92926616,088000
4450,40.58483231,-73.93642709,062200
4451,40.67840015,-73.96330181,020300
4452,40.59223954,-73.94516597,059402
4453,40.65110445,-73.92164598,093600
4454,40.65792398,-73.92812188,087800
4455,40.69950012,-73.92981896,042500
4456,40.67222742,-74.00462515,005300
4457,40.61835308,-73.95700604,053800
4458,40.64356975,-73.93436403,083800
4459,40.645813399999994,-73.92296387,094600
4460,40.65038326,-73.93606912,085800
4461,40.61201606,-73.96751628,044200
4462,40.67493884,-74.01083692,005300
4463,40.63822916,-73.93572405,083600
4464,40.62434678,-73.96216797,053400
4465,40.67560282,-73.95449601,022100
4466,40.68947936,-73.93516261,029100
4467,40.69121067,-73.92506059,039500
4468,40.58651427,-73.95929114,060600
4469,40.66551368,-73.91649612,090000
4470,40.63031158,-73.96331745,052800
4471,40.68544910000001,-73.97491539,003500
4472,40.68540963,-73.96124994,023100
4473,40.69310862,-73.93635991,028900
4474,40.68124555,-73.9604808,022700
4475,40.67551195,-73.97040551,015900
4476,40.67602574,-73.94850035,031500
4477,40.69215552,-73.92191867,039500
4478,40.638907700000004,-73.9319509,093200
4479,40.70126467,-73.92926531,042500
4480,40.6188477,-73.96697264,045200
4481,40.66035671,-73.90641411,091800
4482,40.68531261,-73.95851329999999,022900
4483,40.68563266,-73.95559611,022900
4484,40.64053749,-73.94076636,083200
4485,40.68804241,-73.92812187,038500
4486,40.58586184,-73.94777782,060000
4487,40.625613200000004,-73.95737962,076200
4488,40.69015068,-73.92023345,039700
4489,40.68148923,-73.97911362,012901
4490,40.61776531,-73.96385384,045400
4491,40.68550389,-73.974425,003500
4492,40.57621945,-73.94800134,061600
4493,40.65240133,-73.93725286,087200
4494,40.68091856,-73.94051777,027300
4495,40.58290004,-73.96124822,036600
4496,40.66066765,-73.91085781,091600
4497,40.68280563,-73.96366355,020100
4498,40.61781285,-73.96677504,045200
4499,40.65734662,-73.90757166,091600
4500,40.64225874,-73.93615257,083800
4501,40.60978736,-73.96775147,043800
4502,40.64195992,-73.93199463,084000
4503,40.69454419,-73.92297969,041900
4504,40.66890094,-73.90278653,090800
4505,40.63358414,-73.96581243,052600
4506,40.67216447,-73.9647328,021500
4507,40.57882149,-73.96190217,036200
4508,40.67383465,-73.96046356,021500
4509,40.70111559,-73.9548104,053100
4510,40.68153266,-73.93912192,027300
4511,40.68735737,-73.96667549,019700
4512,40.63413924,-73.96807837,048200
4513,40.64759024,-73.92442129,094600
4514,40.58092826,-73.93474599,061600
4515,40.58426139,-73.93164656,066600
4516,40.6729668,-73.967638,020700
4517,40.68357799,-73.9672723,019900
4518,40.65980284,-73.93515541,087600
4519,40.6991809,-73.92847049999999,042300
4520,40.69176406,-73.94805547,026100
4521,40.65754293,-74.00220935,010100
4522,40.61068220000001,-73.96791311,043800
4523,40.64635244,-73.9972613,009000
4524,40.68219374,-74.00329181,005100
4525,40.67724665,-74.01563585,005300
4526,40.62810367,-73.96001871,053200
4527,40.58820971,-73.96504717,037000
4528,40.68749497,-73.94593139,026500
4529,40.63030126,-73.95727215,076400
4530,40.68761929,-73.97099509,018100
4531,40.68101853,-73.95516653,022700
4532,40.69525909,-73.95016959,025300
4533,40.67841652,-74.01029309,005900
4534,40.58628733,-73.93210893,059800
4535,40.69377961,-73.95006251,025300
4536,40.67686874,-73.99347459,007700
4537,40.68717279,-74.00167668,004700
4538,40.65969852,-73.93512308,087600
4539,40.6756475,-73.99914198,006500
4540,40.68329351,-73.97089601,017900
4541,40.67832085,-74.00399104,005900
4542,40.68890081,-73.95340518,024300
4543,40.68886935,-73.93398049,029300
4544,40.67361106,-73.95015692,031701
4545,40.66635915,-73.99718478,001800
4546,40.69512145,-73.94336481,025901
4547,40.67876006,-73.99797742,006500
4548,40.61236925,-73.96451227,044200
4549,40.57811075,-73.95478563,061004
4550,40.6832477,-74.00434108,005100
4551,40.659996299999996,-73.90539099,091800
4552,40.68841344,-74.00106732,004700
4553,40.67069035,-73.94953186,031702
4554,40.680657200000006,-73.95776627,022700
4555,40.70490319,-73.94789736,049100
4556,40.65256424,-73.92944668,086800
4557,40.66086155,-73.90959963,091600
4558,40.65888495,-74.00676153,001800
4559,40.59083403,-73.95774027,058800
4560,40.58505088,-73.96652853,037401
4561,40.68640077,-73.95450667,024300
4562,40.5798367,-73.95345967,061004
4563,40.65924092,-73.92302406,088400
4564,40.6616765,-73.99551255,014500
4565,40.68994277,-73.95085868,025300
4566,40.61676555,-73.9712564,044400
4567,40.64893969,-73.92714055,086200
4568,40.66881294,-73.91655327,090200
4569,40.65220971,-74.00545626,008400
4570,40.63341338,-73.96390661,046000
4571,40.61609423,-73.96547921,045400
4572,40.68167805,-73.94436413,026900
4573,40.61755295,-73.96075624,076800
4574,40.65623272,-73.93186475,086800
4575,40.654155100000004,-73.94222109,081600
4576,40.57647719,-73.95379319,061002
4577,40.67620111,-73.96185014,030500
4578,40.68755576,-73.91863559,039700
4579,40.65358463,-73.94310455,081600
4580,40.58043805,-73.96154124,036400
4581,40.68670894,-74.00089783,004700
4582,40.69482448,-73.91945253,041900
4583,40.68885715,-73.91916045,039700
4584,40.61342586,-73.96405429,044200
4585,40.58118118,-73.95944559,061003
4586,40.58656582,-73.96587971,037000
4587,40.66056939,-73.91520835,089400
4588,40.67889199,-73.97561007,016100
4589,40.68177384,-73.99910584,006500
4590,40.6493548,-73.92818157,086200
4591,40.69646323,-73.93243670000001,039300
4592,40.61361186,-73.96205159,054200
4593,40.58572071,-73.94530453,060000
4594,40.66568244,-73.91457465,090200
4595,40.6824441,-73.97744758,012901
4596,40.66142535,-73.94087757,080600
4597,40.68109272,-73.94296571,026900
4598,40.57949727,-73.93799814,061600
4599,40.68264494,-73.98002546,012700
4600,40.6826133,-73.94289951,026700
4601,40.6865376,-73.9608815,023100
4602,40.67926311,-73.97851944,012902
4603,40.68370306,-73.99095362,006900
4604,40.65664518,-73.92427047,086400
4605,40.58563475,-73.93327608,062200
4606,40.64935282,-73.93403761,086000
4607,40.69445506,-73.95059932,025300
4608,40.658377200000004,-73.92436221,088200
4609,40.61590237,-73.96639059,044400
4610,40.68348381,-74.00251307,005100
4611,40.5838841,-73.93918213,060800
4612,40.66951992,-73.90782875,090600
4613,40.68126808,-73.94810691,024900
4614,40.65470736,-74.00730171,000200
4615,40.67544988,-73.99924292,006500
4616,40.58816541,-73.94341591,060000
4617,40.68448391,-73.95913038,022900
4618,40.69601598,-73.92387234,042100
4619,40.68406822,-73.94328406,026700
4620,40.61777587,-73.95490284,053800
4621,40.66165677,-73.92794125,088200
4622,40.67840451,-73.98145802,013100
4623,40.63054275,-73.96525918,052800
4624,40.68914385,-73.9250593,038500
4625,40.68169474,-73.95087918,024500
4626,40.66132815,-73.90958819,091600
4627,40.67578199,-73.96442445,020700
4628,40.69531991,-73.9175118,041700
4629,40.68061329,-73.96607315,020300
4630,40.67912901,-73.94617252,024700
4631,40.69488782,-73.92378708,041900
4632,40.66369483,-73.92588088,088400
4633,40.68602083,-73.95872199,022900
4634,40.69099987,-73.93500247,029100
4635,40.68491075,-73.95551727,022900
4636,40.63788816,-73.92992339,093200
4637,40.68293758,-73.9643305,020100
4638,40.68574915,-73.93503643,029500
4639,40.69605399,-73.93679706,028700
4640,40.59289469,-73.94338309999999,059402
4641,40.62591659,-73.96152224,053200
4642,40.58443022,-73.94441274,060800
4643,40.69671132,-73.92961995,039300
4644,40.65625177,-73.93636984,087200
4645,40.67625048,-73.97114424,015900
4646,40.68579728,-73.92827212,038500
4647,40.69295563,-73.93768348,028100
4648,40.58465798,-73.9388898,060800
4649,40.64568502,-73.92390094,094600
4650,40.68675653,-73.95900639,023300
4651,40.65202919,-73.94486456,081600
4652,40.67199395,-73.96361897,021500
4653,40.64223785,-73.93809118,083400
4654,40.67800526,-73.94972101,031500
4655,40.64811539,-73.94540834,085600
4656,40.61593936,-73.97124235,044400
4657,40.67416764,-73.96307342,020700
4658,40.61088128,-73.96357304,042000
4659,40.66222061,-73.92546801,088400
4660,40.69891215,-73.92454703,042300
4661,40.68202125,-73.97665091,012902
4662,40.71053812,-73.9420099,049300
4663,40.70785814,-73.93988057,049300
4664,40.65726843,-74.00326896,010100
4665,40.65178511,-73.93008899,086200
4666,40.68202947,-73.95744812,022700
4667,40.67195698,-73.90743966,090800
4668,40.68090905,-73.93809494,027300
4669,40.70080784,-73.92733992,042300
4670,40.68134463,-73.94743264,024900
4671,40.66672544,-73.91092901,092400
4672,40.70009608,-73.93038816,042500
4673,40.65615585,-73.91911719,088600
4674,40.65591436,-73.94193484,080800
4675,40.61415965,-73.96718027,044000
4676,40.65696843,-73.91547964,089000
4677,40.67726661,-73.99159262,007700
4678,40.69338281,-73.91471586,041500
4679,40.57963216,-73.95684737,061004
4680,40.67606746,-73.99985579,006500
4681,40.68163273,-73.95357611,022700
4682,40.65517147,-73.93353089,087000
4683,40.63009317,-73.96719044,046000
4684,40.65452195,-73.94036111,081400
4685,40.68853314,-73.92719464,038500
4686,40.63994457,-73.94068041,083200
4687,40.68753618,-73.95223065,024300
4688,40.66249333,-73.9270068,088200
4689,40.68922787,-73.94799254,025100
4690,40.66135182,-73.94202743,080600
4691,40.688174100000005,-73.9237623,038500
4692,40.67928249,-73.96751957,020300
4693,40.62471487,-73.97293169,046202
4694,40.65914248,-73.90515072,092000
4695,40.66368808,-73.91991546,089200
4696,40.68611928,-73.92531509999999,038300
4697,40.57635429999999,-73.96311309999999,036002
4698,40.686159,-73.98493898,004100
4699,40.68069598,-73.94002403,027300
4700,40.67441058,-73.95200933,031701
4701,40.66911747,-73.90570609,090800
4702,40.67997696,-73.95904300000001,030500
4703,40.69995222,-73.93800152,038900
4704,40.67968632,-73.98149372,013100
4705,40.5832269,-73.96191405,036600
4706,40.6649601,-73.90357446,091000
4707,40.68073415,-73.93953727,027300
4708,40.67858055,-73.98395284,011900
4709,40.69979066,-73.95009046,025700
4710,40.674242,-74.00637374,005300
4711,40.65404172,-73.93546375,087000
4712,40.67529142,-73.95144269,031500
4713,40.67532905,-74.00364477,008500
4714,40.68046374,-73.97124697,016300
4715,40.65116663,-74.00674634,008200
4716,40.66313944,-73.93823038,033100
4717,40.65427833,-73.93167573,087000
4718,40.57782188,-73.96041600000001,036002
4719,40.66230381,-73.92260241,089200
4720,40.68642031,-73.94875193,025100
4721,40.64993405,-73.93288383,086000
4722,40.7111662,-73.94107152,049500
4723,40.68604468,-73.99743635,006700
4724,40.67334966,-73.94868267,031701
4725,40.65802175,-73.91456284,089600
4726,40.6912354,-73.92510383,039500
4727,40.70044654,-73.95654917,053100
4728,40.61994087,-73.96965929,045200
4729,40.64343415,-73.92368009,094600
4730,40.59240104,-73.94423327,059402
4731,40.61958633,-73.96795926,045200
4732,40.67677214,-73.94811762,031500
4733,40.70609524,-73.93351258,048500
4734,40.65250065,-73.92440852,093800
4735,40.61654538,-73.96901248,044400
4736,40.69550189,-73.93129811,039300
4737,40.69532198,-73.92452585,042100
4738,40.58166592,-73.95647165,061004
4739,40.68029951,-74.00945693,005900
4740,40.64414055,-73.93417609,083800
4741,40.66541046,-73.92195719,090000
4742,40.58018904,-73.96388498,036400
4743,40.64902131,-74.02058792,001800
4744,40.67251503,-73.96229927,021500
4745,40.62423942,-73.96122421,053400
4746,40.58450948,-73.95633659,060800
4747,40.65643283,-73.92696657,086600
4748,40.66147612,-73.99512689,014500
4749,40.67654438,-73.97198412,016300
4750,40.62453404,-73.95616991,076200
4751,40.63035215,-73.97081462,048200
4752,40.58990716,-73.94665129,059401
4753,40.68847781,-73.91836402,039700
4754,40.68284841,-73.96024909,022700
4755,40.70639132,-73.93778634,048500
4756,40.58613083,-73.94204592,060000
4757,40.63211058,-73.96717504,048200
4758,40.7003101,-73.9455315,050700
4759,40.65969117,-73.94762270000001,080400
4760,40.70761561,-73.93311070000001,045300
4761,40.66030382,-73.92831756,088000
4762,40.58653357,-73.95237131,060600
4763,40.68728339,-73.92167918,037500
4764,40.69007978,-73.91327411,041300
4765,40.68291939,-73.96779542,019900
4766,40.70819678,-73.94188929999999,049300
4767,40.67852815,-73.98227639,013100
4768,40.65253852,-73.92356877,086400
4769,40.65873365,-73.91592072,089400
4770,40.68334848,-73.98594917,007100
4771,40.68146075,-73.99347774,007500
4772,40.62478646,-73.97388989,046202
4773,40.64032461,-73.93786595,083400
4774,40.68096096,-73.99007788,007500
4775,40.63818517,-73.9308743,093200
4776,40.68330811,-73.99637642,006700
4777,40.58574655,-73.94775631,060000
4778,40.68792674,-73.96171002,023100
4779,40.64455793,-73.93446756,085000
4780,40.67972973,-73.9514647,024700
4781,40.62540802,-73.95926021,053200
4782,40.67722519,-74.01134923,005300
4783,40.69592014,-73.93797282,028300
4784,40.68629444,-73.9563745,022900
4785,40.65614852,-74.00443302,008400
4786,40.58488192,-73.96161789,036600
4787,40.68656233,-73.98385717,004100
4788,40.59059011,-73.95875938,058800
4789,40.65118774,-73.94172633,081400
4790,40.68651891,-73.96244279,020100
4791,40.67595483,-73.95623346,030500
4792,40.65624339,-73.90443042,092200
4793,40.6562333,-74.00952559999999,001800
4794,40.68464258,-73.95768443,022900
4795,40.68809846,-73.96666791,019700
4796,40.66269701,-73.91577875,089400
4797,40.69843231,-73.93430641,038900
4798,40.58024622,-73.96246295,036400
4799,40.65719224,-73.92993916,087800
4800,40.67442566,-73.96312014,020700
4801,40.64947439,-73.94054581,085800
4802,40.66328366,-73.91477958,089800
4803,40.62087808,-73.96442490000001,053400
4804,40.68252311,-73.99636565,006700
4805,40.58823052,-73.93668308,059800
4806,40.65100543,-73.92546613,093800
4807,40.69655575,-73.92245085,042100
4808,40.68760829,-73.9319048,029300
4809,40.64856432,-73.9239409,093800
4810,40.69151498,-73.94368881,026100
4811,40.70841078,-73.94741851,051100
4812,40.64982815,-73.93487681,086000
4813,40.67629047,-73.96677475,020500
4814,40.63227965,-73.96347849,046000
4815,40.67813139,-73.99431088,007700
4816,40.64018187,-73.93785167,083400
4817,40.63162504,-73.96816964,046000
4818,40.65340315,-73.93721227,087200
4819,40.65453468,-73.94383895,081600
4820,40.69764113,-73.94922295,025700
4821,40.67254622,-73.95730276,021700
4822,40.67774512,-73.95113446,031500
4823,40.68912614,-73.93188883,029100
4824,40.65868133,-73.91952861,088600
4825,40.69713171,-73.93035158,039300
4826,40.68252686,-73.96769105,019900
4827,40.67762642,-73.96422518,020500
4828,40.57724032,-73.95396186,061002
4829,40.5897225,-73.95806502,058800
4830,40.61354872,-73.96201561,054200
4831,40.69909295,-73.93770299,038900
4832,40.68081946,-73.94547531,026900
4833,40.67373512,-73.95142940000001,031701
4834,40.65013994,-74.00874271,008200
4835,40.68282231,-74.00288442,005100
4836,40.63341079999999,-73.96444344,046000
4837,40.70108628,-73.95028425,050700
4838,40.65816714,-73.92218552,088200
4839,40.64241178,-73.94000439,083400
4840,40.67261920000001,-73.95435385,021900
4841,40.69101428,-73.94138502,027900
4842,40.68526721,-73.9621947,020100
4843,40.65639541,-73.92020894,088600
4844,40.58861922,-73.95840775,058800
4845,40.6387751,-73.92612475,093200
4846,40.62788647,-73.95899572,052800
4847,40.65921928,-73.91198787,089600
4848,40.691058,-73.94100275,027900
4849,40.68665823,-73.94684071,026500
4850,40.70090689,-73.95454726,053100
4851,40.68205455,-73.97851494,012901
4852,40.58967195,-73.94850214,059401
4853,40.57963227,-73.9389304,061600
4854,40.66265964,-73.92960902,088200
4855,40.68501196,-73.95463382,022900
4856,40.6521411,-74.00537336,008400
4857,40.656354,-73.9239176,088200
4858,40.68420402,-73.96805440000001,019900
4859,40.68732798,-73.96054931,023100
4860,40.67145218,-73.904387,090800
4861,40.70443878,-73.93594154,048500
4862,40.68047458,-73.96139702,020100
4863,40.70007307,-73.92866069,042300
4864,40.65169735,-73.92168853,093600
4865,40.64948868,-73.92719761,086200
4866,40.66759688,-73.90244238,091000
4867,40.68596552,-73.95067772,025100
4868,40.6855982,-73.97935752,003900
4869,40.61405976,-73.97365997,044000
4870,40.67356385,-74.00922886,005300
4871,40.6789475,-73.97873226,013100
4872,40.69382120000001,-73.92133974,041900
4873,40.70761409,-73.94033886,049300
4874,40.64570085,-73.92294959,094600
4875,40.68538126,-73.97878429,003900
4876,40.69143232,-73.93774981,027900
4877,40.6925929,-73.9155066,041500
4878,40.67858706,-73.99529509,007700
4879,40.70728233,-73.93589552,048500
4880,40.69042624,-73.94010543,027900
4881,40.6788038,-74.00666982,005900
4882,40.64539002,-73.92195538,093600
4883,40.58352041,-73.96137026,036600
4884,40.67216863,-73.96063758,021700
4885,40.65046718,-73.93897007,085800
4886,40.58321595,-73.96200766,036600
4887,40.6727732,-73.9627894,021500
4888,40.64041551,-73.92462759,094401
4889,40.68635353,-73.98249426,004100
4890,40.65814955,-74.00043971,010100
4891,40.69017512,-73.94867332,025100
4892,40.67032581,-73.90648663,090800
4893,40.57521997,-73.95352768,061002
4894,40.70455716,-73.94177345,049100
4895,40.66024985,-73.91367333,089800
4896,40.6758672,-73.964839,020700
4897,40.61926915,-73.95518279,053800
4898,40.68758386,-73.95474024,024300
4899,40.67576275,-73.96433073,020700
4900,40.70827323,-73.94109211,049300
4901,40.67386883,-73.96426685,020700
4902,40.6111083,-73.97032961,043800
4903,40.69775528,-73.95302394,025500
4904,40.66380098,-73.99600622,014500
4905,40.67652798,-74.01174569,005300
