CensusTract,SchoolYear,GradeLevel,Count,LongTract,Zip,NextYearCount,TotalCount,TotalCountByGrade,TotalCountByTract,TotalCountByZip,TotalCountByZipGrade,TotalCountByTractGrade,PrevGradeCount,PrevGradeCountmavg3,PrevGradeCountmavg5,OneYearGrowth,ThreeYearGrowth,OneYearGrowthmavg3,ThreeYearGrowthmavg3,Target,Y,Y2,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6
162,2009,5,1,36047016200,11209,4,17856,2738,35,2936,423,1,7,3,3,0,-0.666666,0.055555,-0.333333,3,1,1,36047005800,NULL,36047016400,36047015200,36047016000,36047005601
162,2010,5,4,36047016200,11209,0,19224,2915,38,3137,439,4,3,4,3,3,-0.333333,0.722222,-0.611111,-4,0,-1,36047005800,NULL,36047016400,36047015200,36047016000,36047005601
164,2001,0,2,36047016400,11209,1,16366,2705,34,2465,395,2,0,0,0,0,0,0,0,-1,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2002,0,1,36047016400,11209,0,16351,2614,30,2492,406,1,0,0,0,-0.5,0,-0.25,0,-1,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2003,0,0,36047016400,11209,4,16278,2547,17,2577,397,0,0,0,0,-1,0,-0.5,0,4,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2004,0,4,36047016400,11209,2,16088,2606,13,2502,421,4,0,0,0,0,1,-0.5,0.333333,-2,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2005,0,2,36047016400,11209,12,15897,2615,16,2467,408,2,0,0,0,-0.5,1,-0.5,0.666666,10,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2006,0,12,36047016400,11209,8,15743,2618,29,2448,462,12,0,0,0,5,0,1.5,0.666666,-4,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2007,0,8,36047016400,11209,11,15264,2455,32,2408,461,8,0,0,0,-0.333333,1,1.388889,0.666666,3,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2008,0,11,36047016400,11209,13,15736,2796,36,2502,522,11,0,0,0,0.375,4.5,1.680556,1.833333,2,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2009,0,13,36047016400,11209,24,17856,3070,38,2936,549,13,0,0,0,0.181818,0.083333,0.074494,1.861111,11,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2010,0,24,36047016400,11209,0,19224,3561,85,3137,604,24,0,0,0,0.846153,2,0.467657,2.194444,-24,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2001,1,7,36047016400,11209,5,16366,2936,34,2465,485,7,2,2,2,0,0,0,0,-2,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2002,1,5,36047016400,11209,1,16351,2843,30,2492,403,5,1,1,1,-0.285714,0,-0.142857,0,-4,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2003,1,1,36047016400,11209,0,16278,2717,17,2577,425,1,0,1,1,-0.8,0,-0.361904,0,-1,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2004,1,0,36047016400,11209,7,16088,2667,13,2502,385,0,4,1,1,-1,-1,-0.695238,-0.333333,7,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2005,1,7,36047016400,11209,4,15897,2676,16,2467,436,7,2,2,1,0,0.4,-0.6,-0.2,-3,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2006,1,4,36047016400,11209,9,15743,2708,29,2448,412,4,12,6,3,-0.428571,3,-0.47619,0.8,5,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2007,1,9,36047016400,11209,8,15264,2640,32,2408,453,9,8,7,5,1.25,0,0.273809,1.133333,-1,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2008,1,8,36047016400,11209,9,15736,2631,36,2502,468,8,11,10,7,-0.111111,0.142857,0.236772,1.047619,1,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2009,1,9,36047016400,11209,17,17856,3389,38,2936,591,9,13,10,9,0.125,1.25,0.421296,0.464285,8,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2010,1,17,36047016400,11209,0,19224,3318,85,3137,557,17,24,16,13,0.888888,0.888888,0.300925,0.760582,-17,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2001,2,7,36047016400,11209,7,16366,2882,34,2465,456,7,7,7,7,0,0,0,0,0,0,0,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2002,2,7,36047016400,11209,4,16351,2882,30,2492,474,7,5,6,6,0,0,0,0,-3,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2003,2,4,36047016400,11209,1,16278,2821,17,2577,404,4,1,4,4,-0.428571,0,-0.142857,0,-3,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2004,2,1,36047016400,11209,1,16088,2640,13,2502,420,1,0,2,3,-0.75,-0.857142,-0.392857,-0.285714,0,0,0,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2005,2,1,36047016400,11209,5,15897,2651,16,2467,372,1,7,2,4,0,-0.857142,-0.392857,-0.571428,4,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2006,2,5,36047016400,11209,6,15743,2636,29,2448,417,5,4,3,3,4,0.25,1.083333,-0.488095,1,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2007,2,6,36047016400,11209,8,15264,2651,32,2408,391,6,9,6,4,0.2,5,1.4,1.464286,2,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2008,2,8,36047016400,11209,6,15736,2629,36,2502,427,8,8,7,5,0.333333,7,1.511111,4.083333,-2,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2009,2,6,36047016400,11209,21,17856,2999,38,2936,505,6,9,8,7,-0.25,0.2,0.094444,4.066667,15,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2010,2,21,36047016400,11209,0,19224,3501,85,3137,614,21,17,11,9,2.5,2.5,0.861111,3.233333,-21,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2001,3,4,36047016400,11209,9,16366,2698,34,2465,444,4,7,7,7,0,0,0,0,5,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2002,3,9,36047016400,11209,6,16351,2862,30,2492,459,9,7,7,7,1.25,0,0.625,0,-3,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2003,3,6,36047016400,11209,1,16278,2829,17,2577,472,6,4,6,6,-0.333333,0,0.305555,0,-5,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2004,3,1,36047016400,11209,2,16088,2716,13,2502,387,1,1,4,4,-0.833333,-0.75,0.027777,-0.25,1,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2005,3,2,36047016400,11209,3,15897,2598,16,2467,412,2,1,2,4,1,-0.777777,-0.055555,-0.509259,1,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2006,3,3,36047016400,11209,4,15743,2620,29,2448,376,3,5,2,3,0.5,-0.5,0.222222,-0.675925,1,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2007,3,4,36047016400,11209,6,15264,2524,32,2408,393,4,6,4,3,0.333333,3,0.611111,0.574074,2,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2008,3,6,36047016400,11209,6,15736,2639,36,2502,386,6,8,6,4,0.5,2,0.444444,1.5,0,0,0,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2009,3,6,36047016400,11209,10,17856,2812,38,2936,440,6,6,6,5,0,1,0.277777,2,4,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2010,3,10,36047016400,11209,0,19224,3049,85,3137,497,10,21,11,9,0.666666,1.5,0.388888,1.5,-10,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2001,4,10,36047016400,11209,3,16366,2528,34,2465,328,10,4,4,4,0,0,0,0,-7,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2002,4,3,36047016400,11209,4,16351,2633,30,2492,422,3,9,6,6,-0.7,0,-0.35,0,1,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2003,4,4,36047016400,11209,4,16278,2775,17,2577,454,4,6,6,6,0.333333,0,-0.122222,0,0,0,0,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2004,4,4,36047016400,11209,2,16088,2744,13,2502,453,4,1,5,5,0,-0.6,-0.122222,-0.2,-2,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2005,4,2,36047016400,11209,3,15897,2639,16,2467,392,2,2,3,4,-0.5,-0.333333,-0.055555,-0.311111,1,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2006,4,3,36047016400,11209,0,15743,2543,29,2448,399,3,3,2,4,0.5,-0.25,0,-0.394444,-3,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2007,4,0,36047016400,11209,2,15264,2502,32,2408,336,0,4,3,3,-1,-1,-0.333333,-0.527777,2,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2008,4,2,36047016400,11209,4,15736,2529,36,2502,359,2,6,4,3,0,0,-0.166666,-0.416666,2,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2009,4,4,36047016400,11209,9,17856,2848,38,2936,428,4,6,5,4,1,0.333333,0,-0.222222,5,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2010,4,9,36047016400,11209,0,19224,2880,85,3137,426,9,10,7,5,1.25,0,0.75,0.111111,-9,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2001,5,4,36047016400,11209,5,16366,2617,34,2465,357,4,10,10,10,0,0,0,0,1,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2002,5,5,36047016400,11209,2,16351,2517,30,2492,328,5,3,6,6,0.25,0,0.125,0,-3,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2003,5,2,36047016400,11209,3,16278,2589,17,2577,425,2,4,5,5,-0.6,0,-0.116666,0,1,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2004,5,3,36047016400,11209,2,16088,2715,13,2502,436,3,4,3,5,0.5,-0.25,0.05,-0.083333,-1,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2005,5,2,36047016400,11209,2,15897,2718,16,2467,447,2,2,3,4,-0.333333,-0.6,-0.144444,-0.283333,0,0,0,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2006,5,2,36047016400,11209,5,15743,2618,29,2448,382,2,3,3,3,0,0,0.055555,-0.283333,3,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2007,5,5,36047016400,11209,1,15264,2492,32,2408,374,5,0,1,2,1.5,0.666666,0.388888,0.022222,-4,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2008,5,1,36047016400,11209,0,15736,2512,36,2502,340,1,2,1,2,-0.8,-0.5,0.233333,0.055555,-1,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2009,5,0,36047016400,11209,4,17856,2738,38,2936,423,0,4,2,2,-1,-1,-0.1,-0.277777,4,1,1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
164,2010,5,4,36047016400,11209,0,19224,2915,85,3137,439,4,9,5,3,0,-0.2,-0.6,-0.566666,-4,0,-1,36047016200,NULL,36047015200,36047015400,36047005601,36047005800
166,2001,0,9,,,7,16366,2705,51,342,61,9,0,0,0,0,0,0,0,-2,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2002,0,7,,,3,16351,2614,56,353,64,7,0,0,0,-0.222222,0,-0.111111,0,-4,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2003,0,3,,,9,16278,2547,50,331,45,3,0,0,0,-0.571428,0,-0.26455,0,6,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2004,0,9,,,7,16088,2606,52,318,52,9,0,0,0,2,0,0.402116,0,-2,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2005,0,7,,,2,15897,2615,46,319,53,7,0,0,0,-0.222222,0,0.402116,0,-5,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2006,0,2,,,3,15743,2618,33,315,55,2,0,0,0,-0.714285,-0.333333,0.354497,-0.111111,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2007,0,3,,,6,15264,2455,27,312,58,3,0,0,0,0.5,-0.666666,-0.145502,-0.333333,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2008,0,6,,,5,15736,2796,29,321,67,6,0,0,0,1,-0.142857,0.261904,-0.380952,-1,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2009,0,5,,,5,17856,3070,30,343,54,5,0,0,0,-0.166666,1.5,0.444444,0.230158,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
166,2010,0,5,,,0,19224,3561,33,379,75,5,0,0,0,0,0.666666,0.277777,0.674603,-5,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2001,1,8,,,7,16366,2936,51,342,53,8,9,9,9,0,0,0,0,-1,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2002,1,7,,,7,16351,2843,56,353,62,7,7,8,8,-0.125,0,-0.0625,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
166,2003,1,7,,,5,16278,2717,50,331,65,7,3,6,6,0,0,-0.041666,0,-2,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2004,1,5,,,9,16088,2667,52,318,51,5,9,6,7,-0.285714,-0.375,-0.136904,-0.125,4,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2005,1,9,,,5,15897,2676,46,319,53,9,7,6,7,0.8,0.285714,0.171428,-0.029761,-4,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2006,1,5,,,3,15743,2708,33,315,48,5,2,6,5,-0.444444,-0.285714,0.02328,-0.125,-2,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2007,1,3,,,3,15264,2640,27,312,53,3,3,4,4,-0.4,-0.4,-0.014814,-0.133333,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
166,2008,1,3,,,6,15736,2631,29,321,57,3,6,3,5,0,-0.666666,-0.281481,-0.450793,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2009,1,6,,,7,17856,3389,30,343,72,6,5,4,4,1,0.2,0.2,-0.288888,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2010,1,7,,,0,19224,3318,33,379,62,7,5,5,4,0.166666,1.333333,0.388888,0.288888,-7,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2001,2,12,,,11,16366,2882,51,342,60,12,8,8,8,0,0,0,0,-1,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2002,2,11,,,7,16351,2882,56,353,51,11,7,7,7,-0.083333,0,-0.041666,0,-4,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2003,2,7,,,4,16278,2821,50,331,54,7,7,7,7,-0.363636,0,-0.148989,0,-3,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2004,2,4,,,6,16088,2640,52,318,57,4,5,6,6,-0.428571,-0.666666,-0.291847,-0.222222,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2005,2,6,,,8,15897,2651,46,319,49,6,9,7,7,0.5,-0.454545,-0.097402,-0.373737,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2006,2,8,,,4,15743,2636,33,315,54,8,5,6,6,0.333333,0.142857,0.13492,-0.326118,-4,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2007,2,4,,,2,15264,2651,27,312,46,4,3,5,5,-0.5,0,0.111111,-0.103896,-2,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2008,2,2,,,3,15736,2629,29,321,48,2,3,3,5,-0.5,-0.666666,-0.222222,-0.174603,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2009,2,3,,,7,17856,2999,30,343,55,3,6,4,5,0.5,-0.625,-0.166666,-0.430555,4,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2010,2,7,,,0,19224,3501,33,379,72,7,7,5,4,1.333333,0.75,0.444444,-0.180555,-7,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2001,3,7,,,15,16366,2698,51,342,63,7,12,12,12,0,0,0,0,8,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2002,3,15,,,11,16351,2862,56,353,62,15,11,11,11,1.142857,0,0.571428,0,-4,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2003,3,11,,,8,16278,2829,50,331,52,11,7,10,10,-0.266666,0,0.292063,0,-3,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2004,3,8,,,4,16088,2716,52,318,49,8,4,7,8,-0.272727,0.142857,0.201154,0.047619,-4,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2005,3,4,,,4,15897,2598,46,319,53,4,6,5,8,-0.5,-0.733333,-0.346464,-0.196825,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
166,2006,3,4,,,7,15743,2620,33,315,48,4,8,6,7,0,-0.636363,-0.257575,-0.408946,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2007,3,7,,,5,15264,2524,27,312,54,7,4,6,5,0.75,-0.125,0.083333,-0.498232,-2,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2008,3,5,,,3,15736,2639,29,321,50,5,2,4,4,-0.285714,0.25,0.154761,-0.170454,-2,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2009,3,3,,,4,17856,2812,30,343,52,3,3,3,4,-0.4,-0.25,0.021428,-0.041666,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2010,3,4,,,0,19224,3049,33,379,59,4,7,4,4,0.333333,-0.428571,-0.11746,-0.142857,-4,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2001,4,6,,,8,16366,2528,51,342,55,6,7,7,7,0,0,0,0,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2002,4,8,,,13,16351,2633,56,353,64,8,15,11,11,0.333333,0,0.166666,0,5,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2003,4,13,,,13,16278,2775,50,331,56,13,11,11,11,0.625,0,0.319444,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
166,2004,4,13,,,7,16088,2744,52,318,55,13,8,11,10,0,1.166667,0.319444,0.388888,-6,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2005,4,7,,,4,15897,2639,46,319,54,7,4,7,9,-0.461538,-0.125,0.054487,0.347222,-3,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2006,4,4,,,6,15743,2543,33,315,57,4,4,5,8,-0.428571,-0.692307,-0.296703,0.116453,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2007,4,6,,,8,15264,2502,27,312,46,6,7,5,6,0.5,-0.538461,-0.130036,-0.451923,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2008,4,8,,,5,15736,2529,29,321,54,8,5,5,5,0.333333,0.142857,0.13492,-0.362637,-3,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2009,4,5,,,4,17856,2848,30,343,55,5,3,5,4,-0.375,0.25,0.152777,-0.048534,-1,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2010,4,4,,,0,19224,2880,33,379,53,4,4,4,4,-0.2,-0.333333,-0.080555,0.019841,-4,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2001,5,9,,,8,16366,2617,51,342,50,9,6,6,6,0,0,0,0,-1,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2002,5,8,,,9,16351,2517,56,353,50,8,8,7,7,-0.111111,0,-0.055555,0,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2003,5,9,,,13,16278,2589,50,331,59,9,13,9,9,0.125,0,0.004629,0,4,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2004,5,13,,,13,16088,2715,52,318,54,13,13,11,10,0.444444,0.444444,0.152777,0.148148,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
166,2005,5,13,,,10,15897,2718,46,319,57,13,7,11,9,0,0.625,0.189814,0.356481,-3,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2006,5,10,,,4,15743,2618,33,315,53,10,4,8,9,-0.230769,0.111111,0.071225,0.393518,-6,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2007,5,4,,,5,15264,2492,27,312,55,4,6,5,8,-0.6,-0.692307,-0.276923,0.014601,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2008,5,5,,,8,15736,2512,29,321,45,5,8,6,7,0.25,-0.615384,-0.193589,-0.39886,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL
166,2009,5,8,,,6,17856,2738,30,343,55,8,5,6,6,0.6,-0.2,0.083333,-0.502564,-2,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
166,2010,5,6,,,0,19224,2915,33,379,58,6,4,5,5,-0.25,0.5,0.2,-0.105128,-6,0,-1,NULL,NULL,NULL,NULL,NULL,NULL
168,2001,0,9,36047016800,11214,14,16366,2705,43,2616,465,9,0,0,0,0,0,0,0,5,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2002,0,14,36047016800,11214,14,16351,2614,45,2687,480,14,0,0,0,0.555555,0,0.277777,0,0,0,0,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2003,0,14,36047016800,11214,6,16278,2547,57,2721,434,14,0,0,0,0,0,0.185185,0,-8,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2004,0,6,36047016800,11214,9,16088,2606,61,2743,446,6,0,0,0,-0.571428,-0.333333,-0.005291,-0.111111,3,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2005,0,9,36047016800,11214,13,15897,2615,61,2726,422,9,0,0,0,0.5,-0.357142,-0.023809,-0.230158,4,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2006,0,13,36047016800,11214,5,15743,2618,57,2679,402,13,0,0,0,0.444444,-0.071428,0.124338,-0.253968,-8,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2007,0,5,36047016800,11214,18,15264,2455,54,2618,413,5,0,0,0,-0.615384,-0.166666,0.109686,-0.198412,13,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2008,0,18,36047016800,11214,7,15736,2796,53,2631,444,18,0,0,0,2.6,1,0.809686,0.253968,-11,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2009,0,7,36047016800,11214,10,17856,3070,61,2811,472,7,0,0,0,-0.611111,-0.461538,0.457834,0.123931,3,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2010,0,10,36047016800,11214,0,19224,3561,67,3006,589,10,0,0,0,0.428571,1,0.80582,0.51282,-10,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2001,1,11,36047016800,11214,6,16366,2936,43,2616,457,11,9,9,9,0,0,0,0,-5,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2002,1,6,36047016800,11214,14,16351,2843,45,2687,488,6,14,11,11,-0.454545,0,-0.227272,0,8,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2003,1,14,36047016800,11214,9,16278,2717,57,2721,498,14,14,12,12,1.333333,0,0.292929,0,-5,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2004,1,9,36047016800,11214,6,16088,2667,61,2743,455,9,6,11,10,-0.357142,-0.181818,0.173881,-0.060606,-3,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2005,1,6,36047016800,11214,10,15897,2676,61,2726,452,6,9,9,10,-0.333333,0,0.214285,-0.060606,4,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2006,1,10,36047016800,11214,13,15743,2708,57,2679,461,10,13,9,11,0.666666,-0.285714,-0.007936,-0.155844,3,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2007,1,13,36047016800,11214,4,15264,2640,54,2618,422,13,5,9,9,0.3,0.444444,0.211111,0.05291,-9,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2008,1,4,36047016800,11214,24,15736,2631,53,2631,445,4,18,12,10,-0.692307,-0.333333,0.091452,-0.058201,20,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2009,1,24,36047016800,11214,10,17856,3389,61,2811,520,24,7,10,10,5,1.4,1.535897,0.503703,-14,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2010,1,10,36047016800,11214,0,19224,3318,67,3006,514,10,10,11,10,-0.583333,-0.230769,1.241453,0.278632,-10,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2001,2,4,36047016800,11214,11,16366,2882,43,2616,449,4,11,11,11,0,0,0,0,7,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2002,2,11,36047016800,11214,6,16351,2882,45,2687,450,11,6,8,8,1.75,0,0.875,0,-5,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2003,2,6,36047016800,11214,17,16278,2821,57,2721,490,6,14,10,10,-0.454545,0,0.431818,0,11,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2004,2,17,36047016800,11214,8,16088,2640,61,2743,473,17,9,9,10,1.833333,3.25,1.042929,1.083333,-9,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2005,2,8,36047016800,11214,5,15897,2651,61,2726,448,8,6,9,9,-0.529411,-0.272727,0.283125,0.992424,-3,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2006,2,5,36047016800,11214,8,15743,2636,57,2679,437,5,10,8,9,-0.375,-0.166666,0.30964,0.936868,3,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2007,2,8,36047016800,11214,11,15264,2651,54,2618,436,8,13,9,10,0.6,-0.529411,-0.10147,-0.322935,3,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2008,2,11,36047016800,11214,4,15736,2629,53,2631,418,11,4,9,8,0.375,0.375,0.2,-0.107026,-7,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2009,2,4,36047016800,11214,21,17856,2999,61,2811,477,4,24,13,11,-0.636363,-0.2,0.112878,-0.118137,17,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2010,2,21,36047016800,11214,0,19224,3501,67,3006,521,21,10,12,12,4.25,1.625,1.329545,0.6,-21,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2001,3,3,36047016800,11214,4,16366,2698,43,2616,409,3,4,4,4,0,0,0,0,1,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2002,3,4,36047016800,11214,14,16351,2862,45,2687,449,4,11,7,7,0.333333,0,0.166666,0,10,1,1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
168,2003,3,14,36047016800,11214,9,16278,2829,57,2721,457,14,6,7,7,2.5,0,0.944444,0,-5,0,-1,36047017400,NULL,36047017600,36047015400,36047017200,36047028000
