CensusTract,SchoolYear,GradeLevel,Count,PreviousGrade,PreviousYear,PreviousThreeYear,PreviousFiveYear,OneYearPercentGrowth,OneYearGrowth,ThreeYearPercentGrowth,ThreeYearGrowth,FiveYearPercentGrowth,FiveYearGrowth,LongTract,Zip,Y,NeighborCount,NeighborPreviousCount,NeighborPreviousThreeCount,NeighborOneYearPercentGrowth,NeighborOnYearGrowth,NeighborThreeYearPercentGrowth,NeighborThreeYearGrowth
230,2005,3,23,28,30,30,30,-0.233333,-7,-0.233333,-7,-0.233333,-7,36047023000,11204,0,48,80,75,-0.4,-32,-0.36,-27
230,2005,4,30,23,26,17,17,0.153846,4,0.764706,13,0.764706,13,36047023000,11204,0,66,65,58,0.015385,1,0.137931,8
230,2005,5,21,30,21,22,22,0,0,-0.045455,-1,-0.045455,-1,36047023000,11204,0,55,57,75,-0.035088,-2,-0.266667,-20
230,2006,0,27,27,27,31,31,0,0,-0.129032,-4,-0.129032,-4,36047023000,11204,0,45,51,51,-0.117647,-6,-0.117647,-6
230,2006,1,16,27,23,34,34,-0.304348,-7,-0.529412,-18,-0.529412,-18,36047023000,11204,1,54,60,52,-0.1,-6,0.038462,2
230,2006,2,24,16,28,33,33,-0.142857,-4,-0.272727,-9,-0.272727,-9,36047023000,11204,0,48,48,81,0,0,-0.407407,-33
230,2006,3,23,24,23,33,33,0,0,-0.30303,-10,-0.30303,-10,36047023000,11204,0,50,48,69,0.041667,2,-0.275362,-19
230,2006,4,26,23,30,23,23,-0.133333,-4,0.130435,3,0.130435,3,36047023000,11204,0,45,66,59,-0.318182,-21,-0.237288,-14
230,2006,5,23,26,21,20,20,0.095238,2,0.15,3,0.15,3,36047023000,11204,0,60,55,57,0.090909,5,0.052632,3
230,2007,0,27,27,27,32,32,0,0,-0.15625,-5,-0.15625,-5,36047023000,11204,0,48,45,59,0.066667,3,-0.186441,-11
230,2007,1,27,27,16,27,27,0.6875,11,0,0,0,0,36047023000,11204,0,42,54,57,-0.222222,-12,-0.263158,-15
230,2007,2,17,27,24,32,32,-0.291667,-7,-0.46875,-15,-0.46875,-15,36047023000,11204,1,47,48,44,-0.020833,-1,0.068182,3
230,2007,3,22,17,23,30,30,-0.043478,-1,-0.266667,-8,-0.266667,-8,36047023000,11204,1,46,50,80,-0.08,-4,-0.425,-34
230,2007,4,20,22,26,26,26,-0.230769,-6,-0.230769,-6,-0.230769,-6,36047023000,11204,1,50,45,65,0.111111,5,-0.230769,-15
230,2007,5,23,20,23,21,21,0,0,0.095238,2,0.095238,2,36047023000,11204,0,37,60,57,-0.383333,-23,-0.350877,-20
230,2008,0,18,18,27,27,27,-0.333333,-9,-0.333333,-9,-0.333333,-9,36047023000,11204,1,52,48,51,0.083333,4,0.019608,1
230,2008,1,31,18,27,23,23,0.148148,4,0.347826,8,0.347826,8,36047023000,11204,0,49,42,60,0.166667,7,-0.183333,-11
230,2008,2,23,31,17,28,28,0.352941,6,-0.178571,-5,-0.178571,-5,36047023000,11204,1,47,47,48,0,0,-0.020833,-1
230,2008,3,21,23,22,23,23,-0.045455,-1,-0.086957,-2,-0.086957,-2,36047023000,11204,0,54,46,48,0.173913,8,0.125,6
230,2008,4,21,21,20,30,30,0.05,1,-0.3,-9,-0.3,-9,36047023000,11204,1,50,50,66,0,0,-0.242424,-16
230,2008,5,19,21,23,21,21,-0.173913,-4,-0.095238,-2,-0.095238,-2,36047023000,11204,1,52,37,55,0.405405,15,-0.054545,-3
230,2009,0,23,23,18,27,27,0.277778,5,-0.148148,-4,-0.148148,-4,36047023000,11204,0,55,52,45,0.057692,3,0.222222,10
230,2009,1,27,23,31,16,16,-0.129032,-4,0.6875,11,0.6875,11,36047023000,11204,0,62,49,54,0.265306,13,0.148148,8
230,2009,2,27,27,23,24,24,0.173913,4,0.125,3,0.125,3,36047023000,11204,0,55,47,48,0.170213,8,0.145833,7
230,2009,3,25,27,21,23,23,0.190476,4,0.086957,2,0.086957,2,36047023000,11204,0,46,54,50,-0.148148,-8,-0.08,-4
230,2009,4,23,25,21,26,26,0.095238,2,-0.115385,-3,-0.115385,-3,36047023000,11204,0,59,50,45,0.18,9,0.311111,14
230,2009,5,24,23,19,23,23,0.263158,5,0.043478,1,0.043478,1,36047023000,11204,0,54,52,60,0.038462,2,-0.1,-6
230,2010,0,35,35,23,27,27,0.521739,12,0.296296,8,0.296296,8,36047023000,11204,0,60,55,48,0.090909,5,0.25,12
230,2010,1,24,35,27,27,27,-0.111111,-3,-0.111111,-3,-0.111111,-3,36047023000,11204,0,64,62,42,0.032258,2,0.52381,22
230,2010,2,26,24,27,17,17,-0.037037,-1,0.529412,9,0.529412,9,36047023000,11204,0,70,55,47,0.272727,15,0.489362,23
230,2010,3,22,26,25,22,22,-0.12,-3,0,0,0,0,36047023000,11204,0,58,46,46,0.26087,12,0.26087,12
230,2010,4,27,22,23,20,20,0.173913,4,0.35,7,0.35,7,36047023000,11204,0,52,59,50,-0.118644,-7,0.04,2
230,2010,5,25,27,24,23,23,0.041667,1,0.086957,2,0.086957,2,36047023000,11204,0,55,54,37,0.018519,1,0.486486,18
232,2001,0,28,28,28,28,28,0,0,0,0,0,0,36047023200,11204,0,54,54,54,0,0,0,0
232,2001,1,23,28,23,23,23,0,0,0,0,0,0,36047023200,11204,0,50,50,50,0,0,0,0
232,2001,2,27,23,27,27,27,0,0,0,0,0,0,36047023200,11204,0,45,45,45,0,0,0,0
232,2001,3,24,27,24,24,24,0,0,0,0,0,0,36047023200,11204,0,36,36,36,0,0,0,0
232,2001,4,21,24,21,21,21,0,0,0,0,0,0,36047023200,11204,0,45,45,45,0,0,0,0
232,2001,5,19,21,19,19,19,0,0,0,0,0,0,36047023200,11204,0,34,34,34,0,0,0,0
232,2002,0,17,17,28,17,17,-0.392857,-11,0,0,0,0,36047023200,11204,1,50,54,50,-0.074074,-4,0,0
232,2002,1,31,17,23,31,31,0.347826,8,0,0,0,0,36047023200,11204,0,59,50,59,0.18,9,0,0
232,2002,2,25,31,27,25,25,-0.074074,-2,0,0,0,0,36047023200,11204,0,44,45,44,-0.022222,-1,0,0
232,2002,3,27,25,24,27,27,0.125,3,0,0,0,0,36047023200,11204,0,43,36,43,0.194444,7,0,0
232,2002,4,22,27,21,22,22,0.047619,1,0,0,0,0,36047023200,11204,0,30,45,30,-0.333333,-15,0,0
232,2002,5,22,22,19,22,22,0.157895,3,0,0,0,0,36047023200,11204,0,44,34,44,0.294118,10,0,0
232,2003,0,13,13,17,13,13,-0.235294,-4,0,0,0,0,36047023200,11204,0,48,50,48,-0.04,-2,0,0
232,2003,1,23,13,31,23,23,-0.258065,-8,0,0,0,0,36047023200,11204,0,43,59,43,-0.271186,-16,0,0
232,2003,2,29,23,25,29,29,0.16,4,0,0,0,0,36047023200,11204,0,51,44,51,0.159091,7,0,0
232,2003,3,17,29,27,17,17,-0.37037,-10,0,0,0,0,36047023200,11204,0,46,43,46,0.069767,3,0,0
232,2003,4,23,17,22,23,23,0.045455,1,0,0,0,0,36047023200,11204,1,34,30,34,0.133333,4,0,0
232,2003,5,20,23,22,20,20,-0.090909,-2,0,0,0,0,36047023200,11204,0,34,44,34,-0.227273,-10,0,0
232,2004,0,23,23,13,28,28,0.769231,10,-0.178571,-5,-0.178571,-5,36047023200,11204,0,46,48,54,-0.041667,-2,-0.148148,-8
232,2004,1,17,23,23,23,23,-0.26087,-6,-0.26087,-6,-0.26087,-6,36047023200,11204,0,46,43,50,0.069767,3,-0.08,-4
232,2004,2,20,17,29,27,27,-0.310345,-9,-0.259259,-7,-0.259259,-7,36047023200,11204,0,37,51,45,-0.27451,-14,-0.177778,-8
232,2004,3,29,20,17,24,24,0.705882,12,0.208333,5,0.208333,5,36047023200,11204,0,44,46,36,-0.043478,-2,0.222222,8
232,2004,4,17,29,23,21,21,-0.26087,-6,-0.190476,-4,-0.190476,-4,36047023200,11204,0,36,34,45,0.058824,2,-0.2,-9
232,2004,5,22,17,20,19,19,0.1,2,0.157895,3,0.157895,3,36047023200,11204,0,31,34,34,-0.088235,-3,-0.088235,-3
232,2005,0,13,13,23,17,17,-0.434783,-10,-0.235294,-4,-0.235294,-4,36047023200,11204,1,40,46,50,-0.130435,-6,-0.2,-10
232,2005,1,19,13,17,31,31,0.117647,2,-0.387097,-12,-0.387097,-12,36047023200,11204,0,36,46,59,-0.217391,-10,-0.389831,-23
232,2005,2,13,19,20,25,25,-0.35,-7,-0.48,-12,-0.48,-12,36047023200,11204,0,46,37,44,0.243243,9,0.045455,2
232,2005,3,18,13,29,27,27,-0.37931,-11,-0.333333,-9,-0.333333,-9,36047023200,11204,0,32,44,43,-0.272727,-12,-0.255814,-11
232,2005,4,26,18,17,22,22,0.529412,9,0.181818,4,0.181818,4,36047023200,11204,0,43,36,30,0.194444,7,0.433333,13
232,2005,5,12,26,22,22,22,-0.454545,-10,-0.454545,-10,-0.454545,-10,36047023200,11204,0,33,31,44,0.064516,2,-0.25,-11
232,2006,0,18,18,13,13,13,0.384615,5,0.384615,5,0.384615,5,36047023200,11204,0,33,40,48,-0.175,-7,-0.3125,-15
232,2006,1,15,18,19,23,23,-0.210526,-4,-0.347826,-8,-0.347826,-8,36047023200,11204,0,25,36,43,-0.305556,-11,-0.418605,-18
232,2006,2,14,15,13,29,29,0.076923,1,-0.517241,-15,-0.517241,-15,36047023200,11204,0,32,46,51,-0.304348,-14,-0.372549,-19
232,2006,3,15,14,18,17,17,-0.166667,-3,-0.117647,-2,-0.117647,-2,36047023200,11204,0,38,32,46,0.1875,6,-0.173913,-8
232,2006,4,15,15,26,23,23,-0.423077,-11,-0.347826,-8,-0.347826,-8,36047023200,11204,0,33,43,34,-0.232558,-10,-0.029412,-1
232,2006,5,24,15,12,20,20,1,12,0.2,4,0.2,4,36047023200,11204,0,37,33,34,0.121212,4,0.088235,3
232,2007,0,21,21,18,23,23,0.166667,3,-0.086957,-2,-0.086957,-2,36047023200,11204,0,34,33,46,0.030303,1,-0.26087,-12
232,2007,1,14,21,15,17,17,-0.066667,-1,-0.176471,-3,-0.176471,-3,36047023200,11204,1,33,25,46,0.32,8,-0.282609,-13
232,2007,2,10,14,14,20,20,-0.285714,-4,-0.5,-10,-0.5,-10,36047023200,11204,1,26,32,37,-0.1875,-6,-0.297297,-11
232,2007,3,12,10,15,29,29,-0.2,-3,-0.586207,-17,-0.586207,-17,36047023200,11204,0,29,38,44,-0.236842,-9,-0.340909,-15
232,2007,4,12,12,15,17,17,-0.2,-3,-0.294118,-5,-0.294118,-5,36047023200,11204,0,35,33,36,0.060606,2,-0.027778,-1
232,2007,5,14,12,24,22,22,-0.416667,-10,-0.363636,-8,-0.363636,-8,36047023200,11204,0,28,37,31,-0.243243,-9,-0.096774,-3
232,2008,0,16,16,21,13,13,-0.238095,-5,0.230769,3,0.230769,3,36047023200,11204,1,32,34,40,-0.058824,-2,-0.2,-8
232,2008,1,17,16,14,19,19,0.214286,3,-0.105263,-2,-0.105263,-2,36047023200,11204,1,38,33,36,0.151515,5,0.055556,2
232,2008,2,10,17,10,13,13,0,0,-0.230769,-3,-0.230769,-3,36047023200,11204,1,29,26,46,0.115385,3,-0.369565,-17
232,2008,3,12,10,12,18,18,0,0,-0.333333,-6,-0.333333,-6,36047023200,11204,1,32,29,32,0.103448,3,0,0
232,2008,4,12,12,12,26,26,0,0,-0.538462,-14,-0.538462,-14,36047023200,11204,0,31,35,43,-0.114286,-4,-0.27907,-12
232,2008,5,13,12,14,12,12,-0.071429,-1,0.083333,1,0.083333,1,36047023200,11204,0,34,28,33,0.214286,6,0.030303,1
232,2009,0,20,20,16,18,18,0.25,4,0.111111,2,0.111111,2,36047023200,11204,0,31,32,33,-0.03125,-1,-0.060606,-2
232,2009,1,19,20,17,15,15,0.117647,2,0.266667,4,0.266667,4,36047023200,11204,0,47,38,25,0.236842,9,0.88,22
232,2009,2,15,19,10,14,14,0.5,5,0.071429,1,0.071429,1,36047023200,11204,0,34,29,32,0.172414,5,0.0625,2
232,2009,3,9,15,12,15,15,-0.25,-3,-0.4,-6,-0.4,-6,36047023200,11204,0,29,32,38,-0.09375,-3,-0.236842,-9
232,2009,4,13,9,12,15,15,0.083333,1,-0.133333,-2,-0.133333,-2,36047023200,11204,0,33,31,33,0.064516,2,0,0
232,2009,5,8,13,13,24,24,-0.384615,-5,-0.666667,-16,-0.666667,-16,36047023200,11204,0,34,34,37,0,0,-0.081081,-3
232,2010,0,19,19,20,21,21,-0.05,-1,-0.095238,-2,-0.095238,-2,36047023200,11204,0,54,31,34,0.741935,23,0.588235,20
232,2010,1,21,19,19,14,14,0.105263,2,0.5,7,0.5,7,36047023200,11204,0,35,47,33,-0.255319,-12,0.060606,2
232,2010,2,21,21,15,10,10,0.4,6,1.1,11,1.1,11,36047023200,11204,0,44,34,26,0.294118,10,0.692308,18
232,2010,3,17,21,9,12,12,0.888889,8,0.416667,5,0.416667,5,36047023200,11204,0,31,29,29,0.068966,2,0.068966,2
232,2010,4,10,17,13,12,12,-0.230769,-3,-0.166667,-2,-0.166667,-2,36047023200,11204,0,35,33,35,0.060606,2,0,0
232,2010,5,14,10,8,14,14,0.75,6,0,0,0,0,36047023200,11204,0,33,34,28,-0.029412,-1,0.178571,5
234,2001,0,2,2,2,2,2,0,0,0,0,0,0,36047023400,11204,0,77,77,77,0,0,0,0
234,2001,1,3,2,3,3,3,0,0,0,0,0,0,36047023400,11204,0,78,78,78,0,0,0,0
234,2001,2,4,3,4,4,4,0,0,0,0,0,0,36047023400,11204,0,72,72,72,0,0,0,0
234,2001,3,4,4,4,4,4,0,0,0,0,0,0,36047023400,11204,0,54,54,54,0,0,0,0
234,2001,4,5,4,5,5,5,0,0,0,0,0,0,36047023400,11204,0,58,58,58,0,0,0,0
234,2001,5,4,5,4,4,4,0,0,0,0,0,0,36047023400,11204,0,54,54,54,0,0,0,0
234,2002,0,5,5,2,5,5,1.5,3,0,0,0,0,36047023400,11204,0,69,77,69,-0.103896,-8,0,0
234,2002,1,5,5,3,5,5,0.666667,2,0,0,0,0,36047023400,11204,0,86,78,86,0.102564,8,0,0
234,2002,2,1,5,4,1,1,-0.75,-3,0,0,0,0,36047023400,11204,0,74,72,74,0.027778,2,0,0
234,2002,3,4,1,4,4,4,0,0,0,0,0,0,36047023400,11204,0,72,54,72,0.333333,18,0,0
234,2002,4,4,4,5,4,4,-0.2,-1,0,0,0,0,36047023400,11204,0,48,58,48,-0.172414,-10,0,0
234,2002,5,5,4,4,5,5,0.25,1,0,0,0,0,36047023400,11204,0,61,54,61,0.12963,7,0,0
234,2003,0,3,3,5,3,3,-0.4,-2,0,0,0,0,36047023400,11204,0,61,69,61,-0.115942,-8,0,0
234,2003,1,4,3,5,4,4,-0.2,-1,0,0,0,0,36047023400,11204,0,68,86,68,-0.209302,-18,0,0
234,2003,2,5,4,1,5,5,4,4,0,0,0,0,36047023400,11204,0,73,74,73,-0.013514,-1,0,0
234,2003,3,3,5,4,3,3,-0.25,-1,0,0,0,0,36047023400,11204,0,67,72,67,-0.069444,-5,0,0
234,2003,4,4,3,4,4,4,0,0,0,0,0,0,36047023400,11204,0,59,48,59,0.229167,11,0,0
234,2003,5,4,4,5,4,4,-0.2,-1,0,0,0,0,36047023400,11204,0,49,61,49,-0.196721,-12,0,0
234,2004,0,2,2,3,2,2,-0.333333,-1,0,0,0,0,36047023400,11204,0,76,61,77,0.245902,15,-0.012987,-1
234,2004,1,3,2,4,3,3,-0.25,-1,0,0,0,0,36047023400,11204,0,62,68,78,-0.088235,-6,-0.205128,-16
234,2004,2,1,3,5,4,4,-0.8,-4,-0.75,-3,-0.75,-3,36047023400,11204,0,63,73,72,-0.136986,-10,-0.125,-9
234,2004,3,6,1,3,4,4,1,3,0.5,2,0.5,2,36047023400,11204,0,66,67,54,-0.014925,-1,0.222222,12
234,2004,4,1,6,4,5,5,-0.75,-3,-0.8,-4,-0.8,-4,36047023400,11204,0,56,59,58,-0.050847,-3,-0.034483,-2
234,2004,5,3,1,4,4,4,-0.25,-1,-0.25,-1,-0.25,-1,36047023400,11204,1,57,49,54,0.163265,8,0.055556,3
234,2005,0,4,4,2,5,5,1,2,-0.2,-1,-0.2,-1,36047023400,11204,0,52,76,69,-0.315789,-24,-0.246377,-17
234,2005,1,1,4,3,5,5,-0.666667,-2,-0.8,-4,-0.8,-4,36047023400,11204,0,58,62,86,-0.064516,-4,-0.325581,-28
234,2005,2,3,1,1,1,1,2,2,2,2,2,2,36047023400,11204,0,56,63,74,-0.111111,-7,-0.243243,-18
234,2005,3,3,3,6,4,4,-0.5,-3,-0.25,-1,-0.25,-1,36047023400,11204,0,49,66,72,-0.257576,-17,-0.319444,-23
234,2005,4,6,3,1,4,4,5,5,0.5,2,0.5,2,36047023400,11204,0,63,56,48,0.125,7,0.3125,15
234,2005,5,1,6,3,5,5,-0.666667,-2,-0.8,-4,-0.8,-4,36047023400,11204,0,49,57,61,-0.140351,-8,-0.196721,-12
234,2006,0,1,1,4,3,3,-0.75,-3,-0.666667,-2,-0.666667,-2,36047023400,11204,0,54,52,61,0.038462,2,-0.114754,-7
234,2006,1,1,1,1,4,4,0,0,-0.75,-3,-0.75,-3,36047023400,11204,0,42,58,68,-0.275862,-16,-0.382353,-26
234,2006,2,1,1,3,5,5,-0.666667,-2,-0.8,-4,-0.8,-4,36047023400,11204,0,51,56,73,-0.089286,-5,-0.30137,-22
234,2006,3,3,1,3,3,3,0,0,0,0,0,0,36047023400,11204,0,50,49,67,0.020408,1,-0.253731,-17
234,2006,4,2,3,6,4,4,-0.666667,-4,-0.5,-2,-0.5,-2,36047023400,11204,0,47,63,59,-0.253968,-16,-0.20339,-12
234,2006,5,7,2,1,4,4,6,6,0.75,3,0.75,3,36047023400,11204,0,56,49,49,0.142857,7,0.142857,7
234,2007,0,1,1,1,2,2,0,0,-0.5,-1,-0.5,-1,36047023400,11204,0,54,54,76,0,0,-0.289474,-22
234,2007,1,2,1,1,3,3,1,1,-0.333333,-1,-0.333333,-1,36047023400,11204,1,48,42,62,0.142857,6,-0.225806,-14
234,2007,3,1,0,3,6,6,-0.666667,-2,-0.833333,-5,-0.833333,-5,36047023400,11204,0,46,50,66,-0.08,-4,-0.30303,-20
234,2007,4,4,1,2,1,1,1,2,3,3,3,3,36047023400,11204,0,41,47,56,-0.12766,-6,-0.267857,-15
234,2007,5,3,4,7,3,3,-0.571429,-4,0,0,0,0,36047023400,11204,0,43,56,57,-0.232143,-13,-0.245614,-14
234,2008,0,3,3,1,4,4,2,2,-0.25,-1,-0.25,-1,36047023400,11204,0,56,54,52,0.037037,2,0.076923,4
234,2008,1,2,3,2,1,1,0,0,1,1,1,1,36047023400,11204,1,52,48,58,0.083333,4,-0.103448,-6
234,2008,2,2,2,0,3,3,1,2,-0.333333,-1,-0.333333,-1,36047023400,11204,1,43,39,56,0.102564,4,-0.232143,-13
234,2008,3,2,2,1,3,3,1,1,-0.333333,-1,-0.333333,-1,36047023400,11204,0,43,46,49,-0.065217,-3,-0.122449,-6
234,2008,4,2,2,4,6,6,-0.5,-2,-0.666667,-4,-0.666667,-4,36047023400,11204,0,46,41,63,0.121951,5,-0.269841,-17
234,2008,5,5,2,3,1,1,0.666667,2,4,4,4,4,36047023400,11204,0,41,43,49,-0.046512,-2,-0.163265,-8
234,2009,0,3,3,3,1,1,0,0,2,2,2,2,36047023400,11204,0,55,56,54,-0.017857,-1,0.018519,1
234,2009,1,7,3,2,1,1,2.5,5,6,6,6,6,36047023400,11204,0,76,52,42,0.461538,24,0.809524,34
234,2009,2,1,7,2,1,1,-0.5,-1,0,0,0,0,36047023400,11204,0,50,43,51,0.162791,7,-0.019608,-1
234,2009,3,1,1,2,3,3,-0.5,-1,-0.666667,-2,-0.666667,-2,36047023400,11204,0,42,43,50,-0.023256,-1,-0.16,-8
234,2009,4,2,1,2,2,2,0,0,0,0,0,0,36047023400,11204,0,46,46,47,0,0,-0.021277,-1
234,2009,5,3,2,5,7,7,-0.4,-2,-0.571429,-4,-0.571429,-4,36047023400,11204,0,42,41,56,0.02439,1,-0.25,-14
234,2010,0,4,4,3,1,1,0.333333,1,3,3,3,3,36047023400,11204,0,74,55,54,0.345455,19,0.37037,20
234,2010,1,5,4,7,2,2,-0.285714,-2,1.5,3,1.5,3,36047023400,11204,0,56,76,48,-0.263158,-20,0.166667,8
234,2010,2,8,5,1,0,0,7,7,1,8,1,8,36047023400,11204,0,74,50,39,0.48,24,0.897436,35
234,2010,3,1,8,1,1,1,0,0,0,0,0,0,36047023400,11204,0,49,42,46,0.166667,7,0.065217,3
234,2010,4,3,1,2,4,4,0.5,1,-0.25,-1,-0.25,-1,36047023400,11204,0,47,46,41,0.021739,1,0.146341,6
234,2010,5,1,3,3,3,3,-0.666667,-2,-0.666667,-2,-0.666667,-2,36047023400,11204,0,48,42,43,0.142857,6,0.116279,5
236,2001,0,5,5,5,5,5,0,0,0,0,0,0,36047023600,11204,1,44,44,44,0,0,0,0
236,2001,1,4,5,4,4,4,0,0,0,0,0,0,36047023600,11204,0,60,60,60,0,0,0,0
236,2001,2,8,4,8,8,8,0,0,0,0,0,0,36047023600,11204,0,52,52,52,0,0,0,0
236,2001,3,9,8,9,9,9,0,0,0,0,0,0,36047023600,11204,0,42,42,42,0,0,0,0
236,2001,4,7,9,7,7,7,0,0,0,0,0,0,36047023600,11204,0,43,43,43,0,0,0,0
236,2001,5,6,7,6,6,6,0,0,0,0,0,0,36047023600,11204,0,43,43,43,0,0,0,0
236,2002,0,4,4,5,4,4,-0.2,-1,0,0,0,0,36047023600,11204,0,40,44,40,-0.090909,-4,0,0
236,2002,1,7,4,4,7,7,0.75,3,0,0,0,0,36047023600,11204,1,52,60,52,-0.133333,-8,0,0
236,2002,2,4,7,8,4,4,-0.5,-4,0,0,0,0,36047023600,11204,0,54,52,54,0.038462,2,0,0
236,2002,3,7,4,9,7,7,-0.222222,-2,0,0,0,0,36047023600,11204,0,50,42,50,0.190476,8,0,0
236,2002,4,6,7,7,6,6,-0.142857,-1,0,0,0,0,36047023600,11204,0,40,43,40,-0.069767,-3,0,0
236,2002,5,10,6,6,10,10,0.666667,4,0,0,0,0,36047023600,11204,0,48,43,48,0.116279,5,0,0
236,2003,0,10,10,4,10,10,1.5,6,0,0,0,0,36047023600,11204,0,30,40,30,-0.25,-10,0,0
236,2003,1,3,10,7,3,3,-0.571429,-4,0,0,0,0,36047023600,11204,0,45,52,45,-0.134615,-7,0,0
236,2003,2,7,3,4,7,7,0.75,3,0,0,0,0,36047023600,11204,1,48,54,48,-0.111111,-6,0,0
236,2003,3,6,7,7,6,6,-0.142857,-1,0,0,0,0,36047023600,11204,0,45,50,45,-0.1,-5,0,0
236,2003,4,6,6,6,6,6,0,0,0,0,0,0,36047023600,11204,0,43,40,43,0.075,3,0,0
236,2003,5,6,6,10,6,6,-0.4,-4,0,0,0,0,36047023600,11204,0,39,48,39,-0.1875,-9,0,0
236,2004,0,6,6,10,5,5,-0.4,-4,0.2,1,0.2,1,36047023600,11204,0,47,30,44,0.566667,17,0.068182,3
236,2004,1,12,6,3,4,4,3,9,2,8,2,8,36047023600,11204,0,32,45,60,-0.288889,-13,-0.466667,-28
236,2004,2,3,12,7,8,8,-0.571429,-4,-0.625,-5,-0.625,-5,36047023600,11204,0,37,48,52,-0.229167,-11,-0.288462,-15
236,2004,3,2,3,6,9,9,-0.666667,-4,-0.777778,-7,-0.777778,-7,36047023600,11204,1,46,45,42,0.022222,1,0.095238,4
236,2004,4,4,2,6,7,7,-0.333333,-2,-0.428571,-3,-0.428571,-3,36047023600,11204,0,41,43,43,-0.046512,-2,-0.046512,-2
236,2004,5,6,4,6,6,6,0,0,0,0,0,0,36047023600,11204,0,43,39,43,0.102564,4,0,0
236,2005,0,6,6,6,4,4,0,0,0.5,2,0.5,2,36047023600,11204,0,31,47,40,-0.340426,-16,-0.225,-9
236,2005,1,5,6,12,7,7,-0.583333,-7,-0.285714,-2,-0.285714,-2,36047023600,11204,0,40,32,52,0.25,8,-0.230769,-12
236,2005,2,12,5,3,4,4,3,9,2,8,2,8,36047023600,11204,0,25,37,54,-0.324324,-12,-0.537037,-29
236,2005,3,3,12,2,7,7,0.5,1,-0.571429,-4,-0.571429,-4,36047023600,11204,0,35,46,50,-0.23913,-11,-0.3,-15
236,2005,4,2,3,4,6,6,-0.5,-2,-0.666667,-4,-0.666667,-4,36047023600,11204,1,44,41,40,0.073171,3,0.1,4
236,2005,5,6,2,6,10,10,0,0,-0.4,-4,-0.4,-4,36047023600,11204,0,35,43,48,-0.186047,-8,-0.270833,-13
236,2006,0,3,3,6,10,10,-0.5,-3,-0.7,-7,-0.7,-7,36047023600,11204,1,38,31,30,0.225806,7,0.266667,8
236,2006,1,5,3,5,3,3,0,0,0.666667,2,0.666667,2,36047023600,11204,0,30,40,45,-0.25,-10,-0.333333,-15
236,2006,2,4,5,12,7,7,-0.666667,-8,-0.428571,-3,-0.428571,-3,36047023600,11204,0,33,25,48,0.32,8,-0.3125,-15
236,2006,3,9,4,3,6,6,2,6,0.5,3,0.5,3,36047023600,11204,0,27,35,45,-0.228571,-8,-0.4,-18
236,2006,4,2,9,2,6,6,0,0,-0.666667,-4,-0.666667,-4,36047023600,11204,0,30,44,43,-0.318182,-14,-0.302326,-13
236,2006,5,3,2,6,6,6,-0.5,-3,-0.5,-3,-0.5,-3,36047023600,11204,0,44,35,39,0.257143,9,0.128205,5
236,2007,0,2,2,3,6,6,-0.333333,-1,-0.666667,-4,-0.666667,-4,36047023600,11204,0,37,38,47,-0.026316,-1,-0.212766,-10
236,2007,1,1,2,5,12,12,-0.8,-4,-0.916667,-11,-0.916667,-11,36047023600,11204,1,32,30,32,0.066667,2,0,0
236,2007,2,5,1,4,3,3,0.25,1,0.666667,2,0.666667,2,36047023600,11204,0,26,33,37,-0.212121,-7,-0.297297,-11
236,2007,3,2,5,9,2,2,-0.777778,-7,0,0,0,0,36047023600,11204,0,30,27,46,0.111111,3,-0.347826,-16
236,2007,4,6,2,2,4,4,2,4,0.5,2,0.5,2,36047023600,11204,0,25,30,41,-0.166667,-5,-0.390244,-16
236,2007,5,2,6,3,6,6,-0.333333,-1,-0.666667,-4,-0.666667,-4,36047023600,11204,0,28,44,43,-0.363636,-16,-0.348837,-15
236,2008,0,9,9,2,6,6,3.5,7,0.5,3,0.5,3,36047023600,11204,1,42,37,31,0.135135,5,0.354839,11
236,2008,1,2,9,1,5,5,1,1,-0.6,-3,-0.6,-3,36047023600,11204,0,27,32,40,-0.15625,-5,-0.325,-13
236,2008,2,1,2,5,12,12,-0.8,-4,-0.916667,-11,-0.916667,-11,36047023600,11204,1,26,26,25,0,0,0.04,1
236,2008,3,5,1,2,3,3,1.5,3,0.666667,2,0.666667,2,36047023600,11204,0,26,30,35,-0.133333,-4,-0.257143,-9
236,2008,4,4,5,6,2,2,-0.333333,-2,1,2,1,2,36047023600,11204,0,31,25,44,0.24,6,-0.295455,-13
236,2008,5,5,4,2,6,6,1.5,3,-0.166667,-1,-0.166667,-1,36047023600,11204,0,28,28,35,0,0,-0.2,-7
236,2009,0,3,3,9,3,3,-0.666667,-6,0,0,0,0,36047023600,11204,0,43,42,38,0.02381,1,0.131579,5
236,2009,1,11,3,2,5,5,4.5,9,1.2,6,1.2,6,36047023600,11204,0,59,27,30,1.185185,32,0.966667,29
236,2009,2,3,11,1,4,4,2,2,-0.25,-1,-0.25,-1,36047023600,11204,0,27,26,33,0.038462,1,-0.181818,-6
236,2009,4,4,0,4,2,2,0,0,1,2,1,2,36047023600,11204,0,30,31,30,-0.032258,-1,0,0
236,2009,5,3,4,5,3,3,-0.4,-2,0,0,0,0,36047023600,11204,0,26,28,44,-0.071429,-2,-0.409091,-18
