CensusTract,SchoolYear,GradeLevel,Count,PreviousGrade,PreviousYear,PreviousThreeYear,PreviousFiveYear,OneYearPercentGrowth,OneYearGrowth,ThreeYearPercentGrowth,ThreeYearGrowth,FiveYearPercentGrowth,FiveYearGrowth,LongTract,Zip,Y,NeighborCount,NeighborPreviousCount,NeighborPreviousThreeCount,NeighborOneYearPercentGrowth,NeighborOnYearGrowth,NeighborThreeYearPercentGrowth,NeighborThreeYearGrowth
132,2003,1,19,15,18,19,19,0.055556,1,0,0,0,0,36047013200,11220,0,101,106,101,-0.04717,-5,0,0
132,2003,2,17,19,26,17,17,-0.346154,-9,0,0,0,0,36047013200,11220,1,104,114,104,-0.087719,-10,0,0
132,2003,3,23,17,20,23,23,0.15,3,0,0,0,0,36047013200,11220,1,120,112,120,0.071429,8,0,0
132,2003,4,18,23,28,18,18,-0.357143,-10,0,0,0,0,36047013200,11220,1,121,113,121,0.070796,8,0,0
132,2003,5,22,18,24,22,22,-0.083333,-2,0,0,0,0,36047013200,11220,1,109,129,109,-0.155039,-20,0,0
132,2004,0,19,19,15,21,21,0.266667,4,-0.095238,-2,-0.095238,-2,36047013200,11220,1,100,83,96,0.204819,17,0.041667,4
132,2004,1,20,19,19,18,18,0.052632,1,0.111111,2,0.111111,2,36047013200,11220,1,90,101,99,-0.108911,-11,-0.090909,-9
132,2004,2,21,20,17,19,19,0.235294,4,0.105263,2,0.105263,2,36047013200,11220,0,97,104,117,-0.067308,-7,-0.17094,-20
132,2004,3,25,21,23,25,25,0.086957,2,0,0,0,0,36047013200,11220,0,113,120,108,-0.058333,-7,0.046296,5
132,2004,4,27,25,18,24,24,0.5,9,0.125,3,0.125,3,36047013200,11220,0,110,121,110,-0.090909,-11,0,0
132,2004,5,20,27,22,15,15,-0.090909,-2,0.333333,5,0.333333,5,36047013200,11220,1,118,109,88,0.082569,9,0.340909,30
132,2005,0,16,16,19,17,17,-0.157895,-3,-0.058824,-1,-0.058824,-1,36047013200,11220,1,93,100,94,-0.07,-7,-0.010638,-1
132,2005,1,19,16,20,18,18,-0.05,-1,0.055556,1,0.055556,1,36047013200,11220,0,106,90,106,0.177778,16,0,0
132,2005,2,20,19,21,26,26,-0.047619,-1,-0.230769,-6,-0.230769,-6,36047013200,11220,1,92,97,114,-0.051546,-5,-0.192982,-22
132,2005,3,26,20,25,20,20,0.04,1,0.3,6,0.3,6,36047013200,11220,0,105,113,112,-0.070796,-8,-0.0625,-7
132,2005,4,26,26,27,28,28,-0.037037,-1,-0.071429,-2,-0.071429,-2,36047013200,11220,0,108,110,113,-0.018182,-2,-0.044248,-5
132,2005,5,29,26,20,24,24,0.45,9,0.208333,5,0.208333,5,36047013200,11220,0,117,118,129,-0.008475,-1,-0.093023,-12
132,2006,0,25,25,16,15,15,0.5625,9,0.666667,10,0.666667,10,36047013200,11220,0,103,93,83,0.107527,10,0.240964,20
132,2006,1,25,25,19,19,19,0.315789,6,0.315789,6,0.315789,6,36047013200,11220,0,102,106,101,-0.037736,-4,0.009901,1
132,2006,2,19,25,20,17,17,-0.05,-1,0.117647,2,0.117647,2,36047013200,11220,0,108,92,104,0.173913,16,0.038462,4
132,2006,3,23,19,26,23,23,-0.115385,-3,0,0,0,0,36047013200,11220,1,90,105,120,-0.142857,-15,-0.25,-30
132,2006,4,27,23,26,18,18,0.038462,1,0.5,9,0.5,9,36047013200,11220,0,103,108,121,-0.046296,-5,-0.14876,-18
132,2006,5,24,27,29,22,22,-0.172414,-5,0.090909,2,0.090909,2,36047013200,11220,0,105,117,109,-0.102564,-12,-0.036697,-4
132,2007,0,26,26,25,19,19,0.04,1,0.368421,7,0.368421,7,36047013200,11220,0,86,103,100,-0.165049,-17,-0.14,-14
132,2007,1,18,26,25,20,20,-0.28,-7,-0.1,-2,-0.1,-2,36047013200,11220,1,103,102,90,0.009804,1,0.144444,13
132,2007,2,27,18,19,21,21,0.421053,8,0.285714,6,0.285714,6,36047013200,11220,0,114,108,97,0.055556,6,0.175258,17
132,2007,3,15,27,23,25,25,-0.347826,-8,-0.4,-10,-0.4,-10,36047013200,11220,1,102,90,113,0.133333,12,-0.097345,-11
132,2007,4,25,15,27,27,27,-0.074074,-2,-0.074074,-2,-0.074074,-2,36047013200,11220,0,87,103,110,-0.15534,-16,-0.209091,-23
132,2007,5,24,25,24,20,20,0,0,0.2,4,0.2,4,36047013200,11220,0,100,105,118,-0.047619,-5,-0.152542,-18
132,2008,0,25,25,26,16,16,-0.038462,-1,0.5625,9,0.5625,9,36047013200,11220,0,109,86,93,0.267442,23,0.172043,16
132,2008,1,27,25,18,19,19,0.5,9,0.421053,8,0.421053,8,36047013200,11220,0,101,103,106,-0.019417,-2,-0.04717,-5
132,2008,2,19,27,27,20,20,-0.296296,-8,-0.05,-1,-0.05,-1,36047013200,11220,1,110,114,92,-0.035088,-4,0.195652,18
132,2008,3,26,19,15,26,26,0.733333,11,0,0,0,0,36047013200,11220,1,120,102,105,0.176471,18,0.142857,15
132,2008,4,18,26,25,26,26,-0.28,-7,-0.307692,-8,-0.307692,-8,36047013200,11220,0,111,87,108,0.275862,24,0.027778,3
132,2008,5,26,18,24,29,29,0.083333,2,-0.103448,-3,-0.103448,-3,36047013200,11220,0,102,100,117,0.02,2,-0.128205,-15
132,2009,0,21,21,25,25,25,-0.16,-4,-0.16,-4,-0.16,-4,36047013200,11220,0,110,109,103,0.009174,1,0.067961,7
132,2009,1,32,21,27,25,25,0.185185,5,0.28,7,0.28,7,36047013200,11220,0,125,101,102,0.237624,24,0.22549,23
132,2009,2,29,32,19,19,19,0.526316,10,0.526316,10,0.526316,10,36047013200,11220,0,120,110,108,0.090909,10,0.111111,12
132,2009,3,22,29,26,23,23,-0.153846,-4,-0.043478,-1,-0.043478,-1,36047013200,11220,0,118,120,90,-0.016667,-2,0.311111,28
132,2009,4,25,22,18,27,27,0.388889,7,-0.074074,-2,-0.074074,-2,36047013200,11220,0,129,111,103,0.162162,18,0.252427,26
132,2009,5,19,25,26,24,24,-0.269231,-7,-0.208333,-5,-0.208333,-5,36047013200,11220,0,123,102,105,0.205882,21,0.171429,18
132,2010,0,26,26,21,26,26,0.238095,5,0,0,0,0,36047013200,11220,0,124,110,86,0.127273,14,0.44186,38
132,2010,1,28,26,32,18,18,-0.125,-4,0.555556,10,0.555556,10,36047013200,11220,0,138,125,103,0.104,13,0.339806,35
132,2010,2,30,28,29,27,27,0.034483,1,0.111111,3,0.111111,3,36047013200,11220,0,136,120,114,0.133333,16,0.192982,22
132,2010,3,32,30,22,15,15,0.454545,10,1.133333,17,1.133333,17,36047013200,11220,0,126,118,102,0.067797,8,0.235294,24
132,2010,4,20,32,25,25,25,-0.2,-5,-0.2,-5,-0.2,-5,36047013200,11220,0,125,129,87,-0.031008,-4,0.436782,38
132,2010,5,28,20,19,24,24,0.473684,9,0.166667,4,0.166667,4,36047013200,11220,0,142,123,100,0.154472,19,0.42,42
134,2001,0,24,24,24,24,24,0,0,0,0,0,0,36047013400,11209,1,126,126,126,0,0,0,0
134,2001,1,32,24,32,32,32,0,0,0,0,0,0,36047013400,11209,0,118,118,118,0,0,0,0
134,2001,2,31,32,31,31,31,0,0,0,0,0,0,36047013400,11209,0,130,130,130,0,0,0,0
134,2001,3,31,31,31,31,31,0,0,0,0,0,0,36047013400,11209,1,141,141,141,0,0,0,0
134,2001,4,35,31,35,35,35,0,0,0,0,0,0,36047013400,11209,0,109,109,109,0,0,0,0
134,2001,5,16,35,16,16,16,0,0,0,0,0,0,36047013400,11209,1,116,116,116,0,0,0,0
134,2002,0,29,29,24,29,29,0.208333,5,0,0,0,0,36047013400,11209,1,108,126,108,-0.142857,-18,0,0
134,2002,1,24,29,32,24,24,-0.25,-8,0,0,0,0,36047013400,11209,1,129,118,129,0.09322,11,0,0
134,2002,2,39,24,31,39,39,0.258065,8,0,0,0,0,36047013400,11209,0,130,130,130,0,0,0,0
134,2002,3,31,39,31,31,31,0,0,0,0,0,0,36047013400,11209,0,131,141,131,-0.070922,-10,0,0
134,2002,4,33,31,35,33,33,-0.057143,-2,0,0,0,0,36047013400,11209,0,141,109,141,0.293578,32,0,0
134,2002,5,40,33,16,40,40,1.5,24,0,0,0,0,36047013400,11209,0,122,116,122,0.051724,6,0,0
134,2003,0,31,31,29,31,31,0.068966,2,0,0,0,0,36047013400,11209,0,109,108,109,0.009259,1,0,0
134,2003,1,30,31,24,30,30,0.25,6,0,0,0,0,36047013400,11209,0,118,129,118,-0.085271,-11,0,0
134,2003,2,28,30,39,28,28,-0.282051,-11,0,0,0,0,36047013400,11209,0,126,130,126,-0.030769,-4,0,0
134,2003,3,38,28,31,38,38,0.225806,7,0,0,0,0,36047013400,11209,0,144,131,144,0.099237,13,0,0
134,2003,4,34,38,33,34,34,0.030303,1,0,0,0,0,36047013400,11209,0,136,141,136,-0.035461,-5,0,0
134,2003,5,30,34,40,30,30,-0.25,-10,0,0,0,0,36047013400,11209,0,133,122,133,0.090164,11,0,0
134,2004,0,32,32,31,24,24,0.032258,1,0.333333,8,0.333333,8,36047013400,11209,0,130,109,126,0.192661,21,0.031746,4
134,2004,1,32,32,30,32,32,0.066667,2,0,0,0,0,36047013400,11209,0,115,118,118,-0.025424,-3,-0.025424,-3
134,2004,2,30,32,28,31,31,0.071429,2,-0.032258,-1,-0.032258,-1,36047013400,11209,0,121,126,130,-0.039683,-5,-0.069231,-9
134,2004,3,33,30,38,31,31,-0.131579,-5,0.064516,2,0.064516,2,36047013400,11209,0,130,144,141,-0.097222,-14,-0.078014,-11
134,2004,4,31,33,34,35,35,-0.088235,-3,-0.114286,-4,-0.114286,-4,36047013400,11209,0,140,136,109,0.029412,4,0.284404,31
134,2004,5,33,31,30,16,16,0.1,3,1.0625,17,1.0625,17,36047013400,11209,0,132,133,116,-0.007519,-1,0.137931,16
134,2005,0,27,27,32,29,29,-0.15625,-5,-0.068966,-2,-0.068966,-2,36047013400,11209,1,123,130,108,-0.053846,-7,0.138889,15
134,2005,1,29,27,32,24,24,-0.09375,-3,0.208333,5,0.208333,5,36047013400,11209,0,137,115,129,0.191304,22,0.062016,8
134,2005,2,30,29,30,39,39,0,0,-0.230769,-9,-0.230769,-9,36047013400,11209,1,128,121,130,0.057851,7,-0.015385,-2
134,2005,3,31,30,33,31,31,-0.060606,-2,0,0,0,0,36047013400,11209,0,126,130,131,-0.030769,-4,-0.038168,-5
134,2005,4,28,31,31,33,33,-0.096774,-3,-0.151515,-5,-0.151515,-5,36047013400,11209,1,133,140,141,-0.05,-7,-0.056738,-8
134,2005,5,31,28,33,40,40,-0.060606,-2,-0.225,-9,-0.225,-9,36047013400,11209,0,155,132,122,0.174242,23,0.270492,33
134,2006,0,25,25,27,31,31,-0.074074,-2,-0.193548,-6,-0.193548,-6,36047013400,11209,1,139,123,109,0.130081,16,0.275229,30
134,2006,1,31,25,29,30,30,0.068966,2,0.033333,1,0.033333,1,36047013400,11209,0,122,137,118,-0.109489,-15,0.033898,4
134,2006,2,32,31,30,28,28,0.066667,2,0.142857,4,0.142857,4,36047013400,11209,0,138,128,126,0.078125,10,0.095238,12
134,2006,3,33,32,31,38,38,0.064516,2,-0.131579,-5,-0.131579,-5,36047013400,11209,1,117,126,144,-0.071429,-9,-0.1875,-27
134,2006,4,30,33,28,34,34,0.071429,2,-0.117647,-4,-0.117647,-4,36047013400,11209,0,131,133,136,-0.015038,-2,-0.036765,-5
134,2006,5,24,30,31,30,30,-0.225806,-7,-0.2,-6,-0.2,-6,36047013400,11209,1,138,155,133,-0.109677,-17,0.037594,5
134,2007,0,31,31,25,32,32,0.24,6,-0.03125,-1,-0.03125,-1,36047013400,11209,0,128,139,130,-0.079137,-11,-0.015385,-2
134,2007,1,22,31,31,32,32,-0.290323,-9,-0.3125,-10,-0.3125,-10,36047013400,11209,1,128,122,115,0.04918,6,0.113043,13
134,2007,2,34,22,32,30,30,0.0625,2,0.133333,4,0.133333,4,36047013400,11209,0,124,138,121,-0.101449,-14,0.024793,3
134,2007,3,33,34,33,33,33,0,0,0,0,0,0,36047013400,11209,0,130,117,130,0.111111,13,0,0
134,2007,4,31,33,30,31,31,0.033333,1,0,0,0,0,36047013400,11209,1,113,131,140,-0.137405,-18,-0.192857,-27
134,2007,5,27,31,24,33,33,0.125,3,-0.181818,-6,-0.181818,-6,36047013400,11209,1,125,138,132,-0.094203,-13,-0.05303,-7
134,2008,0,32,32,31,27,27,0.032258,1,0.185185,5,0.185185,5,36047013400,11209,1,120,128,123,-0.0625,-8,-0.02439,-3
134,2008,1,32,32,22,29,29,0.454545,10,0.103448,3,0.103448,3,36047013400,11209,1,141,128,137,0.101563,13,0.029197,4
134,2008,2,21,32,34,30,30,-0.382353,-13,-0.3,-9,-0.3,-9,36047013400,11209,1,126,124,128,0.016129,2,-0.015625,-2
134,2008,3,36,21,33,31,31,0.090909,3,0.16129,5,0.16129,5,36047013400,11209,0,117,130,126,-0.1,-13,-0.071429,-9
134,2008,4,31,36,31,28,28,0,0,0.107143,3,0.107143,3,36047013400,11209,0,127,113,133,0.123894,14,-0.045113,-6
134,2008,5,31,31,27,31,31,0.148148,4,0,0,0,0,36047013400,11209,1,129,125,155,0.032,4,-0.167742,-26
134,2009,0,28,28,32,25,25,-0.125,-4,0.12,3,0.12,3,36047013400,11209,0,140,120,139,0.166667,20,0.007194,1
134,2009,1,36,28,32,31,31,0.125,4,0.16129,5,0.16129,5,36047013400,11209,0,147,141,122,0.042553,6,0.204918,25
134,2009,2,33,36,21,32,32,0.571429,12,0.03125,1,0.03125,1,36047013400,11209,0,152,126,138,0.206349,26,0.101449,14
134,2009,3,21,33,36,33,33,-0.416667,-15,-0.363636,-12,-0.363636,-12,36047013400,11209,0,129,117,117,0.102564,12,0.102564,12
134,2009,4,35,21,31,30,30,0.129032,4,0.166667,5,0.166667,5,36047013400,11209,0,126,127,131,-0.007874,-1,-0.038168,-5
134,2009,5,31,35,31,24,24,0,0,0.291667,7,0.291667,7,36047013400,11209,0,123,129,138,-0.046512,-6,-0.108696,-15
134,2010,0,37,37,28,31,31,0.321429,9,0.193548,6,0.193548,6,36047013400,11209,0,157,140,128,0.121429,17,0.226563,29
134,2010,1,41,37,36,22,22,0.138889,5,0.863636,19,0.863636,19,36047013400,11209,0,154,147,128,0.047619,7,0.203125,26
134,2010,2,41,41,33,34,34,0.242424,8,0.205882,7,0.205882,7,36047013400,11209,0,143,152,124,-0.059211,-9,0.153226,19
134,2010,3,32,41,21,33,33,0.52381,11,-0.030303,-1,-0.030303,-1,36047013400,11209,0,152,129,130,0.178295,23,0.169231,22
134,2010,4,25,32,35,31,31,-0.285714,-10,-0.193548,-6,-0.193548,-6,36047013400,11209,0,121,126,113,-0.039683,-5,0.070796,8
134,2010,5,36,25,31,27,27,0.16129,5,0.333333,9,0.333333,9,36047013400,11209,0,134,123,125,0.089431,11,0.072,9
136,2001,0,31,31,31,31,31,0,0,0,0,0,0,36047013600,11209,0,129,129,129,0,0,0,0
136,2001,1,22,31,22,22,22,0,0,0,0,0,0,36047013600,11209,1,172,172,172,0,0,0,0
136,2001,2,24,22,24,24,24,0,0,0,0,0,0,36047013600,11209,1,149,149,149,0,0,0,0
136,2001,3,33,24,33,33,33,0,0,0,0,0,0,36047013600,11209,0,144,144,144,0,0,0,0
136,2001,4,18,33,18,18,18,0,0,0,0,0,0,36047013600,11209,1,116,116,116,0,0,0,0
136,2001,5,24,18,24,24,24,0,0,0,0,0,0,36047013600,11209,1,120,120,120,0,0,0,0
136,2002,0,21,21,31,21,21,-0.322581,-10,0,0,0,0,36047013600,11209,1,159,129,159,0.232558,30,0,0
136,2002,1,29,21,22,29,29,0.318182,7,0,0,0,0,36047013600,11209,0,132,172,132,-0.232558,-40,0,0
136,2002,2,22,29,24,22,22,-0.083333,-2,0,0,0,0,36047013600,11209,1,171,149,171,0.147651,22,0,0
136,2002,3,26,22,33,26,26,-0.212121,-7,0,0,0,0,36047013600,11209,0,145,144,145,0.006944,1,0,0
136,2002,4,31,26,18,31,31,0.722222,13,0,0,0,0,36047013600,11209,0,148,116,148,0.275862,32,0,0
136,2002,5,20,31,24,20,20,-0.166667,-4,0,0,0,0,36047013600,11209,1,124,120,124,0.033333,4,0,0
136,2003,0,23,23,21,23,23,0.095238,2,0,0,0,0,36047013600,11209,0,137,159,137,-0.138365,-22,0,0
136,2003,1,26,23,29,26,26,-0.103448,-3,0,0,0,0,36047013600,11209,1,152,132,152,0.151515,20,0,0
136,2003,2,29,26,22,29,29,0.318182,7,0,0,0,0,36047013600,11209,0,136,171,136,-0.204678,-35,0,0
136,2003,3,24,29,26,24,24,-0.076923,-2,0,0,0,0,36047013600,11209,0,172,145,172,0.186207,27,0,0
136,2003,4,30,24,31,30,30,-0.032258,-1,0,0,0,0,36047013600,11209,0,147,148,147,-0.006757,-1,0,0
136,2003,5,28,30,20,28,28,0.4,8,0,0,0,0,36047013600,11209,0,152,124,152,0.225806,28,0,0
136,2004,0,34,34,23,31,31,0.478261,11,0.096774,3,0.096774,3,36047013600,11209,0,143,137,129,0.043796,6,0.108527,14
136,2004,1,24,34,26,22,22,-0.076923,-2,0.090909,2,0.090909,2,36047013600,11209,0,136,152,172,-0.105263,-16,-0.209302,-36
136,2004,2,25,24,29,24,24,-0.137931,-4,0.041667,1,0.041667,1,36047013600,11209,1,150,136,149,0.102941,14,0.006711,1
136,2004,3,27,25,24,33,33,0.125,3,-0.181818,-6,-0.181818,-6,36047013600,11209,1,145,172,144,-0.156977,-27,0.006944,1
136,2004,4,22,27,30,18,18,-0.266667,-8,0.222222,4,0.222222,4,36047013600,11209,1,159,147,116,0.081633,12,0.37069,43
136,2004,5,28,22,28,24,24,0,0,0.166667,4,0.166667,4,36047013600,11209,0,152,152,120,0,0,0.266667,32
136,2005,0,22,22,34,21,21,-0.352941,-12,0.047619,1,0.047619,1,36047013600,11209,1,147,143,159,0.027972,4,-0.075472,-12
136,2005,1,31,22,24,29,29,0.291667,7,0.068966,2,0.068966,2,36047013600,11209,1,153,136,132,0.125,17,0.159091,21
136,2005,2,29,31,25,22,22,0.16,4,0.318182,7,0.318182,7,36047013600,11209,0,142,150,171,-0.053333,-8,-0.169591,-29
136,2005,3,25,29,27,26,26,-0.074074,-2,-0.038462,-1,-0.038462,-1,36047013600,11209,1,145,145,145,0,0,0,0
136,2005,4,27,25,22,31,31,0.227273,5,-0.129032,-4,-0.129032,-4,36047013600,11209,0,143,159,148,-0.100629,-16,-0.033784,-5
136,2005,5,25,27,28,20,20,-0.107143,-3,0.25,5,0.25,5,36047013600,11209,0,160,152,124,0.052632,8,0.290323,36
136,2006,0,35,35,22,23,23,0.590909,13,0.521739,12,0.521739,12,36047013600,11209,0,146,147,137,-0.006803,-1,0.065693,9
136,2006,1,17,35,31,26,26,-0.451613,-14,-0.346154,-9,-0.346154,-9,36047013600,11209,1,143,153,152,-0.065359,-10,-0.059211,-9
136,2006,2,29,17,29,29,29,0,0,0,0,0,0,36047013600,11209,1,156,142,136,0.098592,14,0.147059,20
136,2006,3,30,29,25,24,24,0.2,5,0.25,6,0.25,6,36047013600,11209,0,144,145,172,-0.006897,-1,-0.162791,-28
136,2006,4,26,30,27,30,30,-0.037037,-1,-0.133333,-4,-0.133333,-4,36047013600,11209,0,145,143,147,0.013986,2,-0.013605,-2
136,2006,5,30,26,25,28,28,0.2,5,0.071429,2,0.071429,2,36047013600,11209,0,138,160,152,-0.1375,-22,-0.092105,-14
136,2007,0,28,28,35,34,34,-0.2,-7,-0.176471,-6,-0.176471,-6,36047013600,11209,1,141,146,143,-0.034247,-5,-0.013986,-2
136,2007,1,34,28,17,24,24,1,17,0.416667,10,0.416667,10,36047013600,11209,0,127,143,136,-0.111888,-16,-0.066176,-9
136,2007,2,17,34,29,25,25,-0.413793,-12,-0.32,-8,-0.32,-8,36047013600,11209,1,140,156,150,-0.102564,-16,-0.066667,-10
136,2007,3,30,17,30,27,27,0,0,0.111111,3,0.111111,3,36047013600,11209,1,143,144,145,-0.006944,-1,-0.013793,-2
136,2007,4,28,30,26,22,22,0.076923,2,0.272727,6,0.272727,6,36047013600,11209,0,125,145,159,-0.137931,-20,-0.213836,-34
136,2007,5,26,28,30,28,28,-0.133333,-4,-0.071429,-2,-0.071429,-2,36047013600,11209,0,134,138,152,-0.028986,-4,-0.118421,-18
136,2008,0,26,26,28,22,22,-0.071429,-2,0.181818,4,0.181818,4,36047013600,11209,1,151,141,147,0.070922,10,0.027211,4
136,2008,1,31,26,34,31,31,-0.088235,-3,0,0,0,0,36047013600,11209,1,146,127,153,0.149606,19,-0.045752,-7
136,2008,2,33,31,17,29,29,0.941176,16,0.137931,4,0.137931,4,36047013600,11209,1,118,140,142,-0.157143,-22,-0.169014,-24
136,2008,3,15,33,30,25,25,-0.5,-15,-0.4,-10,-0.4,-10,36047013600,11209,1,141,143,145,-0.013986,-2,-0.027586,-4
136,2008,4,26,15,28,27,27,-0.071429,-2,-0.037037,-1,-0.037037,-1,36047013600,11209,1,134,125,143,0.072,9,-0.062937,-9
136,2008,5,29,26,26,25,25,0.115385,3,0.16,4,0.16,4,36047013600,11209,0,135,134,160,0.007463,1,-0.15625,-25
136,2009,0,36,36,26,35,35,0.384615,10,0.028571,1,0.028571,1,36047013600,11209,0,170,151,146,0.125828,19,0.164384,24
136,2009,1,32,36,31,17,17,0.032258,1,0.882353,15,0.882353,15,36047013600,11209,0,173,146,143,0.184932,27,0.20979,30
136,2009,2,32,32,33,29,29,-0.030303,-1,0.103448,3,0.103448,3,36047013600,11209,0,159,118,156,0.347458,41,0.019231,3
136,2009,3,34,32,15,30,30,1.266667,19,0.133333,4,0.133333,4,36047013600,11209,0,117,141,144,-0.170213,-24,-0.1875,-27
136,2009,4,17,34,26,26,26,-0.346154,-9,-0.346154,-9,-0.346154,-9,36047013600,11209,0,150,134,145,0.119403,16,0.034483,5
136,2009,5,28,17,29,30,30,-0.034483,-1,-0.066667,-2,-0.066667,-2,36047013600,11209,0,145,135,138,0.074074,10,0.050725,7
136,2010,0,37,37,36,28,28,0.027778,1,0.321429,9,0.321429,9,36047013600,11209,0,184,170,141,0.082353,14,0.304965,43
136,2010,1,37,37,32,34,34,0.15625,5,0.088235,3,0.088235,3,36047013600,11209,0,188,173,127,0.086705,15,0.480315,61
136,2010,2,36,37,32,17,17,0.125,4,1.117647,19,1.117647,19,36047013600,11209,0,172,159,140,0.081761,13,0.228571,32
136,2010,3,33,36,34,30,30,-0.029412,-1,0.1,3,0.1,3,36047013600,11209,0,158,117,143,0.350427,41,0.104895,15
136,2010,4,31,33,17,28,28,0.823529,14,0.107143,3,0.107143,3,36047013600,11209,0,121,150,125,-0.193333,-29,-0.032,-4
136,2010,5,23,31,28,26,26,-0.178571,-5,-0.115385,-3,-0.115385,-3,36047013600,11209,0,154,145,134,0.062069,9,0.149254,20
138,2001,0,13,13,13,13,13,0,0,0,0,0,0,36047013800,11209,0,138,138,138,0,0,0,0
138,2001,1,18,13,18,18,18,0,0,0,0,0,0,36047013800,11209,0,160,160,160,0,0,0,0
138,2001,2,6,18,6,6,6,0,0,0,0,0,0,36047013800,11209,1,144,144,144,0,0,0,0
138,2001,3,20,6,20,20,20,0,0,0,0,0,0,36047013800,11209,0,135,135,135,0,0,0,0
138,2001,4,7,20,7,7,7,0,0,0,0,0,0,36047013800,11209,0,95,95,95,0,0,0,0
138,2001,5,15,7,15,15,15,0,0,0,0,0,0,36047013800,11209,0,109,109,109,0,0,0,0
138,2002,0,15,15,13,15,15,0.153846,2,0,0,0,0,36047013800,11209,0,129,138,129,-0.065217,-9,0,0
138,2002,1,12,15,18,12,12,-0.333333,-6,0,0,0,0,36047013800,11209,0,125,160,125,-0.21875,-35,0,0
138,2002,2,16,12,6,16,16,1.666667,10,0,0,0,0,36047013800,11209,0,148,144,148,0.027778,4,0,0
138,2002,3,7,16,20,7,7,-0.65,-13,0,0,0,0,36047013800,11209,1,140,135,140,0.037037,5,0,0
138,2002,4,18,7,7,18,18,1.571429,11,0,0,0,0,36047013800,11209,0,125,95,125,0.315789,30,0,0
138,2002,5,7,18,15,7,7,-0.533333,-8,0,0,0,0,36047013800,11209,0,90,109,90,-0.174312,-19,0,0
138,2003,0,11,11,15,11,11,-0.266667,-4,0,0,0,0,36047013800,11209,1,117,129,117,-0.093023,-12,0,0
138,2003,1,14,11,12,14,14,0.166667,2,0,0,0,0,36047013800,11209,1,128,125,128,0.024,3,0,0
138,2003,2,14,14,16,14,14,-0.125,-2,0,0,0,0,36047013800,11209,0,123,148,123,-0.168919,-25,0,0
138,2003,3,12,14,7,12,12,0.714286,5,0,0,0,0,36047013800,11209,1,140,140,140,0,0,0,0
138,2003,4,5,12,18,5,5,-0.722222,-13,0,0,0,0,36047013800,11209,1,136,125,136,0.088,11,0,0
138,2003,5,16,5,7,16,16,1.285714,9,0,0,0,0,36047013800,11209,0,134,90,134,0.488889,44,0,0
138,2004,0,15,15,11,13,13,0.363636,4,0.153846,2,0.153846,2,36047013800,11209,0,134,117,138,0.145299,17,-0.028986,-4
138,2004,1,8,15,14,18,18,-0.428571,-6,-0.555556,-10,-0.555556,-10,36047013800,11209,1,120,128,160,-0.0625,-8,-0.25,-40
138,2004,2,14,8,14,6,6,0,0,1.333333,8,1.333333,8,36047013800,11209,1,126,123,144,0.02439,3,-0.125,-18
138,2004,3,17,14,12,20,20,0.416667,5,-0.15,-3,-0.15,-3,36047013800,11209,0,121,140,135,-0.135714,-19,-0.103704,-14
138,2004,4,12,17,5,7,7,1.4,7,0.714286,5,0.714286,5,36047013800,11209,1,147,136,95,0.080882,11,0.547368,52
138,2004,5,6,12,16,15,15,-0.625,-10,-0.6,-9,-0.6,-9,36047013800,11209,1,142,134,109,0.059701,8,0.302752,33
138,2005,0,14,14,15,15,15,-0.066667,-1,-0.066667,-1,-0.066667,-1,36047013800,11209,0,116,134,129,-0.134328,-18,-0.100775,-13
138,2005,1,19,14,8,12,12,1.375,11,0.583333,7,0.583333,7,36047013800,11209,0,129,120,125,0.075,9,0.032,4
138,2005,2,9,19,14,16,16,-0.357143,-5,-0.4375,-7,-0.4375,-7,36047013800,11209,1,117,126,148,-0.071429,-9,-0.209459,-31
138,2005,3,15,9,17,7,7,-0.117647,-2,1.142857,8,1.142857,8,36047013800,11209,1,118,121,140,-0.024793,-3,-0.157143,-22
138,2005,4,15,15,12,18,18,0.25,3,-0.166667,-3,-0.166667,-3,36047013800,11209,0,118,147,125,-0.197279,-29,-0.056,-7
138,2005,5,11,15,6,7,7,0.833333,5,0.571429,4,0.571429,4,36047013800,11209,0,138,142,90,-0.028169,-4,0.533333,48
138,2006,0,15,15,14,11,11,0.071429,1,0.363636,4,0.363636,4,36047013800,11209,1,163,116,117,0.405172,47,0.393162,46
138,2006,1,18,15,19,14,14,-0.052632,-1,0.285714,4,0.285714,4,36047013800,11209,0,106,129,128,-0.178295,-23,-0.171875,-22
138,2006,2,22,18,9,14,14,1.444444,13,0.571429,8,0.571429,8,36047013800,11209,0,115,117,123,-0.017094,-2,-0.065041,-8
138,2006,3,13,22,15,12,12,-0.133333,-2,0.083333,1,0.083333,1,36047013800,11209,0,123,118,140,0.042373,5,-0.121429,-17
138,2006,4,15,13,15,5,5,0,0,2,10,2,10,36047013800,11209,1,111,118,136,-0.059322,-7,-0.183824,-25
138,2006,5,15,15,11,16,16,0.363636,4,-0.0625,-1,-0.0625,-1,36047013800,11209,0,114,138,134,-0.173913,-24,-0.149254,-20
138,2007,0,10,10,15,15,15,-0.333333,-5,-0.333333,-5,-0.333333,-5,36047013800,11209,0,137,163,134,-0.159509,-26,0.022388,3
138,2007,1,12,10,18,8,8,-0.333333,-6,0.5,4,0.5,4,36047013800,11209,1,157,106,120,0.481132,51,0.308333,37
