,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 51,158.3333333,158.3333333,60,7.911392405,60.12658228,108.0617496,45.378,41.09589041,78.68852459,75.40983607,,0,-0.621052631499169,-0.868143459916667,6.6000000002528,0.797237519617754,-0.580073428683409,-0.0943653221825554,0.914754098401344,-0.0416666666084202,-1
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 52.01,2.487562189,12.43781095,22.3880597,9.950248756,14.92537313,9.950248756,0,55.13784461,,,,4.00000000201,0.799999999196,-0.555555555535704,0.499999999598,-0.333333333154667,-1,-,-1,-,-
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 52.02,8.620689655,75.43103448,34.48275862,84.05172414,64.65517241,75.10729614,49.462,95.33898305,80.50847458,108.0508475,,7.749999999855,-0.542857142849567,1.43750000010875,-0.230769230833294,0.161659513700151,-0.341448800023332,0.927519773765719,-0.155555555508938,0.34210526362205,-1
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 54,40.25044723,32.20035778,22.36135957,37.56708408,38.46153846,93.63957597,33.599,23.87267905,244.9160035,53.93457118,,-0.200000000099378,-0.305555555538302,0.680000000107328,0.0238095237334694,1.43462897531739,-0.641188037729214,-0.289482453346826,9.25925925561338,-0.779783393452278,-1
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 55,166.6666667,83.33333333,0,527.027027,527.027027,410.9589041,410.959,845.0704225,757.1428571,471.4285714,,-0.50000000012,-1,-,0,-0.220231822949755,0.00000023335666671921,1.05633754827124,-0.104047619061002,-0.37735849056853,-1
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 56.01,62.5,69.64285714,58.92857143,47.95737123,71.04795737,67.4955595,37.367,31.91489362,72.69503546,23.04964539,,0.11428571424,-0.153846153790927,-0.186177942783365,0.481481481319301,-0.0500000000211126,-0.446378394714989,-0.145906986913587,1.27777777753407,-0.682926829264938,-1
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 56.02,186.8583162,63.6550308,67.76180698,125.2566735,24.64065708,61.18546845,99.029,84.14872798,117.6470588,78.43137255,,-0.659340659305374,0.0645161290221229,0.848484848359633,-0.803278688540296,1.48311026168463,0.618505218782876,-0.150261761908128,0.398084815114041,-0.333333333191667,-1
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 57,206.8965517,396.5517241,325.6704981,318.0952381,152.3809524,99.23664122,92.476,22.09131075,41.32231405,29.51593861,,0.916666666706944,-0.178743961234489,-0.023260504234172,-0.520958083779626,-0.348759542075155,-0.0681264615255586,-0.76111303743674,0.870523416090193,-0.285714285645143,-1
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 58,53.81526104,101.2048193,60.24096386,71.48594378,60.24096386,82.67716535,90.202,81.14374034,94.20849421,71.04247104,,0.880597015496703,-0.404761904851304,0.186666666657813,-0.15730337078023,0.372440944705694,0.0910146667238151,-0.100421938094499,0.161007538169395,-0.245901639382545,-1
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 59,291.4798206,345.2914798,85.20179372,61.67400881,112.3348018,412.2807018,287.582,311.3006397,79.88587732,108.4165478,,0.18461538465761,-0.753246753237726,-0.276141896581658,0.82142857205977,2.67010663831518,-0.302460680928238,0.0824760927318121,-0.743380298232005,0.357142857250153,-1
