CensusTract,SchoolYear,GradeLevel,Count,PreviousGrade,PreviousYear,PreviousThreeYear,PreviousFiveYear,OneYearPercentGrowth,OneYearGrowth,ThreeYearPercentGrowth,ThreeYearGrowth,FiveYearPercentGrowth,FiveYearGrowth,LongTract,Zip
72,2008,4,24,20,26,22,22,-0.076923,-2,0.090909,2,0.090909,2,36047007200,11220
72,2008,5,28,24,19,19,19,0.473684,9,0.473684,9,0.473684,9,36047007200,11220
72,2009,0,21,21,12,28,28,0.75,9,-0.25,-7,-0.25,-7,36047007200,11220
72,2009,1,19,21,21,21,21,-0.095238,-2,-0.095238,-2,-0.095238,-2,36047007200,11220
72,2009,2,24,19,22,23,23,0.090909,2,0.043478,1,0.043478,1,36047007200,11220
72,2009,3,19,24,20,27,27,-0.05,-1,-0.296296,-8,-0.296296,-8,36047007200,11220
72,2009,4,22,19,24,16,16,-0.083333,-2,0.375,6,0.375,6,36047007200,11220
72,2009,5,22,22,28,25,25,-0.214286,-6,-0.12,-3,-0.12,-3,36047007200,11220
72,2010,0,26,26,21,20,20,0.238095,5,0.3,6,0.3,6,36047007200,11220
72,2010,1,21,26,19,25,25,0.105263,2,-0.16,-4,-0.16,-4,36047007200,11220
72,2010,2,20,21,24,18,18,-0.166667,-4,0.111111,2,0.111111,2,36047007200,11220
72,2010,3,21,20,19,21,21,0.105263,2,0,0,0,0,36047007200,11220
72,2010,4,21,21,22,26,26,-0.045455,-1,-0.192308,-5,-0.192308,-5,36047007200,11220
72,2010,5,23,21,22,19,19,0.045455,1,0.210526,4,0.210526,4,36047007200,11220
74,2001,0,89,89,89,89,89,0,0,0,0,0,0,36047007400,11220
74,2001,1,105,89,105,105,105,0,0,0,0,0,0,36047007400,11220
74,2001,2,82,105,82,82,82,0,0,0,0,0,0,36047007400,11220
74,2001,3,81,82,81,81,81,0,0,0,0,0,0,36047007400,11220
74,2001,4,63,81,63,63,63,0,0,0,0,0,0,36047007400,11220
74,2001,5,75,63,75,75,75,0,0,0,0,0,0,36047007400,11220
74,2002,0,82,82,89,82,82,-0.078652,-7,0,0,0,0,36047007400,11220
74,2002,1,94,82,105,94,94,-0.104762,-11,0,0,0,0,36047007400,11220
74,2002,2,98,94,82,98,98,0.195122,16,0,0,0,0,36047007400,11220
74,2002,3,87,98,81,87,87,0.074074,6,0,0,0,0,36047007400,11220
74,2002,4,72,87,63,72,72,0.142857,9,0,0,0,0,36047007400,11220
74,2002,5,62,72,75,62,62,-0.173333,-13,0,0,0,0,36047007400,11220
74,2003,0,76,76,82,76,76,-0.073171,-6,0,0,0,0,36047007400,11220
74,2003,1,89,76,94,89,89,-0.053191,-5,0,0,0,0,36047007400,11220
74,2003,2,91,89,98,91,91,-0.071429,-7,0,0,0,0,36047007400,11220
74,2003,3,91,91,87,91,91,0.045977,4,0,0,0,0,36047007400,11220
74,2003,4,75,91,72,75,75,0.041667,3,0,0,0,0,36047007400,11220
74,2003,5,60,75,62,60,60,-0.032258,-2,0,0,0,0,36047007400,11220
74,2004,0,77,77,76,89,89,0.013158,1,-0.134831,-12,-0.134831,-12,36047007400,11220
74,2004,1,66,77,89,105,105,-0.258427,-23,-0.371429,-39,-0.371429,-39,36047007400,11220
74,2004,2,85,66,91,82,82,-0.065934,-6,0.036585,3,0.036585,3,36047007400,11220
74,2004,3,82,85,91,81,81,-0.098901,-9,0.012346,1,0.012346,1,36047007400,11220
74,2004,4,89,82,75,63,63,0.186667,14,0.412698,26,0.412698,26,36047007400,11220
74,2004,5,66,89,60,75,75,0.1,6,-0.12,-9,-0.12,-9,36047007400,11220
74,2005,0,89,89,77,82,82,0.155844,12,0.085366,7,0.085366,7,36047007400,11220
74,2005,1,86,89,66,94,94,0.30303,20,-0.085106,-8,-0.085106,-8,36047007400,11220
74,2005,2,73,86,85,98,98,-0.141176,-12,-0.255102,-25,-0.255102,-25,36047007400,11220
74,2005,3,80,73,82,87,87,-0.02439,-2,-0.08046,-7,-0.08046,-7,36047007400,11220
74,2005,4,72,80,89,72,72,-0.191011,-17,0,0,0,0,36047007400,11220
74,2005,5,86,72,66,62,62,0.30303,20,0.387097,24,0.387097,24,36047007400,11220
74,2006,0,87,87,89,76,76,-0.022472,-2,0.144737,11,0.144737,11,36047007400,11220
74,2006,1,83,87,86,89,89,-0.034884,-3,-0.067416,-6,-0.067416,-6,36047007400,11220
74,2006,2,81,83,73,91,91,0.109589,8,-0.10989,-10,-0.10989,-10,36047007400,11220
74,2006,3,68,81,80,91,91,-0.15,-12,-0.252747,-23,-0.252747,-23,36047007400,11220
74,2006,4,78,68,72,75,75,0.083333,6,0.04,3,0.04,3,36047007400,11220
74,2006,5,75,78,86,60,60,-0.127907,-11,0.25,15,0.25,15,36047007400,11220
74,2007,0,75,75,87,77,77,-0.137931,-12,-0.025974,-2,-0.025974,-2,36047007400,11220
74,2007,1,78,75,83,66,66,-0.060241,-5,0.181818,12,0.181818,12,36047007400,11220
74,2007,2,87,78,81,85,85,0.074074,6,0.023529,2,0.023529,2,36047007400,11220
74,2007,3,79,87,68,82,82,0.161765,11,-0.036585,-3,-0.036585,-3,36047007400,11220
74,2007,4,61,79,78,89,89,-0.217949,-17,-0.314607,-28,-0.314607,-28,36047007400,11220
74,2007,5,83,61,75,66,66,0.106667,8,0.257576,17,0.257576,17,36047007400,11220
74,2008,0,84,84,75,89,89,0.12,9,-0.05618,-5,-0.05618,-5,36047007400,11220
74,2008,1,76,84,78,86,86,-0.025641,-2,-0.116279,-10,-0.116279,-10,36047007400,11220
74,2008,2,74,76,87,73,73,-0.149425,-13,0.013699,1,0.013699,1,36047007400,11220
74,2008,3,84,74,79,80,80,0.063291,5,0.05,4,0.05,4,36047007400,11220
74,2008,4,73,84,61,72,72,0.196721,12,0.013889,1,0.013889,1,36047007400,11220
74,2008,5,64,73,83,86,86,-0.228916,-19,-0.255814,-22,-0.255814,-22,36047007400,11220
74,2009,0,95,95,84,87,87,0.130952,11,0.091954,8,0.091954,8,36047007400,11220
74,2009,1,110,95,76,83,83,0.447368,34,0.325301,27,0.325301,27,36047007400,11220
74,2009,2,81,110,74,81,81,0.094595,7,0,0,0,0,36047007400,11220
74,2009,3,84,81,84,68,68,0,0,0.235294,16,0.235294,16,36047007400,11220
74,2009,4,86,84,73,78,78,0.178082,13,0.102564,8,0.102564,8,36047007400,11220
74,2009,5,76,86,64,75,75,0.1875,12,0.013333,1,0.013333,1,36047007400,11220
74,2010,0,101,101,95,75,75,0.063158,6,0.346667,26,0.346667,26,36047007400,11220
74,2010,1,96,101,110,78,78,-0.127273,-14,0.230769,18,0.230769,18,36047007400,11220
74,2010,2,111,96,81,87,87,0.37037,30,0.275862,24,0.275862,24,36047007400,11220
74,2010,3,88,111,84,79,79,0.047619,4,0.113924,9,0.113924,9,36047007400,11220
74,2010,4,82,88,86,61,61,-0.046512,-4,0.344262,21,0.344262,21,36047007400,11220
74,2010,5,81,82,76,83,83,0.065789,5,-0.024096,-2,-0.024096,-2,36047007400,11220
75,2001,0,1,1,1,1,1,0,0,0,0,0,0,36047007500,11217
75,2002,1,1,0,0,1,1,1,1,0,0,0,0,36047007500,11217
76,2001,0,38,38,38,38,38,0,0,0,0,0,0,36047007600,11220
76,2001,1,46,38,46,46,46,0,0,0,0,0,0,36047007600,11220
76,2001,2,40,46,40,40,40,0,0,0,0,0,0,36047007600,11220
76,2001,3,34,40,34,34,34,0,0,0,0,0,0,36047007600,11220
76,2001,4,34,34,34,34,34,0,0,0,0,0,0,36047007600,11220
76,2001,5,40,34,40,40,40,0,0,0,0,0,0,36047007600,11220
76,2002,0,32,32,38,32,32,-0.157895,-6,0,0,0,0,36047007600,11220
76,2002,1,39,32,46,39,39,-0.152174,-7,0,0,0,0,36047007600,11220
76,2002,2,50,39,40,50,50,0.25,10,0,0,0,0,36047007600,11220
76,2002,3,44,50,34,44,44,0.294118,10,0,0,0,0,36047007600,11220
76,2002,4,30,44,34,30,30,-0.117647,-4,0,0,0,0,36047007600,11220
76,2002,5,25,30,40,25,25,-0.375,-15,0,0,0,0,36047007600,11220
76,2003,0,46,46,32,46,46,0.4375,14,0,0,0,0,36047007600,11220
76,2003,1,34,46,39,34,34,-0.128205,-5,0,0,0,0,36047007600,11220
76,2003,2,38,34,50,38,38,-0.24,-12,0,0,0,0,36047007600,11220
76,2003,3,47,38,44,47,47,0.068182,3,0,0,0,0,36047007600,11220
76,2003,4,36,47,30,36,36,0.2,6,0,0,0,0,36047007600,11220
76,2003,5,25,36,25,25,25,0,0,0,0,0,0,36047007600,11220
76,2004,0,32,32,46,38,38,-0.304348,-14,-0.157895,-6,-0.157895,-6,36047007600,11220
76,2004,1,44,32,34,46,46,0.294118,10,-0.043478,-2,-0.043478,-2,36047007600,11220
76,2004,2,36,44,38,40,40,-0.052632,-2,-0.1,-4,-0.1,-4,36047007600,11220
76,2004,3,42,36,47,34,34,-0.106383,-5,0.235294,8,0.235294,8,36047007600,11220
76,2004,4,43,42,36,34,34,0.194444,7,0.264706,9,0.264706,9,36047007600,11220
76,2004,5,32,43,25,40,40,0.28,7,-0.2,-8,-0.2,-8,36047007600,11220
76,2005,0,34,34,32,32,32,0.0625,2,0.0625,2,0.0625,2,36047007600,11220
76,2005,1,35,34,44,39,39,-0.204545,-9,-0.102564,-4,-0.102564,-4,36047007600,11220
76,2005,2,43,35,36,50,50,0.194444,7,-0.14,-7,-0.14,-7,36047007600,11220
76,2005,3,33,43,42,44,44,-0.214286,-9,-0.25,-11,-0.25,-11,36047007600,11220
76,2005,4,42,33,43,30,30,-0.023256,-1,0.4,12,0.4,12,36047007600,11220
76,2005,5,47,42,32,25,25,0.46875,15,0.88,22,0.88,22,36047007600,11220
76,2006,0,27,27,34,46,46,-0.205882,-7,-0.413043,-19,-0.413043,-19,36047007600,11220
76,2006,1,33,27,35,34,34,-0.057143,-2,-0.029412,-1,-0.029412,-1,36047007600,11220
76,2006,2,33,33,43,38,38,-0.232558,-10,-0.131579,-5,-0.131579,-5,36047007600,11220
76,2006,3,46,33,33,47,47,0.393939,13,-0.021277,-1,-0.021277,-1,36047007600,11220
76,2006,4,30,46,42,36,36,-0.285714,-12,-0.166667,-6,-0.166667,-6,36047007600,11220
76,2006,5,45,30,47,25,25,-0.042553,-2,0.8,20,0.8,20,36047007600,11220
76,2007,0,29,29,27,32,32,0.074074,2,-0.09375,-3,-0.09375,-3,36047007600,11220
76,2007,1,30,29,33,44,44,-0.090909,-3,-0.318182,-14,-0.318182,-14,36047007600,11220
76,2007,2,36,30,33,36,36,0.090909,3,0,0,0,0,36047007600,11220
76,2007,3,34,36,46,42,42,-0.26087,-12,-0.190476,-8,-0.190476,-8,36047007600,11220
76,2007,4,42,34,30,43,43,0.4,12,-0.023256,-1,-0.023256,-1,36047007600,11220
76,2007,5,30,42,45,32,32,-0.333333,-15,-0.0625,-2,-0.0625,-2,36047007600,11220
76,2008,0,29,29,29,34,34,0,0,-0.147059,-5,-0.147059,-5,36047007600,11220
76,2008,1,31,29,30,35,35,0.033333,1,-0.114286,-4,-0.114286,-4,36047007600,11220
76,2008,2,35,31,36,43,43,-0.027778,-1,-0.186047,-8,-0.186047,-8,36047007600,11220
76,2008,3,37,35,34,33,33,0.088235,3,0.121212,4,0.121212,4,36047007600,11220
76,2008,4,35,37,42,42,42,-0.166667,-7,-0.166667,-7,-0.166667,-7,36047007600,11220
76,2008,5,34,35,30,47,47,0.133333,4,-0.276596,-13,-0.276596,-13,36047007600,11220
76,2009,0,28,28,29,27,27,-0.034483,-1,0.037037,1,0.037037,1,36047007600,11220
76,2009,1,41,28,31,33,33,0.322581,10,0.242424,8,0.242424,8,36047007600,11220
76,2009,2,42,41,35,33,33,0.2,7,0.272727,9,0.272727,9,36047007600,11220
76,2009,3,28,42,37,46,46,-0.243243,-9,-0.391304,-18,-0.391304,-18,36047007600,11220
76,2009,4,27,28,35,30,30,-0.228571,-8,-0.1,-3,-0.1,-3,36047007600,11220
76,2009,5,33,27,34,45,45,-0.029412,-1,-0.266667,-12,-0.266667,-12,36047007600,11220
76,2010,0,36,36,28,29,29,0.285714,8,0.241379,7,0.241379,7,36047007600,11220
76,2010,1,24,36,41,30,30,-0.414634,-17,-0.2,-6,-0.2,-6,36047007600,11220
76,2010,2,42,24,42,36,36,0,0,0.166667,6,0.166667,6,36047007600,11220
76,2010,3,41,42,28,34,34,0.464286,13,0.205882,7,0.205882,7,36047007600,11220
76,2010,4,28,41,27,42,42,0.037037,1,-0.333333,-14,-0.333333,-14,36047007600,11220
76,2010,5,29,28,33,30,30,-0.121212,-4,-0.033333,-1,-0.033333,-1,36047007600,11220
78,2001,4,1,0,1,1,1,0,0,0,0,0,0,36047007800,11220
78,2002,5,1,0,0,1,1,1,1,0,0,0,0,36047007800,11220
80,2001,0,1,1,1,1,1,0,0,0,0,0,0,36047008000,11220
82,2001,1,1,0,1,1,1,0,0,0,0,0,0,36047008200,11220
82,2002,0,1,1,0,1,1,1,1,0,0,0,0,36047008200,11220
82,2002,2,1,0,0,1,1,1,1,0,0,0,0,36047008200,11220
82,2003,1,1,0,0,1,1,1,1,0,0,0,0,36047008200,11220
82,2003,3,1,0,0,1,1,1,1,0,0,0,0,36047008200,11220
82,2004,4,1,0,0,0,0,1,1,1,1,1,1,36047008200,11220
82,2005,5,1,0,0,0,0,1,1,1,1,1,1,36047008200,11220
90,2002,5,1,0,0,1,1,1,1,0,0,0,0,36047009000,11232
94,2001,0,12,12,12,12,12,0,0,0,0,0,0,36047009400,11220
94,2001,1,14,12,14,14,14,0,0,0,0,0,0,36047009400,11220
94,2001,2,3,14,3,3,3,0,0,0,0,0,0,36047009400,11220
94,2001,3,10,3,10,10,10,0,0,0,0,0,0,36047009400,11220
94,2001,4,8,10,8,8,8,0,0,0,0,0,0,36047009400,11220
94,2001,5,8,8,8,8,8,0,0,0,0,0,0,36047009400,11220
94,2002,0,10,10,12,10,10,-0.166667,-2,0,0,0,0,36047009400,11220
94,2002,1,10,10,14,10,10,-0.285714,-4,0,0,0,0,36047009400,11220
94,2002,2,9,10,3,9,9,2,6,0,0,0,0,36047009400,11220
94,2002,3,2,9,10,2,2,-0.8,-8,0,0,0,0,36047009400,11220
94,2002,4,11,2,8,11,11,0.375,3,0,0,0,0,36047009400,11220
94,2002,5,6,11,8,6,6,-0.25,-2,0,0,0,0,36047009400,11220
94,2003,0,6,6,10,6,6,-0.4,-4,0,0,0,0,36047009400,11220
94,2003,1,10,6,10,10,10,0,0,0,0,0,0,36047009400,11220
94,2003,2,10,10,9,10,10,0.111111,1,0,0,0,0,36047009400,11220
94,2003,3,9,10,2,9,9,3.5,7,0,0,0,0,36047009400,11220
94,2003,4,4,9,11,4,4,-0.636364,-7,0,0,0,0,36047009400,11220
94,2003,5,12,4,6,12,12,1,6,0,0,0,0,36047009400,11220
94,2004,0,13,13,6,12,12,1.166667,7,0.083333,1,0.083333,1,36047009400,11220
94,2004,1,7,13,10,14,14,-0.3,-3,-0.5,-7,-0.5,-7,36047009400,11220
94,2004,2,10,7,10,3,3,0,0,2.333333,7,2.333333,7,36047009400,11220
94,2004,3,8,10,9,10,10,-0.111111,-1,-0.2,-2,-0.2,-2,36047009400,11220
94,2004,4,8,8,4,8,8,1,4,0,0,0,0,36047009400,11220
94,2004,5,4,8,12,8,8,-0.666667,-8,-0.5,-4,-0.5,-4,36047009400,11220
94,2005,0,7,7,13,10,10,-0.461538,-6,-0.3,-3,-0.3,-3,36047009400,11220
94,2005,1,15,7,7,10,10,1.142857,8,0.5,5,0.5,5,36047009400,11220
94,2005,2,10,15,10,9,9,0,0,0.111111,1,0.111111,1,36047009400,11220
94,2005,3,11,10,8,2,2,0.375,3,4.5,9,4.5,9,36047009400,11220
94,2005,4,11,11,8,11,11,0.375,3,0,0,0,0,36047009400,11220
94,2005,5,9,11,4,6,6,1.25,5,0.5,3,0.5,3,36047009400,11220
94,2006,0,12,12,7,6,6,0.714286,5,1,6,1,6,36047009400,11220
94,2006,1,6,12,15,10,10,-0.6,-9,-0.4,-4,-0.4,-4,36047009400,11220
94,2006,2,14,6,10,10,10,0.4,4,0.4,4,0.4,4,36047009400,11220
94,2006,3,10,14,11,9,9,-0.090909,-1,0.111111,1,0.111111,1,36047009400,11220
94,2006,4,8,10,11,4,4,-0.272727,-3,1,4,1,4,36047009400,11220
94,2006,5,12,8,9,12,12,0.333333,3,0,0,0,0,36047009400,11220
94,2007,0,7,7,12,13,13,-0.416667,-5,-0.461538,-6,-0.461538,-6,36047009400,11220
94,2007,1,8,7,6,7,7,0.333333,2,0.142857,1,0.142857,1,36047009400,11220
94,2007,2,5,8,14,10,10,-0.642857,-9,-0.5,-5,-0.5,-5,36047009400,11220
94,2007,3,14,5,10,8,8,0.4,4,0.75,6,0.75,6,36047009400,11220
94,2007,4,9,14,8,8,8,0.125,1,0.125,1,0.125,1,36047009400,11220
94,2007,5,6,9,12,4,4,-0.5,-6,0.5,2,0.5,2,36047009400,11220
94,2008,0,6,6,7,7,7,-0.142857,-1,-0.142857,-1,-0.142857,-1,36047009400,11220
94,2008,1,8,6,8,15,15,0,0,-0.466667,-7,-0.466667,-7,36047009400,11220
94,2008,2,7,8,5,10,10,0.4,2,-0.3,-3,-0.3,-3,36047009400,11220
94,2008,3,7,7,14,11,11,-0.5,-7,-0.363636,-4,-0.363636,-4,36047009400,11220
94,2008,4,13,7,9,11,11,0.444444,4,0.181818,2,0.181818,2,36047009400,11220
94,2008,5,10,13,6,9,9,0.666667,4,0.111111,1,0.111111,1,36047009400,11220
94,2009,0,11,11,6,12,12,0.833333,5,-0.083333,-1,-0.083333,-1,36047009400,11220
94,2009,1,12,11,8,6,6,0.5,4,1,6,1,6,36047009400,11220
94,2009,2,9,12,7,14,14,0.285714,2,-0.357143,-5,-0.357143,-5,36047009400,11220
94,2009,3,12,9,7,10,10,0.714286,5,0.2,2,0.2,2,36047009400,11220
94,2009,4,7,12,13,8,8,-0.461538,-6,-0.125,-1,-0.125,-1,36047009400,11220
94,2009,5,9,7,10,12,12,-0.1,-1,-0.25,-3,-0.25,-3,36047009400,11220
94,2010,0,13,13,11,7,7,0.181818,2,0.857143,6,0.857143,6,36047009400,11220
94,2010,1,10,13,12,8,8,-0.166667,-2,0.25,2,0.25,2,36047009400,11220
94,2010,2,16,10,9,5,5,0.777778,7,2.2,11,2.2,11,36047009400,11220
94,2010,3,10,16,12,14,14,-0.166667,-2,-0.285714,-4,-0.285714,-4,36047009400,11220
94,2010,4,11,10,7,9,9,0.571429,4,0.222222,2,0.222222,2,36047009400,11220
94,2010,5,6,11,9,6,6,-0.333333,-3,0,0,0,0,36047009400,11220
96,2001,2,1,0,1,1,1,0,0,0,0,0,0,36047009600,11220
96,2001,4,1,0,1,1,1,0,0,0,0,0,0,36047009600,11220
96,2001,5,2,1,2,2,2,0,0,0,0,0,0,36047009600,11220
96,2002,3,2,0,0,2,2,1,2,0,0,0,0,36047009600,11220
96,2002,5,1,0,2,1,1,-0.5,-1,0,0,0,0,36047009600,11220
96,2003,4,2,0,0,2,2,1,2,0,0,0,0,36047009600,11220
96,2004,4,1,0,2,1,1,-0.5,-1,0,0,0,0,36047009600,11220
96,2004,5,1,1,2,2,2,-0.5,-1,-0.5,-1,-0.5,-1,36047009600,11220
96,2005,5,1,0,1,1,1,0,0,0,0,0,0,36047009600,11220
98,2001,1,1,0,1,1,1,0,0,0,0,0,0,36047009800,11220
98,2001,2,3,1,3,3,3,0,0,0,0,0,0,36047009800,11220
98,2001,3,1,3,1,1,1,0,0,0,0,0,0,36047009800,11220
98,2002,2,1,0,3,1,1,-0.666667,-2,0,0,0,0,36047009800,11220
98,2002,3,3,1,1,3,3,2,2,0,0,0,0,36047009800,11220
98,2002,4,1,3,0,1,1,1,1,0,0,0,0,36047009800,11220
98,2003,3,2,0,3,2,2,-0.333333,-1,0,0,0,0,36047009800,11220
98,2003,4,2,2,1,2,2,1,1,0,0,0,0,36047009800,11220
98,2003,5,1,2,0,1,1,1,1,0,0,0,0,36047009800,11220
98,2004,4,2,0,2,0,0,0,0,1,2,1,2,36047009800,11220
98,2004,5,1,2,1,0,0,0,0,1,1,1,1,36047009800,11220
98,2005,5,2,0,1,0,0,1,1,1,2,1,2,36047009800,11220
100,2001,0,28,28,28,28,28,0,0,0,0,0,0,36047010000,11220
100,2001,1,31,28,31,31,31,0,0,0,0,0,0,36047010000,11220
100,2001,2,27,31,27,27,27,0,0,0,0,0,0,36047010000,11220
100,2001,3,24,27,24,24,24,0,0,0,0,0,0,36047010000,11220
100,2001,4,28,24,28,28,28,0,0,0,0,0,0,36047010000,11220
100,2001,5,23,28,23,23,23,0,0,0,0,0,0,36047010000,11220
100,2002,0,33,33,28,33,33,0.178571,5,0,0,0,0,36047010000,11220
100,2002,1,29,33,31,29,29,-0.064516,-2,0,0,0,0,36047010000,11220
100,2002,2,34,29,27,34,34,0.259259,7,0,0,0,0,36047010000,11220
100,2002,3,23,34,24,23,23,-0.041667,-1,0,0,0,0,36047010000,11220
100,2002,4,25,23,28,25,25,-0.107143,-3,0,0,0,0,36047010000,11220
100,2002,5,24,25,23,24,24,0.043478,1,0,0,0,0,36047010000,11220
100,2003,0,21,21,33,21,21,-0.363636,-12,0,0,0,0,36047010000,11220
100,2003,1,32,21,29,32,32,0.103448,3,0,0,0,0,36047010000,11220
100,2003,2,37,32,34,37,37,0.088235,3,0,0,0,0,36047010000,11220
100,2003,3,26,37,23,26,26,0.130435,3,0,0,0,0,36047010000,11220
100,2003,4,22,26,25,22,22,-0.12,-3,0,0,0,0,36047010000,11220
100,2003,5,26,22,24,26,26,0.083333,2,0,0,0,0,36047010000,11220
100,2004,0,21,21,21,28,28,0,0,-0.25,-7,-0.25,-7,36047010000,11220
100,2004,1,24,21,32,31,31,-0.25,-8,-0.225806,-7,-0.225806,-7,36047010000,11220
100,2004,2,29,24,37,27,27,-0.216216,-8,0.074074,2,0.074074,2,36047010000,11220
100,2004,3,25,29,26,24,24,-0.038462,-1,0.041667,1,0.041667,1,36047010000,11220
100,2004,4,24,25,22,28,28,0.090909,2,-0.142857,-4,-0.142857,-4,36047010000,11220
100,2004,5,17,24,26,23,23,-0.346154,-9,-0.26087,-6,-0.26087,-6,36047010000,11220
100,2005,0,26,26,21,33,33,0.238095,5,-0.212121,-7,-0.212121,-7,36047010000,11220
100,2005,1,22,26,24,29,29,-0.083333,-2,-0.241379,-7,-0.241379,-7,36047010000,11220
100,2005,2,24,22,29,34,34,-0.172414,-5,-0.294118,-10,-0.294118,-10,36047010000,11220
100,2005,3,23,24,25,23,23,-0.08,-2,0,0,0,0,36047010000,11220
100,2005,4,18,23,24,25,25,-0.25,-6,-0.28,-7,-0.28,-7,36047010000,11220
100,2005,5,20,18,17,24,24,0.176471,3,-0.166667,-4,-0.166667,-4,36047010000,11220
100,2006,0,24,24,26,21,21,-0.076923,-2,0.142857,3,0.142857,3,36047010000,11220
100,2006,1,27,24,22,32,32,0.227273,5,-0.15625,-5,-0.15625,-5,36047010000,11220
100,2006,2,17,27,24,37,37,-0.291667,-7,-0.540541,-20,-0.540541,-20,36047010000,11220
100,2006,3,24,17,23,26,26,0.043478,1,-0.076923,-2,-0.076923,-2,36047010000,11220
100,2006,4,24,24,18,22,22,0.333333,6,0.090909,2,0.090909,2,36047010000,11220
100,2006,5,15,24,20,26,26,-0.25,-5,-0.423077,-11,-0.423077,-11,36047010000,11220
100,2007,0,9,9,24,21,21,-0.625,-15,-0.571429,-12,-0.571429,-12,36047010000,11220
100,2007,1,23,9,27,24,24,-0.148148,-4,-0.041667,-1,-0.041667,-1,36047010000,11220
100,2007,2,25,23,17,29,29,0.470588,8,-0.137931,-4,-0.137931,-4,36047010000,11220
100,2007,3,17,25,24,25,25,-0.291667,-7,-0.32,-8,-0.32,-8,36047010000,11220
100,2007,4,16,17,24,24,24,-0.333333,-8,-0.333333,-8,-0.333333,-8,36047010000,11220
100,2007,5,23,16,15,17,17,0.533333,8,0.352941,6,0.352941,6,36047010000,11220
100,2008,0,27,27,9,26,26,2,18,0.038462,1,0.038462,1,36047010000,11220
100,2008,1,17,27,23,22,22,-0.26087,-6,-0.227273,-5,-0.227273,-5,36047010000,11220
100,2008,2,22,17,25,24,24,-0.12,-3,-0.083333,-2,-0.083333,-2,36047010000,11220
100,2008,3,24,22,17,23,23,0.411765,7,0.043478,1,0.043478,1,36047010000,11220
100,2008,4,16,24,16,18,18,0,0,-0.111111,-2,-0.111111,-2,36047010000,11220
100,2008,5,15,16,23,20,20,-0.347826,-8,-0.25,-5,-0.25,-5,36047010000,11220
100,2009,0,32,32,27,24,24,0.185185,5,0.333333,8,0.333333,8,36047010000,11220
100,2009,1,35,32,17,27,27,1.058824,18,0.296296,8,0.296296,8,36047010000,11220
100,2009,2,21,35,22,17,17,-0.045455,-1,0.235294,4,0.235294,4,36047010000,11220
100,2009,3,27,21,24,24,24,0.125,3,0.125,3,0.125,3,36047010000,11220
100,2009,4,25,27,16,24,24,0.5625,9,0.041667,1,0.041667,1,36047010000,11220
100,2009,5,21,25,15,15,15,0.4,6,0.4,6,0.4,6,36047010000,11220
100,2010,0,34,34,32,9,9,0.0625,2,2.777778,25,2.777778,25,36047010000,11220
100,2010,1,36,34,35,23,23,0.028571,1,0.565217,13,0.565217,13,36047010000,11220
100,2010,2,38,36,21,25,25,0.809524,17,0.52,13,0.52,13,36047010000,11220
100,2010,3,27,38,27,17,17,0,0,0.588235,10,0.588235,10,36047010000,11220
100,2010,4,24,27,25,16,16,-0.04,-1,0.5,8,0.5,8,36047010000,11220
100,2010,5,36,24,21,23,23,0.714286,15,0.565217,13,0.565217,13,36047010000,11220
102,2001,0,37,37,37,37,37,0,0,0,0,0,0,36047010200,11220
102,2001,1,53,37,53,53,53,0,0,0,0,0,0,36047010200,11220
102,2001,2,60,53,60,60,60,0,0,0,0,0,0,36047010200,11220
102,2001,3,60,60,60,60,60,0,0,0,0,0,0,36047010200,11220
102,2001,4,44,60,44,44,44,0,0,0,0,0,0,36047010200,11220
102,2001,5,51,44,51,51,51,0,0,0,0,0,0,36047010200,11220
102,2002,0,34,34,37,34,34,-0.081081,-3,0,0,0,0,36047010200,11220
102,2002,1,47,34,53,47,47,-0.113208,-6,0,0,0,0,36047010200,11220
102,2002,2,45,47,60,45,45,-0.25,-15,0,0,0,0,36047010200,11220
102,2002,3,59,45,60,59,59,-0.016667,-1,0,0,0,0,36047010200,11220
102,2002,4,59,59,44,59,59,0.340909,15,0,0,0,0,36047010200,11220
102,2002,5,39,59,51,39,39,-0.235294,-12,0,0,0,0,36047010200,11220
102,2003,0,56,56,34,56,56,0.647059,22,0,0,0,0,36047010200,11220
102,2003,1,39,56,47,39,39,-0.170213,-8,0,0,0,0,36047010200,11220
102,2003,2,51,39,45,51,51,0.133333,6,0,0,0,0,36047010200,11220
102,2003,3,39,51,59,39,39,-0.338983,-20,0,0,0,0,36047010200,11220
102,2003,4,65,39,59,65,65,0.101695,6,0,0,0,0,36047010200,11220
102,2003,5,61,65,39,61,61,0.564103,22,0,0,0,0,36047010200,11220
102,2004,0,54,54,56,37,37,-0.035714,-2,0.459459,17,0.459459,17,36047010200,11220
102,2004,1,60,54,39,53,53,0.538462,21,0.132075,7,0.132075,7,36047010200,11220
102,2004,2,38,60,51,60,60,-0.254902,-13,-0.366667,-22,-0.366667,-22,36047010200,11220
102,2004,3,42,38,39,60,60,0.076923,3,-0.3,-18,-0.3,-18,36047010200,11220
102,2004,4,42,42,65,44,44,-0.353846,-23,-0.045455,-2,-0.045455,-2,36047010200,11220
102,2004,5,63,42,61,51,51,0.032787,2,0.235294,12,0.235294,12,36047010200,11220
102,2005,0,53,53,54,34,34,-0.018519,-1,0.558824,19,0.558824,19,36047010200,11220
