CensusTract,SchoolYear,GradeLevel,Count,PreviousGrade,PreviousYear,PreviousThreeYear,PreviousFiveYear,OneYearPercentGrowth,OneYearGrowth,ThreeYearPercentGrowth,ThreeYearGrowth,FiveYearPercentGrowth,FiveYearGrowth,LongTract,Zip
186,2002,2,19,20,18,19,19,0.055556,1,0,0,0,0,36047018600,11214
186,2002,3,16,19,13,16,16,0.230769,3,0,0,0,0,36047018600,11214
186,2002,4,12,16,23,12,12,-0.478261,-11,0,0,0,0,36047018600,11214
186,2002,5,24,12,16,24,24,0.5,8,0,0,0,0,36047018600,11214
186,2003,0,16,16,26,16,16,-0.384615,-10,0,0,0,0,36047018600,11214
186,2003,1,25,16,20,25,25,0.25,5,0,0,0,0,36047018600,11214
186,2003,2,21,25,19,21,21,0.105263,2,0,0,0,0,36047018600,11214
186,2003,3,20,21,16,20,20,0.25,4,0,0,0,0,36047018600,11214
186,2003,4,14,20,12,14,14,0.166667,2,0,0,0,0,36047018600,11214
186,2003,5,12,14,24,12,12,-0.5,-12,0,0,0,0,36047018600,11214
186,2004,0,20,20,16,23,23,0.25,4,-0.130435,-3,-0.130435,-3,36047018600,11214
186,2004,1,17,20,25,17,17,-0.32,-8,0,0,0,0,36047018600,11214
186,2004,2,24,17,21,18,18,0.142857,3,0.333333,6,0.333333,6,36047018600,11214
186,2004,3,18,24,20,13,13,-0.1,-2,0.384615,5,0.384615,5,36047018600,11214
186,2004,4,19,18,14,23,23,0.357143,5,-0.173913,-4,-0.173913,-4,36047018600,11214
186,2004,5,15,19,12,16,16,0.25,3,-0.0625,-1,-0.0625,-1,36047018600,11214
186,2005,0,19,19,20,26,26,-0.05,-1,-0.269231,-7,-0.269231,-7,36047018600,11214
186,2005,1,22,19,17,20,20,0.294118,5,0.1,2,0.1,2,36047018600,11214
186,2005,2,19,22,24,19,19,-0.208333,-5,0,0,0,0,36047018600,11214
186,2005,3,27,19,18,16,16,0.5,9,0.6875,11,0.6875,11,36047018600,11214
186,2005,4,22,27,19,12,12,0.157895,3,0.833333,10,0.833333,10,36047018600,11214
186,2005,5,18,22,15,24,24,0.2,3,-0.25,-6,-0.25,-6,36047018600,11214
186,2006,0,27,27,19,16,16,0.421053,8,0.6875,11,0.6875,11,36047018600,11214
186,2006,1,17,27,22,25,25,-0.227273,-5,-0.32,-8,-0.32,-8,36047018600,11214
186,2006,2,19,17,19,21,21,0,0,-0.095238,-2,-0.095238,-2,36047018600,11214
186,2006,3,18,19,27,20,20,-0.333333,-9,-0.1,-2,-0.1,-2,36047018600,11214
186,2006,4,24,18,22,14,14,0.090909,2,0.714286,10,0.714286,10,36047018600,11214
186,2006,5,23,24,18,12,12,0.277778,5,0.916667,11,0.916667,11,36047018600,11214
186,2007,0,23,23,27,20,20,-0.148148,-4,0.15,3,0.15,3,36047018600,11214
186,2007,1,26,23,17,17,17,0.529412,9,0.529412,9,0.529412,9,36047018600,11214
186,2007,2,18,26,19,24,24,-0.052632,-1,-0.25,-6,-0.25,-6,36047018600,11214
186,2007,3,23,18,18,18,18,0.277778,5,0.277778,5,0.277778,5,36047018600,11214
186,2007,4,19,23,24,19,19,-0.208333,-5,0,0,0,0,36047018600,11214
186,2007,5,22,19,23,15,15,-0.043478,-1,0.466667,7,0.466667,7,36047018600,11214
186,2008,0,19,19,23,19,19,-0.173913,-4,0,0,0,0,36047018600,11214
186,2008,1,26,19,26,22,22,0,0,0.181818,4,0.181818,4,36047018600,11214
186,2008,2,25,26,18,19,19,0.388889,7,0.315789,6,0.315789,6,36047018600,11214
186,2008,3,19,25,23,27,27,-0.173913,-4,-0.296296,-8,-0.296296,-8,36047018600,11214
186,2008,4,25,19,19,22,22,0.315789,6,0.136364,3,0.136364,3,36047018600,11214
186,2008,5,21,25,22,18,18,-0.045455,-1,0.166667,3,0.166667,3,36047018600,11214
186,2009,0,30,30,19,27,27,0.578947,11,0.111111,3,0.111111,3,36047018600,11214
186,2009,1,23,30,26,17,17,-0.115385,-3,0.352941,6,0.352941,6,36047018600,11214
186,2009,2,27,23,25,19,19,0.08,2,0.421053,8,0.421053,8,36047018600,11214
186,2009,3,20,27,19,18,18,0.052632,1,0.111111,2,0.111111,2,36047018600,11214
186,2009,4,22,20,25,24,24,-0.12,-3,-0.083333,-2,-0.083333,-2,36047018600,11214
186,2009,5,27,22,21,23,23,0.285714,6,0.173913,4,0.173913,4,36047018600,11214
186,2010,0,23,23,30,23,23,-0.233333,-7,0,0,0,0,36047018600,11214
186,2010,1,30,23,23,26,26,0.304348,7,0.153846,4,0.153846,4,36047018600,11214
186,2010,2,21,30,27,18,18,-0.222222,-6,0.166667,3,0.166667,3,36047018600,11214
186,2010,3,30,21,20,23,23,0.5,10,0.304348,7,0.304348,7,36047018600,11214
186,2010,4,25,30,22,19,19,0.136364,3,0.315789,6,0.315789,6,36047018600,11214
186,2010,5,20,25,27,22,22,-0.259259,-7,-0.090909,-2,-0.090909,-2,36047018600,11214
188,2001,0,11,11,11,11,11,0,0,0,0,0,0,36047018800,11204
188,2001,1,19,11,19,19,19,0,0,0,0,0,0,36047018800,11204
188,2001,2,28,19,28,28,28,0,0,0,0,0,0,36047018800,11204
188,2001,3,19,28,19,19,19,0,0,0,0,0,0,36047018800,11204
188,2001,4,16,19,16,16,16,0,0,0,0,0,0,36047018800,11204
188,2001,5,22,16,22,22,22,0,0,0,0,0,0,36047018800,11204
188,2002,0,12,12,11,12,12,0.090909,1,0,0,0,0,36047018800,11204
188,2002,1,17,12,19,17,17,-0.105263,-2,0,0,0,0,36047018800,11204
188,2002,2,21,17,28,21,21,-0.25,-7,0,0,0,0,36047018800,11204
188,2002,3,29,21,19,29,29,0.526316,10,0,0,0,0,36047018800,11204
188,2002,4,19,29,16,19,19,0.1875,3,0,0,0,0,36047018800,11204
188,2002,5,20,19,22,20,20,-0.090909,-2,0,0,0,0,36047018800,11204
188,2003,0,18,18,12,18,18,0.5,6,0,0,0,0,36047018800,11204
188,2003,1,13,18,17,13,13,-0.235294,-4,0,0,0,0,36047018800,11204
188,2003,2,19,13,21,19,19,-0.095238,-2,0,0,0,0,36047018800,11204
188,2003,3,25,19,29,25,25,-0.137931,-4,0,0,0,0,36047018800,11204
188,2003,4,27,25,19,27,27,0.421053,8,0,0,0,0,36047018800,11204
188,2003,5,23,27,20,23,23,0.15,3,0,0,0,0,36047018800,11204
188,2004,0,16,16,18,11,11,-0.111111,-2,0.454545,5,0.454545,5,36047018800,11204
188,2004,1,21,16,13,19,19,0.615385,8,0.105263,2,0.105263,2,36047018800,11204
188,2004,2,10,21,19,28,28,-0.473684,-9,-0.642857,-18,-0.642857,-18,36047018800,11204
188,2004,3,26,10,25,19,19,0.04,1,0.368421,7,0.368421,7,36047018800,11204
188,2004,4,25,26,27,16,16,-0.074074,-2,0.5625,9,0.5625,9,36047018800,11204
188,2004,5,27,25,23,22,22,0.173913,4,0.227273,5,0.227273,5,36047018800,11204
188,2005,0,21,21,16,12,12,0.3125,5,0.75,9,0.75,9,36047018800,11204
188,2005,1,17,21,21,17,17,-0.190476,-4,0,0,0,0,36047018800,11204
188,2005,2,20,17,10,21,21,1,10,-0.047619,-1,-0.047619,-1,36047018800,11204
188,2005,3,9,20,26,29,29,-0.653846,-17,-0.689655,-20,-0.689655,-20,36047018800,11204
188,2005,4,24,9,25,19,19,-0.04,-1,0.263158,5,0.263158,5,36047018800,11204
188,2005,5,20,24,27,20,20,-0.259259,-7,0,0,0,0,36047018800,11204
188,2006,0,18,18,21,18,18,-0.142857,-3,0,0,0,0,36047018800,11204
188,2006,1,25,18,17,13,13,0.470588,8,0.923077,12,0.923077,12,36047018800,11204
188,2006,2,16,25,20,19,19,-0.2,-4,-0.157895,-3,-0.157895,-3,36047018800,11204
188,2006,3,17,16,9,25,25,0.888889,8,-0.32,-8,-0.32,-8,36047018800,11204
188,2006,4,16,17,24,27,27,-0.333333,-8,-0.407407,-11,-0.407407,-11,36047018800,11204
188,2006,5,22,16,20,23,23,0.1,2,-0.043478,-1,-0.043478,-1,36047018800,11204
188,2007,0,22,22,18,16,16,0.222222,4,0.375,6,0.375,6,36047018800,11204
188,2007,1,19,22,25,21,21,-0.24,-6,-0.095238,-2,-0.095238,-2,36047018800,11204
188,2007,2,27,19,16,10,10,0.6875,11,1.7,17,1.7,17,36047018800,11204
188,2007,3,16,27,17,26,26,-0.058824,-1,-0.384615,-10,-0.384615,-10,36047018800,11204
188,2007,4,21,16,16,25,25,0.3125,5,-0.16,-4,-0.16,-4,36047018800,11204
188,2007,5,13,21,22,27,27,-0.409091,-9,-0.518519,-14,-0.518519,-14,36047018800,11204
188,2008,0,17,17,22,21,21,-0.227273,-5,-0.190476,-4,-0.190476,-4,36047018800,11204
188,2008,1,23,17,19,17,17,0.210526,4,0.352941,6,0.352941,6,36047018800,11204
188,2008,2,19,23,27,20,20,-0.296296,-8,-0.05,-1,-0.05,-1,36047018800,11204
188,2008,3,27,19,16,9,9,0.6875,11,2,18,2,18,36047018800,11204
188,2008,4,16,27,21,24,24,-0.238095,-5,-0.333333,-8,-0.333333,-8,36047018800,11204
188,2008,5,22,16,13,20,20,0.692308,9,0.1,2,0.1,2,36047018800,11204
188,2009,0,19,19,17,18,18,0.117647,2,0.055556,1,0.055556,1,36047018800,11204
188,2009,1,20,19,23,25,25,-0.130435,-3,-0.2,-5,-0.2,-5,36047018800,11204
188,2009,2,29,20,19,16,16,0.526316,10,0.8125,13,0.8125,13,36047018800,11204
188,2009,3,22,29,27,17,17,-0.185185,-5,0.294118,5,0.294118,5,36047018800,11204
188,2009,4,28,22,16,16,16,0.75,12,0.75,12,0.75,12,36047018800,11204
188,2009,5,16,28,22,22,22,-0.272727,-6,-0.272727,-6,-0.272727,-6,36047018800,11204
188,2010,0,33,33,19,22,22,0.736842,14,0.5,11,0.5,11,36047018800,11204
188,2010,1,19,33,20,19,19,-0.05,-1,0,0,0,0,36047018800,11204
188,2010,2,15,19,29,27,27,-0.482759,-14,-0.444444,-12,-0.444444,-12,36047018800,11204
188,2010,3,32,15,22,16,16,0.454545,10,1,16,1,16,36047018800,11204
188,2010,4,19,32,28,21,21,-0.321429,-9,-0.095238,-2,-0.095238,-2,36047018800,11204
188,2010,5,24,19,16,13,13,0.5,8,0.846154,11,0.846154,11,36047018800,11204
190,2001,0,45,45,45,45,45,0,0,0,0,0,0,36047019000,11204
190,2001,1,45,45,45,45,45,0,0,0,0,0,0,36047019000,11204
190,2001,2,42,45,42,42,42,0,0,0,0,0,0,36047019000,11204
190,2001,3,43,42,43,43,43,0,0,0,0,0,0,36047019000,11204
190,2001,4,43,43,43,43,43,0,0,0,0,0,0,36047019000,11204
190,2001,5,54,43,54,54,54,0,0,0,0,0,0,36047019000,11204
190,2002,0,36,36,45,36,36,-0.2,-9,0,0,0,0,36047019000,11204
190,2002,1,51,36,45,51,51,0.133333,6,0,0,0,0,36047019000,11204
190,2002,2,45,51,42,45,45,0.071429,3,0,0,0,0,36047019000,11204
190,2002,3,39,45,43,39,39,-0.093023,-4,0,0,0,0,36047019000,11204
190,2002,4,33,39,43,33,33,-0.232558,-10,0,0,0,0,36047019000,11204
190,2002,5,44,33,54,44,44,-0.185185,-10,0,0,0,0,36047019000,11204
190,2003,0,33,33,36,33,33,-0.083333,-3,0,0,0,0,36047019000,11204
190,2003,1,39,33,51,39,39,-0.235294,-12,0,0,0,0,36047019000,11204
190,2003,2,46,39,45,46,46,0.022222,1,0,0,0,0,36047019000,11204
190,2003,3,48,46,39,48,48,0.230769,9,0,0,0,0,36047019000,11204
190,2003,4,39,48,33,39,39,0.181818,6,0,0,0,0,36047019000,11204
190,2003,5,29,39,44,29,29,-0.340909,-15,0,0,0,0,36047019000,11204
190,2004,0,40,40,33,45,45,0.212121,7,-0.111111,-5,-0.111111,-5,36047019000,11204
190,2004,1,36,40,39,45,45,-0.076923,-3,-0.2,-9,-0.2,-9,36047019000,11204
190,2004,2,38,36,46,42,42,-0.173913,-8,-0.095238,-4,-0.095238,-4,36047019000,11204
190,2004,3,48,38,48,43,43,0,0,0.116279,5,0.116279,5,36047019000,11204
190,2004,4,49,48,39,43,43,0.25641,10,0.139535,6,0.139535,6,36047019000,11204
190,2004,5,44,49,29,54,54,0.517241,15,-0.185185,-10,-0.185185,-10,36047019000,11204
190,2005,0,41,41,40,36,36,0.025,1,0.138889,5,0.138889,5,36047019000,11204
190,2005,1,35,41,36,51,51,-0.027778,-1,-0.313725,-16,-0.313725,-16,36047019000,11204
190,2005,2,37,35,38,45,45,-0.026316,-1,-0.177778,-8,-0.177778,-8,36047019000,11204
190,2005,3,31,37,48,39,39,-0.354167,-17,-0.205128,-8,-0.205128,-8,36047019000,11204
190,2005,4,41,31,49,33,33,-0.163265,-8,0.242424,8,0.242424,8,36047019000,11204
190,2005,5,43,41,44,44,44,-0.022727,-1,-0.022727,-1,-0.022727,-1,36047019000,11204
190,2006,0,41,41,41,33,33,0,0,0.242424,8,0.242424,8,36047019000,11204
190,2006,1,45,41,35,39,39,0.285714,10,0.153846,6,0.153846,6,36047019000,11204
190,2006,2,39,45,37,46,46,0.054054,2,-0.152174,-7,-0.152174,-7,36047019000,11204
190,2006,3,41,39,31,48,48,0.322581,10,-0.145833,-7,-0.145833,-7,36047019000,11204
190,2006,4,31,41,41,39,39,-0.243902,-10,-0.205128,-8,-0.205128,-8,36047019000,11204
190,2006,5,36,31,43,29,29,-0.162791,-7,0.241379,7,0.241379,7,36047019000,11204
190,2007,0,54,54,41,40,40,0.317073,13,0.35,14,0.35,14,36047019000,11204
190,2007,1,47,54,45,36,36,0.044444,2,0.305556,11,0.305556,11,36047019000,11204
190,2007,2,45,47,39,38,38,0.153846,6,0.184211,7,0.184211,7,36047019000,11204
190,2007,3,38,45,41,48,48,-0.073171,-3,-0.208333,-10,-0.208333,-10,36047019000,11204
190,2007,4,43,38,31,49,49,0.387097,12,-0.122449,-6,-0.122449,-6,36047019000,11204
190,2007,5,29,43,36,44,44,-0.194444,-7,-0.340909,-15,-0.340909,-15,36047019000,11204
190,2008,0,40,40,54,41,41,-0.259259,-14,-0.02439,-1,-0.02439,-1,36047019000,11204
190,2008,1,52,40,47,35,35,0.106383,5,0.485714,17,0.485714,17,36047019000,11204
190,2008,2,48,52,45,37,37,0.066667,3,0.297297,11,0.297297,11,36047019000,11204
190,2008,3,48,48,38,31,31,0.263158,10,0.548387,17,0.548387,17,36047019000,11204
190,2008,4,35,48,43,41,41,-0.186047,-8,-0.146341,-6,-0.146341,-6,36047019000,11204
190,2008,5,42,35,29,43,43,0.448276,13,-0.023256,-1,-0.023256,-1,36047019000,11204
190,2009,0,45,45,40,41,41,0.125,5,0.097561,4,0.097561,4,36047019000,11204
190,2009,1,46,45,52,45,45,-0.115385,-6,0.022222,1,0.022222,1,36047019000,11204
190,2009,2,58,46,48,39,39,0.208333,10,0.487179,19,0.487179,19,36047019000,11204
190,2009,3,53,58,48,41,41,0.104167,5,0.292683,12,0.292683,12,36047019000,11204
190,2009,4,57,53,35,31,31,0.628571,22,0.83871,26,0.83871,26,36047019000,11204
190,2009,5,44,57,42,36,36,0.047619,2,0.222222,8,0.222222,8,36047019000,11204
190,2010,0,52,52,45,54,54,0.155556,7,-0.037037,-2,-0.037037,-2,36047019000,11204
190,2010,1,50,52,46,47,47,0.086957,4,0.06383,3,0.06383,3,36047019000,11204
190,2010,2,42,50,58,45,45,-0.275862,-16,-0.066667,-3,-0.066667,-3,36047019000,11204
190,2010,3,63,42,53,38,38,0.188679,10,0.657895,25,0.657895,25,36047019000,11204
190,2010,4,49,63,57,43,43,-0.140351,-8,0.139535,6,0.139535,6,36047019000,11204
190,2010,5,58,49,44,29,29,0.318182,14,1,29,1,29,36047019000,11204
192,2001,0,19,19,19,19,19,0,0,0,0,0,0,36047019200,11219
192,2001,1,15,19,15,15,15,0,0,0,0,0,0,36047019200,11219
192,2001,2,22,15,22,22,22,0,0,0,0,0,0,36047019200,11219
192,2001,3,18,22,18,18,18,0,0,0,0,0,0,36047019200,11219
192,2001,4,11,18,11,11,11,0,0,0,0,0,0,36047019200,11219
192,2001,5,19,11,19,19,19,0,0,0,0,0,0,36047019200,11219
192,2002,0,15,15,19,15,15,-0.210526,-4,0,0,0,0,36047019200,11219
192,2002,1,19,15,15,19,19,0.266667,4,0,0,0,0,36047019200,11219
192,2002,2,18,19,22,18,18,-0.181818,-4,0,0,0,0,36047019200,11219
192,2002,3,27,18,18,27,27,0.5,9,0,0,0,0,36047019200,11219
192,2002,4,19,27,11,19,19,0.727273,8,0,0,0,0,36047019200,11219
192,2002,5,14,19,19,14,14,-0.263158,-5,0,0,0,0,36047019200,11219
192,2003,0,16,16,15,16,16,0.066667,1,0,0,0,0,36047019200,11219
192,2003,1,12,16,19,12,12,-0.368421,-7,0,0,0,0,36047019200,11219
192,2003,2,21,12,18,21,21,0.166667,3,0,0,0,0,36047019200,11219
192,2003,3,17,21,27,17,17,-0.37037,-10,0,0,0,0,36047019200,11219
192,2003,4,25,17,19,25,25,0.315789,6,0,0,0,0,36047019200,11219
192,2003,5,15,25,14,15,15,0.071429,1,0,0,0,0,36047019200,11219
192,2004,0,20,20,16,19,19,0.25,4,0.052632,1,0.052632,1,36047019200,11219
192,2004,1,16,20,12,15,15,0.333333,4,0.066667,1,0.066667,1,36047019200,11219
192,2004,2,12,16,21,22,22,-0.428571,-9,-0.454545,-10,-0.454545,-10,36047019200,11219
192,2004,3,19,12,17,18,18,0.117647,2,0.055556,1,0.055556,1,36047019200,11219
192,2004,4,22,19,25,11,11,-0.12,-3,1,11,1,11,36047019200,11219
192,2004,5,22,22,15,19,19,0.466667,7,0.157895,3,0.157895,3,36047019200,11219
192,2005,0,6,6,20,15,15,-0.7,-14,-0.6,-9,-0.6,-9,36047019200,11219
192,2005,1,24,6,16,19,19,0.5,8,0.263158,5,0.263158,5,36047019200,11219
192,2005,2,17,24,12,18,18,0.416667,5,-0.055556,-1,-0.055556,-1,36047019200,11219
192,2005,3,11,17,19,27,27,-0.421053,-8,-0.592593,-16,-0.592593,-16,36047019200,11219
192,2005,4,21,11,22,19,19,-0.045455,-1,0.105263,2,0.105263,2,36047019200,11219
192,2005,5,23,21,22,14,14,0.045455,1,0.642857,9,0.642857,9,36047019200,11219
192,2006,0,10,10,6,16,16,0.666667,4,-0.375,-6,-0.375,-6,36047019200,11219
192,2006,1,6,10,24,12,12,-0.75,-18,-0.5,-6,-0.5,-6,36047019200,11219
192,2006,2,21,6,17,21,21,0.235294,4,0,0,0,0,36047019200,11219
192,2006,3,16,21,11,17,17,0.454545,5,-0.058824,-1,-0.058824,-1,36047019200,11219
192,2006,4,12,16,21,25,25,-0.428571,-9,-0.52,-13,-0.52,-13,36047019200,11219
192,2006,5,19,12,23,15,15,-0.173913,-4,0.266667,4,0.266667,4,36047019200,11219
192,2007,0,13,13,10,20,20,0.3,3,-0.35,-7,-0.35,-7,36047019200,11219
192,2007,1,13,13,6,16,16,1.166667,7,-0.1875,-3,-0.1875,-3,36047019200,11219
192,2007,2,9,13,21,12,12,-0.571429,-12,-0.25,-3,-0.25,-3,36047019200,11219
192,2007,3,23,9,16,19,19,0.4375,7,0.210526,4,0.210526,4,36047019200,11219
192,2007,4,15,23,12,22,22,0.25,3,-0.318182,-7,-0.318182,-7,36047019200,11219
192,2007,5,12,15,19,22,22,-0.368421,-7,-0.454545,-10,-0.454545,-10,36047019200,11219
192,2008,0,18,18,13,6,6,0.384615,5,2,12,2,12,36047019200,11219
192,2008,1,14,18,13,24,24,0.076923,1,-0.416667,-10,-0.416667,-10,36047019200,11219
192,2008,2,13,14,9,17,17,0.444444,4,-0.235294,-4,-0.235294,-4,36047019200,11219
192,2008,3,9,13,23,11,11,-0.608696,-14,-0.181818,-2,-0.181818,-2,36047019200,11219
192,2008,4,20,9,15,21,21,0.333333,5,-0.047619,-1,-0.047619,-1,36047019200,11219
192,2008,5,12,20,12,23,23,0,0,-0.478261,-11,-0.478261,-11,36047019200,11219
192,2009,0,22,22,18,10,10,0.222222,4,1.2,12,1.2,12,36047019200,11219
192,2009,1,16,22,14,6,6,0.142857,2,1.666667,10,1.666667,10,36047019200,11219
192,2009,2,15,16,13,21,21,0.153846,2,-0.285714,-6,-0.285714,-6,36047019200,11219
192,2009,3,13,15,9,16,16,0.444444,4,-0.1875,-3,-0.1875,-3,36047019200,11219
192,2009,4,13,13,20,12,12,-0.35,-7,0.083333,1,0.083333,1,36047019200,11219
192,2009,5,15,13,12,19,19,0.25,3,-0.210526,-4,-0.210526,-4,36047019200,11219
192,2010,0,22,22,22,13,13,0,0,0.692308,9,0.692308,9,36047019200,11219
192,2010,1,23,22,16,13,13,0.4375,7,0.769231,10,0.769231,10,36047019200,11219
192,2010,2,17,23,15,9,9,0.133333,2,0.888889,8,0.888889,8,36047019200,11219
192,2010,3,19,17,13,23,23,0.461538,6,-0.173913,-4,-0.173913,-4,36047019200,11219
192,2010,4,15,19,13,15,15,0.153846,2,0,0,0,0,36047019200,11219
192,2010,5,16,15,15,12,12,0.066667,1,0.333333,4,0.333333,4,36047019200,11219
194,2001,0,25,25,25,25,25,0,0,0,0,0,0,36047019400,11219
194,2001,1,25,25,25,25,25,0,0,0,0,0,0,36047019400,11219
194,2001,2,36,25,36,36,36,0,0,0,0,0,0,36047019400,11219
194,2001,3,26,36,26,26,26,0,0,0,0,0,0,36047019400,11219
194,2001,4,32,26,32,32,32,0,0,0,0,0,0,36047019400,11219
194,2001,5,30,32,30,30,30,0,0,0,0,0,0,36047019400,11219
194,2002,0,37,37,25,37,37,0.48,12,0,0,0,0,36047019400,11219
194,2002,1,32,37,25,32,32,0.28,7,0,0,0,0,36047019400,11219
194,2002,2,25,32,36,25,25,-0.305556,-11,0,0,0,0,36047019400,11219
194,2002,3,37,25,26,37,37,0.423077,11,0,0,0,0,36047019400,11219
194,2002,4,23,37,32,23,23,-0.28125,-9,0,0,0,0,36047019400,11219
194,2002,5,31,23,30,31,31,0.033333,1,0,0,0,0,36047019400,11219
194,2003,0,31,31,37,31,31,-0.162162,-6,0,0,0,0,36047019400,11219
194,2003,1,39,31,32,39,39,0.21875,7,0,0,0,0,36047019400,11219
194,2003,2,32,39,25,32,32,0.28,7,0,0,0,0,36047019400,11219
194,2003,3,22,32,37,22,22,-0.405405,-15,0,0,0,0,36047019400,11219
194,2003,4,40,22,23,40,40,0.73913,17,0,0,0,0,36047019400,11219
194,2003,5,24,40,31,24,24,-0.225806,-7,0,0,0,0,36047019400,11219
194,2004,0,28,28,31,25,25,-0.096774,-3,0.12,3,0.12,3,36047019400,11219
194,2004,1,34,28,39,25,25,-0.128205,-5,0.36,9,0.36,9,36047019400,11219
194,2004,2,34,34,32,36,36,0.0625,2,-0.055556,-2,-0.055556,-2,36047019400,11219
194,2004,3,24,34,22,26,26,0.090909,2,-0.076923,-2,-0.076923,-2,36047019400,11219
194,2004,4,21,24,40,32,32,-0.475,-19,-0.34375,-11,-0.34375,-11,36047019400,11219
194,2004,5,39,21,24,30,30,0.625,15,0.3,9,0.3,9,36047019400,11219
194,2005,0,21,21,28,37,37,-0.25,-7,-0.432432,-16,-0.432432,-16,36047019400,11219
194,2005,1,25,21,34,32,32,-0.264706,-9,-0.21875,-7,-0.21875,-7,36047019400,11219
194,2005,2,32,25,34,25,25,-0.058824,-2,0.28,7,0.28,7,36047019400,11219
194,2005,3,31,32,24,37,37,0.291667,7,-0.162162,-6,-0.162162,-6,36047019400,11219
194,2005,4,20,31,21,23,23,-0.047619,-1,-0.130435,-3,-0.130435,-3,36047019400,11219
194,2005,5,25,20,39,31,31,-0.358974,-14,-0.193548,-6,-0.193548,-6,36047019400,11219
194,2006,0,22,22,21,31,31,0.047619,1,-0.290323,-9,-0.290323,-9,36047019400,11219
194,2006,1,23,22,25,39,39,-0.08,-2,-0.410256,-16,-0.410256,-16,36047019400,11219
194,2006,2,23,23,32,32,32,-0.28125,-9,-0.28125,-9,-0.28125,-9,36047019400,11219
194,2006,3,33,23,31,22,22,0.064516,2,0.5,11,0.5,11,36047019400,11219
194,2006,4,32,33,20,40,40,0.6,12,-0.2,-8,-0.2,-8,36047019400,11219
194,2006,5,19,32,25,24,24,-0.24,-6,-0.208333,-5,-0.208333,-5,36047019400,11219
194,2007,0,21,21,22,28,28,-0.045455,-1,-0.25,-7,-0.25,-7,36047019400,11219
194,2007,1,23,21,23,34,34,0,0,-0.323529,-11,-0.323529,-11,36047019400,11219
194,2007,2,26,23,23,34,34,0.130435,3,-0.235294,-8,-0.235294,-8,36047019400,11219
194,2007,3,27,26,33,24,24,-0.181818,-6,0.125,3,0.125,3,36047019400,11219
194,2007,4,32,27,32,21,21,0,0,0.52381,11,0.52381,11,36047019400,11219
194,2007,5,28,32,19,39,39,0.473684,9,-0.282051,-11,-0.282051,-11,36047019400,11219
194,2008,0,35,35,21,21,21,0.666667,14,0.666667,14,0.666667,14,36047019400,11219
194,2008,1,24,35,23,25,25,0.043478,1,-0.04,-1,-0.04,-1,36047019400,11219
194,2008,2,26,24,26,32,32,0,0,-0.1875,-6,-0.1875,-6,36047019400,11219
194,2008,3,28,26,27,31,31,0.037037,1,-0.096774,-3,-0.096774,-3,36047019400,11219
194,2008,4,30,28,32,20,20,-0.0625,-2,0.5,10,0.5,10,36047019400,11219
194,2008,5,38,30,28,25,25,0.357143,10,0.52,13,0.52,13,36047019400,11219
194,2009,0,50,50,35,22,22,0.428571,15,1.272727,28,1.272727,28,36047019400,11219
194,2009,1,36,50,24,23,23,0.5,12,0.565217,13,0.565217,13,36047019400,11219
194,2009,2,29,36,26,23,23,0.115385,3,0.26087,6,0.26087,6,36047019400,11219
194,2009,3,28,29,28,33,33,0,0,-0.151515,-5,-0.151515,-5,36047019400,11219
194,2009,4,41,28,30,32,32,0.366667,11,0.28125,9,0.28125,9,36047019400,11219
194,2009,5,37,41,38,19,19,-0.026316,-1,0.947368,18,0.947368,18,36047019400,11219
194,2010,0,29,29,50,21,21,-0.42,-21,0.380952,8,0.380952,8,36047019400,11219
194,2010,1,44,29,36,23,23,0.222222,8,0.913043,21,0.913043,21,36047019400,11219
194,2010,2,37,44,29,26,26,0.275862,8,0.423077,11,0.423077,11,36047019400,11219
194,2010,3,28,37,28,27,27,0,0,0.037037,1,0.037037,1,36047019400,11219
194,2010,4,28,28,41,32,32,-0.317073,-13,-0.125,-4,-0.125,-4,36047019400,11219
194,2010,5,37,28,37,28,28,0,0,0.321429,9,0.321429,9,36047019400,11219
196,2001,0,32,32,32,32,32,0,0,0,0,0,0,36047019600,11219
196,2001,1,32,32,32,32,32,0,0,0,0,0,0,36047019600,11219
196,2001,2,42,32,42,42,42,0,0,0,0,0,0,36047019600,11219
196,2001,3,32,42,32,32,32,0,0,0,0,0,0,36047019600,11219
196,2001,4,35,32,35,35,35,0,0,0,0,0,0,36047019600,11219
196,2001,5,47,35,47,47,47,0,0,0,0,0,0,36047019600,11219
196,2002,0,23,23,32,23,23,-0.28125,-9,0,0,0,0,36047019600,11219
196,2002,1,41,23,32,41,41,0.28125,9,0,0,0,0,36047019600,11219
196,2002,2,38,41,42,38,38,-0.095238,-4,0,0,0,0,36047019600,11219
196,2002,3,48,38,32,48,48,0.5,16,0,0,0,0,36047019600,11219
196,2002,4,36,48,35,36,36,0.028571,1,0,0,0,0,36047019600,11219
196,2002,5,34,36,47,34,34,-0.276596,-13,0,0,0,0,36047019600,11219
196,2003,0,30,30,23,30,30,0.304348,7,0,0,0,0,36047019600,11219
196,2003,1,28,30,41,28,28,-0.317073,-13,0,0,0,0,36047019600,11219
196,2003,2,39,28,38,39,39,0.026316,1,0,0,0,0,36047019600,11219
196,2003,3,38,39,48,38,38,-0.208333,-10,0,0,0,0,36047019600,11219
