,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 78,201.8604651,245.5813953,140.4651163,128.372093,163.7209302,400.5550416,393.123,546.4895636,322.6111637,299.9053926
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 80,187.0604782,355.8368495,336.1462729,129.7602257,105.7827927,214.3864598,508.13,289.9728997,401.0840108,241.1924119
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 82,196.8503937,170.9786277,276.7154106,219.5945946,155.4054054,246.0850112,554.688,401.7857143,280.8425276,252.7582748
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 84,375.1537515,244.7724477,227.5522755,114.2506143,201.4742015,522.3325062,292.771,304.6594982,223.5722965,167.6792224
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 85,0,0,0,0,0,5.547850208,0,3.120665742,4.160887656,
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 88,493.6908517,271.2933754,279.1798107,258.6750789,246.0567823,619.4968553,771.16,769.2307692,249.0886999,261.2393682
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 90,463.6963696,353.1353135,59.40594059,97.35973597,168.3168317,180.2232855,244.131,312.5,84.375,193.75
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 92,150.0426257,122.7621483,132.1398124,132.9923274,150.8951407,323.1031543,199.664,286.1981372,213.2231405,373.553719
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 94,104.8951049,31.96803197,33.96603397,45.09018036,34.06813627,124.6261216,51.03,64.36119116,70.71713147,144.4223108
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 96,163.5883905,220.7563764,202.2867194,166.2269129,237.4670185,276.4084507,887.631,608.3550914,373.8898757,450.2664298
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 98,110.1549053,112.7366609,131.6695353,94.50171821,89.34707904,121.5753425,332.31,240.8985283,309.0472378,238.5908727
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 100,54.23171734,105.9983566,101.8898932,105.9983566,179.1290058,176.5188834,396.411,337.9478827,224.8995984,247.3895582
,"Total Violations (per 1,000 Rental Units)","The total number of housing code violations (class A, B, and C) issued by the the New York City Department of Housing Preservation and Development per 1,000 rental units. <i>Source: New York City Department of Housing Preservation and Development, New York City Department of Finance </i>",Brooklyn 101,141.7004049,192.3076923,245.951417,238.6706949,300.1007049,236.5269461,411.234,622.9348882,222.0058423,125.6085686
