CensusTract,SchoolYear,GradeLevel,Count,LongTract,Zip,NextYearCount,TotalCount,TotalCountByGrade,TotalCountByTract,TotalCountByZip,TotalCountByZipGrade,TotalCountByTractGrade,PrevGradeCount,PrevGradeCountmavg3,PrevGradeCountmavg5,OneYearGrowth,ThreeYearGrowth,OneYearGrowthmavg3,ThreeYearGrowthmavg3,Target,Y,Y2
126,2003,5,31,,,28,16266,2586,150,329,58,31,28,29,29,0.7222222,0,0.168277,0,-3,0,-1
126,2004,5,28,,,33,16081,2713,152,318,54,28,26,29,28,-0.09677419,0.2173913,0.1360189,0.07246377,5,1,1
126,2005,5,33,,,28,15892,2714,168,319,57,33,26,26,28,0.1785714,0.8333333,0.2680065,0.3502415,-5,0,-1
126,2006,5,28,,,32,15737,2617,177,313,53,28,33,28,29,-0.1515152,-0.09677419,-0.02323931,0.3179835,4,1,1
126,2007,5,32,,,26,15258,2491,185,311,54,32,27,28,28,0.1428571,0.1428571,0.05663781,0.2931388,-6,0,-1
126,2008,5,26,,,33,15731,2511,187,321,45,26,31,30,28,-0.1875,-0.2121212,-0.065386,-0.05534609,7,1,1
126,2009,5,33,,,37,17855,2738,194,343,55,33,33,30,30,0.2692308,0.1785714,0.07486264,0.03643579,4,1,1
126,2010,5,37,,,0,19221,2915,210,379,58,37,31,31,31,0.1212121,0.15625,0.06764763,0.04090007,-37,0,-1
130,2001,0,34,36047013000,11209,48,16345,2702,251,2465,395,34,0,0,0,0,0,0,0,14,1,1
130,2002,0,48,36047013000,11209,46,16334,2613,265,2492,406,48,0,0,0,0.4117647,0,0.2058824,0,-2,0,-1
130,2003,0,46,36047013000,11209,43,16266,2546,289,2577,397,46,0,0,0,-0.04166667,0,0.123366,0,-3,0,-1
130,2004,0,43,36047013000,11209,55,16081,2606,278,2502,421,43,0,0,0,-0.06521739,0.2647059,0.1016269,0.08823529,12,1,1
130,2005,0,55,36047013000,11209,44,15892,2615,303,2467,408,55,0,0,0,0.2790698,0.1458333,0.05739524,0.1368464,-11,0,-1
130,2006,0,44,36047013000,11209,49,15737,2616,278,2448,462,44,0,0,0,-0.2,-0.04347826,0.004617459,0.1223537,5,1,1
130,2007,0,49,36047013000,11209,37,15258,2454,263,2408,461,49,0,0,0,0.1136364,0.1395349,0.06423538,0.08062999,-12,0,-1
130,2008,0,37,36047013000,11209,57,15731,2796,258,2502,522,37,0,0,0,-0.244898,-0.3272727,-0.1104205,-0.07707203,20,1,1
130,2009,0,57,36047013000,11209,55,17855,3070,278,2936,549,57,0,0,0,0.5405405,0.2954545,0.1364263,0.03590557,-2,0,-1
130,2010,0,55,36047013000,11209,0,19221,3560,283,3137,604,55,0,0,0,-0.03508772,0.122449,0.08685162,0.03021027,-55,0,-1
130,2001,1,50,36047013000,11209,37,16345,2934,251,2465,485,50,34,34,34,0,0,0,0,-13,0,-1
130,2002,1,37,36047013000,11209,49,16334,2841,265,2492,403,37,48,41,41,-0.26,0,-0.13,0,12,1,1
130,2003,1,49,36047013000,11209,44,16266,2716,289,2577,425,49,46,42,42,0.3243243,0,0.02144144,0,-5,0,-1
130,2004,1,44,36047013000,11209,48,16081,2667,278,2502,385,44,43,45,42,-0.1020408,-0.12,-0.01257216,-0.04,4,1,1
130,2005,1,48,36047013000,11209,50,15892,2676,303,2467,436,48,55,48,45,0.09090909,0.2972973,0.1043975,0.0590991,2,1,1
130,2006,1,50,36047013000,11209,37,15737,2707,278,2448,412,50,44,47,47,0.04166667,0.02040816,0.01017831,0.06590182,-13,0,-1
130,2007,1,37,36047013000,11209,53,15258,2639,263,2408,453,37,49,49,47,-0.26,-0.1590909,-0.04247475,0.05287152,16,1,1
130,2008,1,53,36047013000,11209,46,15731,2630,258,2502,468,53,37,43,45,0.4324324,0.1041667,0.07136637,-0.01150536,-7,0,-1
130,2009,1,46,36047013000,11209,56,17855,3389,278,2936,591,46,57,47,48,-0.1320755,-0.08,0.01345232,-0.04497475,10,1,1
130,2010,1,56,36047013000,11209,0,19221,3318,283,3137,557,56,55,49,48,0.2173913,0.5135135,0.1725828,0.1792267,-56,0,-1
130,2001,2,46,36047013000,11209,51,16345,2877,251,2465,456,46,50,50,50,0,0,0,0,5,1,1
130,2002,2,51,36047013000,11209,38,16334,2880,265,2492,474,51,37,43,43,0.1086957,0,0.05434783,0,-13,0,-1
130,2003,2,38,36047013000,11209,50,16266,2821,289,2577,404,38,49,45,45,-0.254902,0,-0.04873544,0,12,1,1
130,2004,2,50,36047013000,11209,49,16081,2640,278,2502,420,50,44,43,45,0.3157895,0.08695652,0.05652772,0.02898551,-1,0,-1
130,2005,2,49,36047013000,11209,52,15892,2651,303,2467,372,49,48,47,45,-0.02,-0.03921569,0.01362917,0.01591361,3,1,1
130,2006,2,52,36047013000,11209,47,15737,2635,278,2448,417,52,50,47,45,0.06122449,0.3684211,0.1190047,0.1387206,-5,0,-1
130,2007,2,47,36047013000,11209,33,15258,2650,263,2408,391,47,37,45,45,-0.09615385,-0.06,-0.01830979,0.08973512,-14,0,-1
130,2008,2,33,36047013000,11209,55,15731,2627,258,2502,427,33,53,46,46,-0.2978723,-0.3265306,-0.1109339,-0.00603652,22,1,1
130,2009,2,55,36047013000,11209,41,17855,2998,278,2936,505,55,46,45,46,0.6666667,0.05769231,0.09088016,-0.1096128,-14,0,-1
130,2010,2,41,36047013000,11209,0,19221,3501,283,3137,614,41,56,51,48,-0.2545455,-0.1276596,0.03808296,-0.132166,-41,0,-1
130,2001,3,46,36047013000,11209,50,16345,2697,251,2465,444,46,46,46,46,0,0,0,0,4,1,1
130,2002,3,50,36047013000,11209,61,16334,2857,265,2492,459,50,51,48,48,0.08695652,0,0.04347826,0,11,1,1
130,2003,3,61,36047013000,11209,39,16266,2826,289,2577,472,61,38,45,45,0.22,0,0.1023188,0,-22,0,-1
130,2004,3,39,36047013000,11209,47,16081,2715,278,2502,387,39,50,46,46,-0.3606557,-0.1521739,-0.01789974,-0.05072464,8,1,1
130,2005,3,47,36047013000,11209,39,15892,2598,303,2467,412,47,49,45,46,0.2051282,-0.06,0.02149082,-0.07072464,-8,0,-1
130,2006,3,39,36047013000,11209,51,15737,2620,278,2448,376,39,52,50,48,-0.1702128,-0.3606557,-0.1085801,-0.1909432,12,1,1
130,2007,3,51,36047013000,11209,45,15258,2523,263,2408,393,51,47,49,47,0.3076923,0.3076923,0.1142026,-0.03765448,-6,0,-1
130,2008,3,45,36047013000,11209,31,15731,2639,258,2502,386,45,33,44,46,-0.1176471,-0.04255319,0.006610828,-0.03183887,-14,0,-1
130,2009,3,31,36047013000,11209,53,17855,2812,278,2936,440,31,55,45,47,-0.3111111,-0.2051282,-0.04035529,0.02000364,22,1,1
130,2010,3,53,36047013000,11209,0,19221,3047,283,3137,497,53,41,43,45,0.7096774,0.03921569,0.09363975,-0.06948857,-53,0,-1
130,2001,4,32,36047013000,11209,43,16345,2524,251,2465,328,32,46,46,46,0,0,0,0,11,1,1
130,2002,4,43,36047013000,11209,49,16334,2631,265,2492,422,43,50,48,48,0.34375,0,0.171875,0,6,1,1
130,2003,4,49,36047013000,11209,53,16266,2771,289,2577,454,49,61,52,52,0.1395349,0,0.161095,0,4,1,1
130,2004,4,53,36047013000,11209,43,16081,2740,278,2502,453,53,39,50,49,0.08163265,0.65625,0.1883058,0.21875,-10,0,-1
130,2005,4,43,36047013000,11209,48,15892,2638,303,2467,392,43,47,49,48,-0.1886792,0,0.01082943,0.21875,5,1,1
130,2006,4,48,36047013000,11209,34,15737,2542,278,2448,399,48,39,41,47,0.1162791,-0.02040816,0.003077493,0.2119473,-14,0,-1
130,2007,4,34,36047013000,11209,47,15258,2501,263,2408,336,34,51,45,47,-0.2916667,-0.3584906,-0.1213556,-0.1262996,13,1,1
130,2008,4,47,36047013000,11209,46,15731,2528,258,2502,359,47,45,45,44,0.3823529,0.09302326,0.06898845,-0.09529182,-1,0,-1
130,2009,4,46,36047013000,11209,29,17855,2848,278,2936,428,46,31,42,42,-0.0212766,-0.04166667,0.02313656,-0.102378,-17,0,-1
130,2010,4,29,36047013000,11209,0,19221,2880,283,3137,426,29,53,43,43,-0.3695652,-0.1470588,-0.002829624,-0.03190074,-29,0,-1
130,2001,5,43,36047013000,11209,36,16345,2611,251,2465,357,43,32,32,32,0,0,0,0,-7,0,-1
130,2002,5,36,36047013000,11209,46,16334,2512,265,2492,328,36,43,37,37,-0.1627907,0,-0.08139535,0,10,1,1
130,2003,5,46,36047013000,11209,49,16266,2586,289,2577,425,46,49,41,41,0.2777778,0,0.03832903,0,3,1,1
130,2004,5,49,36047013000,11209,61,16081,2713,278,2502,436,49,53,48,44,0.06521739,0.1395349,0.06006816,0.04651163,12,1,1
130,2005,5,61,36047013000,11209,45,15892,2714,303,2467,447,61,43,48,44,0.244898,0.6944444,0.1959644,0.2779931,-16,0,-1
130,2006,5,45,36047013000,11209,45,15737,2617,278,2448,382,45,48,48,47,-0.2622951,-0.02173913,0.01594009,0.2707467,0,0,0
130,2007,5,45,36047013000,11209,43,15258,2491,263,2408,374,45,34,41,45,0,-0.08163265,-0.005799041,0.1970242,-2,0,-1
130,2008,5,43,36047013000,11209,43,15731,2511,258,2502,340,43,47,43,45,-0.04444444,-0.295082,-0.1022465,-0.1328179,0,0,0
130,2009,5,43,36047013000,11209,49,17855,2738,278,2936,423,43,46,42,43,0,-0.04444444,-0.01481481,-0.1403864,6,1,1
130,2010,5,49,36047013000,11209,0,19221,2915,283,3137,439,49,29,40,40,0.1395349,0.08888889,0.03169681,-0.08354584,-49,0,-1
132,2001,0,21,36047013200,11220,17,16345,2702,122,3382,562,21,0,0,0,0,0,0,0,-4,0,-1
132,2002,0,17,36047013200,11220,15,16334,2613,133,3329,525,17,0,0,0,-0.1904762,0,-0.0952381,0,-2,0,-1
132,2003,0,15,36047013200,11220,19,16266,2546,114,3277,519,15,0,0,0,-0.1176471,0,-0.1027077,0,4,1,1
132,2004,0,19,36047013200,11220,16,16081,2606,132,3191,535,19,0,0,0,0.2666667,-0.0952381,-0.01381886,-0.03174603,-3,0,-1
132,2005,0,16,36047013200,11220,25,15892,2615,136,3148,537,16,0,0,0,-0.1578947,-0.05882353,-0.002958376,-0.05135387,9,1,1
132,2006,0,25,36047013200,11220,26,15737,2616,143,3167,529,25,0,0,0,0.5625,0.6666667,0.2237573,0.1708683,1,1,1
132,2007,0,26,36047013200,11220,25,15258,2454,135,3034,446,26,0,0,0,0.04,0.3684211,0.1482018,0.3254214,-1,0,-1
132,2008,0,25,36047013200,11220,21,15731,2796,141,3083,498,25,0,0,0,-0.03846154,0.5625,0.1880128,0.5325292,-4,0,-1
132,2009,0,21,36047013200,11220,26,17855,3070,148,3581,616,21,0,0,0,-0.16,-0.16,-0.05282051,0.2569737,5,1,1
132,2010,0,26,36047013200,11220,0,19221,3560,164,3927,721,26,0,0,0,0.2380952,0,0.01321123,0.1341667,-26,0,-1
132,2001,1,18,36047013200,11220,18,16345,2934,122,3382,624,18,21,21,21,0,0,0,0,0,0,0
132,2002,1,18,36047013200,11220,19,16334,2841,133,3329,587,18,17,19,19,0,0,0,0,1,1,1
132,2003,1,19,36047013200,11220,20,16266,2716,114,3277,552,19,15,17,17,0.05555556,0,0.01851852,0,1,1,1
132,2004,1,20,36047013200,11220,19,16081,2667,132,3191,537,20,19,17,18,0.05263158,0.1111111,0.03606238,0.03703704,-1,0,-1
132,2005,1,19,36047013200,11220,25,15892,2676,136,3148,556,19,16,16,17,-0.05,0.05555556,0.01939571,0.05555556,6,1,1
132,2006,1,25,36047013200,11220,18,15737,2707,143,3167,571,25,25,20,18,0.3157895,0.3157895,0.1061404,0.1608187,-7,0,-1
132,2007,1,18,36047013200,11220,27,15258,2639,135,3034,523,18,26,22,20,-0.28,-0.1,-0.004736842,0.09044834,9,1,1
132,2008,1,27,36047013200,11220,32,15731,2630,141,3083,517,27,25,25,22,0.5,0.4210526,0.1785965,0.2122807,5,1,1
132,2009,1,32,36047013200,11220,28,17855,3389,148,3581,669,32,21,24,22,0.1851852,0.28,0.1350617,0.2003509,-4,0,-1
132,2010,1,28,36047013200,11220,0,19221,3318,164,3927,676,28,26,24,24,-0.125,0.5555556,0.1867284,0.4188694,-28,0,-1
132,2001,2,19,36047013200,11220,26,16345,2877,122,3382,602,19,18,18,18,0,0,0,0,7,1,1
132,2002,2,26,36047013200,11220,17,16334,2880,133,3329,599,26,18,18,18,0.3684211,0,0.1842105,0,-9,0,-1
132,2003,2,17,36047013200,11220,21,16266,2821,114,3277,588,17,19,18,18,-0.3461538,0,0.007422402,0,4,1,1
132,2004,2,21,36047013200,11220,20,16081,2640,132,3191,539,21,20,19,18,0.2352941,0.1052632,0.08585377,0.03508772,-1,0,-1
132,2005,2,20,36047013200,11220,19,15892,2651,136,3148,539,20,19,19,18,-0.04761905,-0.2307692,-0.05282626,-0.04183536,-1,0,-1
132,2006,2,19,36047013200,11220,27,15737,2635,143,3167,546,19,25,21,20,-0.05,0.1176471,0.04589169,-0.002619671,8,1,1
132,2007,2,27,36047013200,11220,19,15258,2650,135,3034,557,27,18,20,20,0.4210526,0.2857143,0.1078112,0.0575307,-8,0,-1
132,2008,2,19,36047013200,11220,29,15731,2627,141,3083,520,19,27,23,21,-0.2962963,-0.05,0.02491878,0.1177871,10,1,1
132,2009,2,29,36047013200,11220,30,17855,2998,148,3581,623,29,32,25,24,0.5263158,0.5263158,0.217024,0.25401,1,1,1
132,2010,2,30,36047013200,11220,0,19221,3501,164,3927,711,30,28,29,26,0.03448276,0.1111111,0.08816742,0.195809,-30,0,-1
132,2001,3,25,36047013200,11220,20,16345,2697,122,3382,556,25,19,19,19,0,0,0,0,-5,0,-1
132,2002,3,20,36047013200,11220,23,16334,2857,133,3329,592,20,26,22,22,-0.2,0,-0.1,0,3,1,1
132,2003,3,23,36047013200,11220,25,16266,2826,114,3277,553,23,17,20,20,0.15,0,-0.01666667,0,2,1,1
132,2004,3,25,36047013200,11220,26,16081,2715,132,3191,544,25,21,21,20,0.08695652,0,0.01231884,0,1,1,1
132,2005,3,26,36047013200,11220,23,15892,2598,136,3148,519,26,20,19,20,0.04,0.3,0.09231884,0.1,-3,0,-1
132,2006,3,23,36047013200,11220,15,15737,2620,143,3167,529,23,19,20,20,-0.1153846,0,0.003857302,0.1,-8,0,-1
132,2007,3,15,36047013200,11220,26,15258,2523,135,3034,527,15,27,22,20,-0.3478261,-0.4,-0.1410702,-0.03333333,11,1,1
132,2008,3,26,36047013200,11220,22,15731,2639,141,3083,530,26,19,21,21,0.7333333,0,0.09004088,-0.1333333,-4,0,-1
132,2009,3,22,36047013200,11220,32,17855,2812,148,3581,565,22,29,25,22,-0.1538462,-0.04347826,0.07722036,-0.1478261,10,1,1
132,2010,3,32,36047013200,11220,0,19221,3047,164,3927,671,32,30,26,24,0.4545455,1.133333,0.3446775,0.363285,-32,0,-1
132,2001,4,24,36047013200,11220,28,16345,2524,122,3382,519,24,25,25,25,0,0,0,0,4,1,1
132,2002,4,28,36047013200,11220,18,16334,2631,133,3329,538,28,20,22,22,0.1666667,0,0.08333333,0,-10,0,-1
132,2003,4,18,36047013200,11220,27,16266,2771,114,3277,556,18,23,22,22,-0.3571429,0,-0.06349206,0,9,1,1
132,2004,4,27,36047013200,11220,26,16081,2740,132,3191,515,27,25,22,23,0.5,0.125,0.1031746,0.04166667,-1,0,-1
132,2005,4,26,36047013200,11220,27,15892,2638,136,3148,501,26,26,24,23,-0.03703704,-0.07142857,0.03527337,0.01785714,1,1,1
132,2006,4,27,36047013200,11220,25,15737,2542,143,3167,497,27,23,24,23,0.03846154,0.5,0.1671415,0.1845238,-2,0,-1
132,2007,4,25,36047013200,11220,18,15258,2501,135,3034,490,25,15,21,22,-0.07407407,-0.07407407,-0.02421652,0.1181658,-7,0,-1
132,2008,4,18,36047013200,11220,25,15731,2528,141,3083,540,18,26,21,23,-0.28,-0.3076923,-0.1052042,0.03941121,7,1,1
132,2009,4,25,36047013200,11220,20,17855,2848,148,3581,560,25,22,21,22,0.3888889,-0.07407407,0.01160494,-0.1519468,-5,0,-1
132,2010,4,20,36047013200,11220,0,19221,2880,164,3927,571,20,32,26,23,-0.2,-0.2,-0.03037037,-0.1939221,-20,0,-1
132,2001,5,15,36047013200,11220,24,16345,2611,122,3382,519,15,24,24,24,0,0,0,0,9,1,1
132,2002,5,24,36047013200,11220,22,16334,2512,133,3329,488,24,28,26,26,0.6,0,0.3,0,-2,0,-1
132,2003,5,22,36047013200,11220,20,16266,2586,114,3277,509,22,18,23,23,-0.08333333,0,0.1722222,0,-2,0,-1
132,2004,5,20,36047013200,11220,29,16081,2713,132,3191,521,20,27,24,24,-0.09090909,0.3333333,0.1419192,0.1111111,9,1,1
132,2005,5,29,36047013200,11220,24,15892,2714,136,3148,496,29,26,23,24,0.45,0.2083333,0.09191919,0.1805556,-5,0,-1
132,2006,5,24,36047013200,11220,24,15737,2617,143,3167,495,24,27,26,25,-0.1724138,0.09090909,0.06222571,0.2108586,0,0,0
132,2007,5,24,36047013200,11220,26,15258,2491,135,3034,491,24,25,26,24,0,0.2,0.09252874,0.1664141,2,1,1
132,2008,5,26,36047013200,11220,19,15731,2511,141,3083,478,26,18,23,24,0.08333333,-0.1034483,-0.02969349,0.06248694,-7,0,-1
132,2009,5,19,36047013200,11220,28,17855,2738,148,3581,548,19,25,22,24,-0.2692308,-0.2083333,-0.06196581,-0.03726054,9,1,1
132,2010,5,28,36047013200,11220,0,19221,2915,164,3927,577,28,20,21,23,0.4736842,0.1666667,0.09592892,-0.04837165,-28,0,-1
134,2001,0,24,36047013400,11209,29,16345,2702,169,2465,395,24,0,0,0,0,0,0,0,5,1,1
134,2002,0,29,36047013400,11209,31,16334,2613,196,2492,406,29,0,0,0,0.2083333,0,0.1041667,0,2,1,1
134,2003,0,31,36047013400,11209,32,16266,2546,191,2577,397,31,0,0,0,0.06896552,0,0.09243295,0,1,1,1
134,2004,0,32,36047013400,11209,27,16081,2606,191,2502,421,32,0,0,0,0.03225806,0.3333333,0.1031856,0.1111111,-5,0,-1
134,2005,0,27,36047013400,11209,25,15892,2615,176,2467,408,27,0,0,0,-0.15625,-0.06896552,-0.01834214,0.08812261,-2,0,-1
134,2006,0,25,36047013400,11209,31,15737,2616,175,2448,462,25,0,0,0,-0.07407407,-0.1935484,-0.066022,0.02360648,6,1,1
134,2007,0,31,36047013400,11209,32,15258,2454,178,2408,461,31,0,0,0,0.24,-0.03125,0.003225309,-0.0979213,1,1,1
134,2008,0,32,36047013400,11209,28,15731,2796,183,2502,522,32,0,0,0,0.03225806,0.1851852,0.06606133,-0.0132044,-4,0,-1
134,2009,0,28,36047013400,11209,37,17855,3070,184,2936,549,28,0,0,0,-0.125,0.12,0.04908602,0.09131173,9,1,1
134,2010,0,37,36047013400,11209,0,19221,3560,212,3137,604,37,0,0,0,0.3214286,0.1935484,0.07622888,0.1662445,-37,0,-1
134,2001,1,32,36047013400,11209,24,16345,2934,169,2465,485,32,24,24,24,0,0,0,0,-8,0,-1
134,2002,1,24,36047013400,11209,30,16334,2841,196,2492,403,24,29,26,26,-0.25,0,-0.125,0,6,1,1
134,2003,1,30,36047013400,11209,32,16266,2716,191,2577,425,30,31,28,28,0.25,0,0,0,2,1,1
134,2004,1,32,36047013400,11209,29,16081,2667,191,2502,385,32,32,30,29,0.06666667,0,0.02222222,0,-3,0,-1
134,2005,1,29,36047013400,11209,31,15892,2676,176,2467,436,29,27,30,28,-0.09375,0.2083333,0.07430556,0.06944444,2,1,1
134,2006,1,31,36047013400,11209,22,15737,2707,175,2448,412,31,25,28,28,0.06896552,0.03333333,0.01396073,0.08055556,-9,0,-1
134,2007,1,22,36047013400,11209,32,15258,2639,178,2408,453,22,31,27,29,-0.2903226,-0.3125,-0.1050357,-0.02361111,10,1,1
134,2008,1,32,36047013400,11209,36,15731,2630,183,2502,468,32,32,29,29,0.4545455,0.1034483,0.07772946,-0.0585728,4,1,1
134,2009,1,36,36047013400,11209,41,17855,3389,184,2936,591,36,28,30,28,0.125,0.1612903,0.09640762,-0.01592047,5,1,1
134,2010,1,41,36047013400,11209,0,19221,3318,212,3137,557,41,37,32,30,0.1388889,0.8636364,0.2394781,0.376125,-41,0,-1
134,2001,2,31,36047013400,11209,39,16345,2877,169,2465,456,31,32,32,32,0,0,0,0,8,1,1
134,2002,2,39,36047013400,11209,28,16334,2880,196,2492,474,39,24,28,28,0.2580645,0,0.1290323,0,-11,0,-1
134,2003,2,28,36047013400,11209,30,16266,2821,191,2577,404,28,30,28,28,-0.2820513,0,-0.007995589,0,2,1,1
134,2004,2,30,36047013400,11209,30,16081,2640,191,2502,420,30,32,28,29,0.07142857,-0.03225806,0.01581394,-0.01075269,0,0,0
134,2005,2,30,36047013400,11209,32,15892,2651,176,2467,372,30,29,30,29,0,-0.2307692,-0.07020757,-0.08767577,2,1,1
134,2006,2,32,36047013400,11209,34,15737,2635,175,2448,417,32,31,30,29,0.06666667,0.1428571,0.04603175,-0.04005672,2,1,1
134,2007,2,34,36047013400,11209,21,15258,2650,178,2408,391,34,22,27,28,0.0625,0.1333333,0.04305556,0.01514042,-13,0,-1
134,2008,2,21,36047013400,11209,33,15731,2627,183,2502,427,21,32,28,29,-0.3823529,-0.3,-0.08439542,-0.007936508,12,1,1
134,2009,2,33,36047013400,11209,41,17855,2998,184,2936,505,33,36,30,30,0.5714286,0.03125,0.08385854,-0.04513889,8,1,1
134,2010,2,41,36047013400,11209,0,19221,3501,212,3137,614,41,41,36,32,0.2424242,0.2058824,0.1438333,-0.02095588,-41,0,-1
134,2001,3,31,36047013400,11209,31,16345,2697,169,2465,444,31,31,31,31,0,0,0,0,0,0,0
134,2002,3,31,36047013400,11209,38,16334,2857,196,2492,459,31,39,35,35,0,0,0,0,7,1,1
134,2003,3,38,36047013400,11209,33,16266,2826,191,2577,472,38,28,32,32,0.2258065,0,0.07526882,0,-5,0,-1
134,2004,3,33,36047013400,11209,31,16081,2715,191,2502,387,33,30,32,32,-0.1315789,0.06451613,0.03140917,0.02150538,-2,0,-1
134,2005,3,31,36047013400,11209,33,15892,2598,176,2467,412,31,30,29,31,-0.06060606,0,0.01120715,0.02150538,2,1,1
134,2006,3,33,36047013400,11209,33,15737,2620,175,2448,376,33,32,30,31,0.06451613,-0.1315789,-0.04255629,-0.02235427,0,0,0
134,2007,3,33,36047013400,11209,36,15258,2523,178,2408,393,33,34,32,30,0,0,0.001303356,-0.04385965,3,1,1
134,2008,3,36,36047013400,11209,21,15731,2639,183,2502,386,36,21,29,29,0.09090909,0.1612903,0.05180841,0.009903792,-15,0,-1
134,2009,3,21,36047013400,11209,32,17855,2812,184,2936,440,21,33,29,30,-0.4166667,-0.3636364,-0.1085859,-0.06744868,11,1,1
134,2010,3,32,36047013400,11209,0,19221,3047,212,3137,497,32,41,31,32,0.5238095,-0.03030303,0.06601732,-0.07754969,-32,0,-1
134,2001,4,35,36047013400,11209,33,16345,2524,169,2465,328,35,31,31,31,0,0,0,0,-2,0,-1
134,2002,4,33,36047013400,11209,34,16334,2631,196,2492,422,33,31,31,31,-0.05714286,0,-0.02857143,0,1,1,1
134,2003,4,34,36047013400,11209,31,16266,2771,191,2577,454,34,38,33,33,0.03030303,0,-0.008946609,0,-3,0,-1
134,2004,4,31,36047013400,11209,28,16081,2740,191,2502,453,31,33,34,33,-0.08823529,-0.1142857,-0.03835837,-0.03809524,-3,0,-1
134,2005,4,28,36047013400,11209,30,15892,2638,176,2467,392,28,31,34,32,-0.09677419,-0.1515152,-0.05156882,-0.08860029,2,1,1
134,2006,4,30,36047013400,11209,31,15737,2542,175,2448,399,30,33,32,33,0.07142857,-0.1176471,-0.03786031,-0.127816,1,1,1
134,2007,4,31,36047013400,11209,31,15258,2501,178,2408,336,31,33,32,33,0.03333333,0,0.00266257,-0.08972074,0,0,0
134,2008,4,31,36047013400,11209,35,15731,2528,183,2502,359,31,36,34,33,0,0.1071429,0.03492063,-0.003501401,4,1,1
134,2009,4,35,36047013400,11209,25,17855,2848,184,2936,428,35,21,30,30,0.1290323,0.1666667,0.05412186,0.09126984,-10,0,-1
134,2010,4,25,36047013400,11209,0,19221,2880,212,3137,426,25,32,29,31,-0.2857143,-0.1935484,-0.05222734,0.02675371,-25,0,-1
134,2001,5,16,36047013400,11209,40,16345,2611,169,2465,357,16,35,35,35,0,0,0,0,24,1,1
134,2002,5,40,36047013400,11209,30,16334,2512,196,2492,328,40,33,34,34,1.5,0,0.75,0,-10,0,-1
134,2003,5,30,36047013400,11209,33,16266,2586,191,2577,425,30,34,34,34,-0.25,0,0.4166667,0,3,1,1
134,2004,5,33,36047013400,11209,31,16081,2713,191,2502,436,33,31,32,33,0.1,1.0625,0.45,0.3541667,-2,0,-1
134,2005,5,31,36047013400,11209,24,15892,2714,176,2467,447,31,28,31,32,-0.06060606,-0.225,-0.07020202,0.2791667,-7,0,-1
134,2006,5,24,36047013400,11209,27,15737,2617,175,2448,382,24,30,29,31,-0.2258065,-0.2,-0.0621375,0.2125,3,1,1
134,2007,5,27,36047013400,11209,31,15258,2491,178,2408,374,27,31,29,30,0.125,-0.1818182,-0.05380417,-0.2022727,4,1,1
134,2008,5,31,36047013400,11209,31,15731,2511,183,2502,340,31,31,30,30,0.1481481,0,0.01578057,-0.1272727,0,0,0
134,2009,5,31,36047013400,11209,36,17855,2738,184,2936,423,31,35,32,31,0,0.2916667,0.09104938,0.03661616,5,1,1
134,2010,5,36,36047013400,11209,0,19221,2915,212,3137,439,36,25,30,30,0.1612903,0.3333333,0.1031462,0.2083333,-36,0,-1
136,2001,0,31,36047013600,11209,21,16345,2702,152,2465,395,31,0,0,0,0,0,0,0,-10,0,-1
136,2002,0,21,36047013600,11209,23,16334,2613,149,2492,406,21,0,0,0,-0.3225806,0,-0.1612903,0,2,1,1
136,2003,0,23,36047013600,11209,34,16266,2546,160,2577,397,23,0,0,0,0.0952381,0,-0.07578085,0,11,1,1
136,2004,0,34,36047013600,11209,22,16081,2606,160,2502,421,34,0,0,0,0.4782609,0.09677419,0.08363944,0.03225806,-12,0,-1
136,2005,0,22,36047013600,11209,35,15892,2615,159,2467,408,22,0,0,0,-0.3529412,0.04761905,0.07351926,0.04813108,13,1,1
136,2006,0,35,36047013600,11209,28,15737,2616,167,2448,462,35,0,0,0,0.5909091,0.5217391,0.2387429,0.2220441,-7,0,-1
136,2007,0,28,36047013600,11209,26,15258,2454,163,2408,461,28,0,0,0,-0.2,-0.1764706,0.01265597,0.1309625,-2,0,-1
136,2008,0,26,36047013600,11209,36,15731,2796,160,2502,522,26,0,0,0,-0.07142857,0.1818182,0.1064935,0.1756956,10,1,1
136,2009,0,36,36047013600,11209,37,17855,3070,179,2936,549,36,0,0,0,0.3846154,0.02857143,0.03772894,0.01130634,1,1,1
136,2010,0,37,36047013600,11209,0,19221,3560,197,3137,604,37,0,0,0,0.02777778,0.3214286,0.1136549,0.1772727,-37,0,-1
136,2001,1,22,36047013600,11209,29,16345,2934,152,2465,485,22,31,31,31,0,0,0,0,7,1,1
136,2002,1,29,36047013600,11209,26,16334,2841,149,2492,403,29,21,26,26,0.3181818,0,0.1590909,0,-3,0,-1
136,2003,1,26,36047013600,11209,24,16266,2716,160,2577,425,26,23,25,25,-0.1034483,0,0.07157785,0,-2,0,-1
136,2004,1,24,36047013600,11209,31,16081,2667,160,2502,385,24,34,26,27,-0.07692308,0.09090909,0.04593682,0.03030303,7,1,1
136,2005,1,31,36047013600,11209,17,15892,2676,159,2467,436,31,22,26,26,0.2916667,0.06896552,0.03709844,0.05329154,-14,0,-1
136,2006,1,17,36047013600,11209,34,15737,2707,167,2448,412,17,35,30,27,-0.4516129,-0.3461538,-0.07895644,-0.06209308,17,1,1
